aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T5880	1	1	P_1235	15	1642359695	P_572_1,P_575_1
T5882	1	1	P_791	15	1642360600	P_572_1,P_575_1
T5883	1	1	P_1454	15	1642361708	P_572_1,P_575_1
T17443	1	0	P_1511	15	1642362356	P_1532
T17444	2	0	P_1480	15	1642362949	P_1227
T5884	1	1	P_1485	33	1642364155	P_1375_1
T17445	1	0	P_928	15	1642364682	P_1532
T17446	1	0	P_1483	15	1642364901	P_1532
T5885	1	1	P_1448	33	1642365628	P_1375_1
T17447	1	0	P_1453	33	1642365930	P_912
T17448	1	0	P_1510	33	1642366084	P_912
T5886	1	1	P_1511	33	1642366299	P_1375_1
T17449	1	0	P_279	33	1642367229	P_1163
T17450	2	0	P_1426	33	1642367440	P_998
T5887	2	1	P_1480	33	1642368064	P_1375_1
T17451	1	0	P_1455	33	1642368194	P_912
T5889	1	1	P_1483	33	1642368668	P_1375_1
T5888	2	1	P_1240	33	1642368679	P_1375_1
T5891	2	1	P_1351	34	1642368980	P_1118,P_1110_1
T17452	1	0	P_1485	33	1642369262	P_912
T5890	1	1	P_928	33	1642369322	P_1375_1
T5892	1	1	P_1453	33	1642369914	P_1375_1
T5893	1	1	P_1510	33	1642370130	P_1375_1
T5894	1	1	P_305	33	1642370256	P_1299,P_1297_1
T5895	1	1	P_1244	33	1642370352	P_1375_1
