aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T4519	1	1	P_1130	33	1641992501	P_1299,P_1297_1
T16041	1	0	P_410	34	1641992610	P_34
T4521	1	1	P_311	33	1641992867	P_1299,P_1297_1
T4520	1	1	P_308	33	1641992957	P_1299,P_1297_1
T4522	1	1	P_267	33	1641993111	P_1299,P_1297_1
T16042	1	0	P_1138	33	1641993366	P_1163
T16043	1	0	P_206	34	1641993550	P_34
T16044	1	0	P_791	33	1641993680	P_912
T4523	1	1	P_310	33	1641993879	P_1299,P_1297_1
T4524	2	1	P_1480	33	1641993920	P_1375_1
T4525	1	1	P_271	33	1641994007	P_1299,P_1297_1
T16045	1	0	P_1127	34	1641994045	P_34
T4526	1	1	P_1132	33	1641994118	P_1299,P_1297_1
T16046	1	0	P_946	34	1641994628	P_34
T4527	1	1	P_1126	33	1641994711	P_1299,P_1297_1
T16047	1	0	P_1278	33	1641994773	P_912
T16048	1	0	P_666	34	1641994972	P_34
T16049	1	0	P_271	33	1641995115	P_1151
T16050	1	0	P_308	34	1641995266	P_34
T4528	1	1	P_266	33	1641995284	P_1299,P_1297_1
T16051	2	0	P_1351	33	1641995391	P_994
T4531	2	1	P_828	33	1641995506	P_1375_1
T16052	1	0	P_409	34	1641995562	P_39
T16053	1	0	P_1205	33	1641995671	P_912
T16054	1	0	P_301	34	1641995804	P_34
T4529	2	1	P_1357	33	1641995825	P_1299,P_1297_1
T16055	1	0	P_1190	33	1641995938	P_912
T4530	1	1	P_196	33	1641996013	P_1299,P_1297_1
T16056	1	0	P_310	34	1641996091	P_34
T16057	1	0	P_317	34	1641996181	P_34
T16058	1	0	P_197	34	1641996342	P_39
T4532	1	1	P_207	33	1641996505	P_1299,P_1297_1
T16059	1	0	P_953	34	1641996529	P_34
T16060	1	0	P_229	34	1641996629	P_34
T4533	1	1	P_303	33	1641996694	P_1299,P_1297_1
T16061	1	0	P_200	34	1641996742	P_34
T16062	1	0	P_300	34	1641996839	P_34
T4534	1	1	P_264	33	1641996988	P_1299,P_1297_1
T16063	1	0	P_195	34	1641996999	P_34
T16064	1	0	P_1360	34	1641997111	P_39
T4535	1	1	P_276	33	1641997180	P_1299,P_1297_1
T16065	1	0	P_412	34	1641997243	P_34
T16066	1	0	P_1124	34	1641997344	P_39
T16067	1	0	P_205	34	1641997470	P_34
T16068	1	0	P_307	34	1641997579	P_34
T16069	1	0	P_1355	34	1641997759	P_34
T16070	1	0	P_322	34	1641997900	P_39
T16071	1	0	P_1128	34	1641998052	P_34
T16072	1	0	P_1203	33	1641998165	P_912
T4536	1	1	P_198	33	1641998205	P_1299,P_1297_1
T16073	1	0	P_1126	34	1641998306	P_34
T16074	1	0	P_230	34	1641998436	P_39
T16075	1	0	P_1204	33	1641998503	P_912
T4538	1	1	P_199	33	1641998537	P_1299,P_1297_1
T4537	1	1	P_304	33	1641998633	P_1299,P_1297_1
T16076	2	0	P_835	34	1641998659	P_21
T16077	1	0	P_267	33	1641998782	P_1163
T16078	1	0	P_313	34	1641998918	P_34
T16079	1	0	P_406	34	1641999002	P_34
T16080	1	0	P_202	34	1641999159	P_39
T16081	1	0	P_1132	34	1641999251	P_34
T16083	1	0	P_1131	34	1641999497	P_34
T16082	1	0	P_856	33	1641999535	P_912
T16084	1	0	P_1130	34	1641999649	P_39
T16085	1	0	P_404	34	1641999832	P_34
T16086	1	0	P_280	33	1641999988	P_1163
T16087	1	0	P_1344	34	1642000131	P_34
T16088	1	0	P_408	34	1642000290	P_34
T16089	1	0	P_311	34	1642000527	P_39
T4539	1	1	P_1485	33	1642000728	P_1375_1
T4540	1	1	P_412	33	1642000801	P_1299,P_1297_1
T16090	2	0	P_1483	33	1642001130	P_998
T4541	1	1	P_301	33	1642001259	P_1299,P_1297_1
T16091	2	0	P_1357	34	1642001458	P_34
T4542	1	1	P_197	33	1642001640	P_1299,P_1297_1
T16092	1	0	P_304	34	1642001943	P_34
T16093	1	0	P_312	33	1642002080	P_1163
T4543	1	1	P_200	33	1642002132	P_1299,P_1297_1
T16094	1	0	P_207	34	1642002202	P_34
T4544	1	1	P_205	33	1642002236	P_1299,P_1297_1
T16095	1	0	P_935	33	1642002407	P_912
T16096	1	0	P_279	34	1642002584	P_34
T16097	1	0	P_303	34	1642002700	P_34
