aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T2719	1	1	P_199	33	1641549643	P_1299,P_1297_1
T2717	1	1	P_304	33	1641549730	P_1299,P_1297_1
T14213	1	0	P_207	34	1641549778	P_34
T14214	2	0	P_117	34	1641549973	P_21
T14215	2	0	P_1129	34	1641550084	P_21
T2728	1	1	P_55	33	1641550105	P_1299,P_1297_1
T14216	1	0	P_54	33	1641550214	P_1151
T2724	1	1	P_53	33	1641550282	P_1299,P_1297_1
T2725	1	1	P_202	33	1641550320	P_1299,P_1297_1
T2727	1	1	P_276	33	1641550352	P_1299,P_1297_1
T2729	1	1	P_268	33	1641550392	P_1299,P_1297_1
T14217	1	0	P_310	34	1641550421	P_34
T14218	1	0	P_301	34	1641550523	P_34
T2723	1	1	P_862	33	1641550545	P_1375_1
T2726	1	1	P_302	33	1641550568	P_1299,P_1297_1
T2730	1	1	P_279	33	1641550627	P_1299,P_1297_1
T14219	2	0	P_1046	33	1641550651	P_994
T14220	1	0	P_280	34	1641550742	P_34
T14221	1	0	P_127	34	1641550859	P_34
T2732	1	1	P_267	33	1641550917	P_1299,P_1297_1
T2731	1	1	P_197	33	1641551051	P_1299,P_1297_1
T14222	1	0	P_304	34	1641551066	P_34
T14223	1	0	P_862	33	1641551153	P_912
T14224	1	0	P_263	34	1641551265	P_34
T14225	1	0	P_534	34	1641551388	P_34
T14226	1	0	P_787	34	1641551482	P_34
T14228	1	0	P_302	34	1641551743	P_34
T14229	1	0	P_306	34	1641551987	P_34
T2736	2	1	P_298	33	1641552054	P_1299,P_1297_1
T2734	1	1	P_98	33	1641552158	P_1299,P_1297_1
T2733	2	1	P_270	33	1641552187	P_1299,P_1297_1
T14230	1	0	P_265	34	1641552236	P_34
T14231	1	0	P_195	34	1641552489	P_34
T2735	1	1	P_317	33	1641552525	P_1299,P_1297_1
T14232	1	0	P_277	34	1641552612	P_39
T2737	1	1	P_205	33	1641552623	P_1299,P_1297_1
T2739	1	1	P_278	33	1641552724	P_1299,P_1297_1
T14233	1	0	P_92	33	1641552766	P_1163
