aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T18035	2	0	P_1483	33	1642532822	P_998
T18036	1	0	P_1498	33	1642533321	P_912
T6465	2	1	P_1272	33	1642533804	P_1375_1
T18037	1	0	P_1486	33	1642534023	P_912
T18038	1	0	P_1452	33	1642534289	P_912
T18039	1	0	P_1508	33	1642534565	P_912
T6466	1	1	P_1453	33	1642534640	P_1375_1
T6467	2	1	P_1522	33	1642535092	P_1375_1
T18040	1	0	P_1403	33	1642535982	P_912
T6468	2	1	P_1240	33	1642536461	P_1375_1
T18041	1	0	P_1479	33	1642536467	P_912
T18042	2	0	P_1239	33	1642537058	P_998
T6469	1	1	P_1486	33	1642537299	P_1375_1
T18043	1	0	P_1481	33	1642537343	P_912
T18044	1	0	P_827	33	1642537561	P_912
T18045	1	0	P_1485	33	1642537844	P_912
T6470	2	1	P_1426	33	1642537998	P_1375_1
T18046	1	0	P_1511	33	1642538623	P_912
T18047	1	0	P_1453	33	1642538894	P_912
T6471	1	1	P_1499	33	1642538953	P_1375_1
T18048	1	0	P_1454	33	1642539592	P_912
T6472	1	1	P_1452	33	1642539622	P_1375_1
T6473	1	1	P_1509	33	1642539624	P_1375_1
T6476	2	1	P_831	33	1642539731	P_1375_1
T6474	2	1	P_1483	33	1642540334	P_1375_1
T6478	2	1	P_835	33	1642540400	P_1375_1
T6475	1	1	P_1498	33	1642540609	P_1375_1
T6477	1	1	P_1479	33	1642540977	P_1375_1
T18049	1	0	P_935	33	1642541009	P_912
T18050	1	0	P_1486	33	1642541117	P_912
T6481	1	1	P_1403	33	1642541614	P_1375_1
T18051	2	0	P_1272	33	1642541709	P_998
T6479	1	1	P_1485	33	1642541749	P_1375_1
T6482	2	1	P_823	33	1642541764	P_1375_1
T6483	1	1	P_1511	33	1642542470	P_1375_1
T6484	1	1	P_1510	33	1642542822	P_1375_1
T6487	2	1	P_828	34	1642542877	P_1118,P_1110_1
T6485	1	1	P_266	33	1642543036	P_1299,P_1297_1
