aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T11231	1	1	P_305	33	1643558406	P_1299,P_1297_1
T22759	1	0	P_411	34	1643558518	P_34
T22760	1	0	P_1204	33	1643558616	P_912
T22761	1	0	P_202	34	1643558769	P_34
T22762	1	0	P_265	34	1643558893	P_34
T22763	1	0	P_1255	34	1643559018	P_34
T22764	1	0	P_230	34	1643559132	P_34
T22765	1	0	P_1349	33	1643559249	P_1163
T22766	1	0	P_263	34	1643559375	P_34
T22767	1	0	P_269	34	1643559476	P_34
T22768	1	0	P_305	34	1643559620	P_34
T22769	1	0	P_277	34	1643559758	P_39
T22770	1	0	P_306	34	1643559899	P_39
T22771	1	0	P_232	34	1643560051	P_34
T22772	1	0	P_1402	33	1643560175	P_912
T22773	1	0	P_1344	34	1643560310	P_34
T22774	1	0	P_1273	33	1643560410	P_912
T22775	2	0	P_1131	34	1643560545	P_21
T22776	1	0	P_1406	33	1643560636	P_912
T22777	1	0	P_303	34	1643560783	P_39
T22778	1	0	P_1278	33	1643560943	P_912
T22779	1	0	P_1127	33	1643561170	P_1151
T22780	1	0	P_300	33	1643561422	P_1163
T22781	1	0	P_308	33	1643561610	P_1163
T22782	1	0	P_310	33	1643561763	P_1151
T22783	1	0	P_298	33	1643561900	P_1163
T22784	1	0	P_207	33	1643562056	P_1151
T22785	1	0	P_1418	33	1643562194	P_912
T22786	1	0	P_1362	33	1643562346	P_1151
T22787	1	0	P_1426	33	1643562482	P_912
T22788	1	0	P_406	33	1643562604	P_1163
T22789	1	0	P_313	33	1643562768	P_1163
T22790	1	0	P_1522	33	1643562852	P_912
T22791	1	0	P_410	33	1643562970	P_1163
T22792	1	0	P_309	33	1643563090	P_1163
T22793	1	0	P_264	33	1643563307	P_1163
T22794	1	0	P_1355	33	1643563445	P_1163
T22795	2	0	P_1128	33	1643563527	P_994
T11232	2	1	P_1485	33	1643563563	P_1375_1
T22796	1	0	P_408	33	1643563666	P_1163
T22797	2	0	P_403	33	1643563776	P_1163
T11233	2	1	P_1403	33	1643564137	P_1375_1
T22798	2	0	P_827	33	1643565223	P_998
T11234	2	1	P_1239	33	1643565581	P_1375_1
T22799	1	0	P_311	33	1643568576	P_1163
