aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T3010	1	1	P_1130	33	1641614626	P_1299,P_1297_1
T14492	1	0	P_1418	34	1641614803	P_34
T14493	1	0	P_275	34	1641614955	P_34
T14494	1	0	P_57	34	1641615152	P_34
T3013	1	1	P_1126	33	1641615284	P_1299,P_1297_1
T3011	1	1	P_856	33	1641615343	P_1375_1
T3014	1	1	P_277	33	1641615469	P_1299,P_1297_1
T3012	1	1	P_118	33	1641615522	P_1299,P_1297_1
T14495	1	0	P_1189	34	1641615632	P_34
T14496	1	0	P_266	34	1641615761	P_34
T3017	1	1	P_56	33	1641615972	P_1299,P_1297_1
T3016	1	1	P_276	33	1641615981	P_1299,P_1297_1
T14497	1	0	P_279	34	1641615986	P_34
T3015	1	1	P_305	33	1641616130	P_1299,P_1297_1
T14498	1	0	P_1005	34	1641616201	P_34
T14499	1	0	P_264	34	1641616357	P_34
T3018	1	1	P_303	33	1641616406	P_1299,P_1297_1
T14500	1	0	P_54	34	1641616501	P_39
T3019	1	1	P_100	33	1641616541	P_1299,P_1297_1
T14501	1	0	P_265	34	1641616777	P_34
T14502	1	0	P_301	34	1641617070	P_34
T3021	1	1	P_205	33	1641617175	P_1299,P_1297_1
T3020	1	1	P_304	33	1641617208	P_1299,P_1297_1
T14503	1	0	P_278	34	1641617271	P_34
T3022	1	1	P_1131	33	1641617311	P_1299,P_1297_1
T14504	1	0	P_518	34	1641617425	P_34
T3026	2	1	P_835	33	1641617508	P_1375_1
T14505	1	0	P_318	34	1641617558	P_34
T14506	1	0	P_124	34	1641617703	P_39
T3023	1	1	P_307	33	1641617749	P_1299,P_1297_1
T14507	2	0	P_1129	34	1641617815	P_21
T3025	2	1	P_412	33	1641617816	P_1299,P_1297_1
T3024	2	1	P_1240	33	1641617840	P_1375_1
T14508	1	0	P_118	34	1641617982	P_34
T14509	1	0	P_267	34	1641618112	P_34
T14510	1	0	P_277	34	1641618212	P_39
T3028	2	1	P_1128	33	1641618265	P_1299,P_1297_1
T14511	1	0	P_302	34	1641618340	P_34
T14512	1	0	P_939	34	1641618446	P_39
T3027	1	1	P_312	33	1641618623	P_1299,P_1297_1
T14513	1	0	P_317	34	1641618652	P_34
T3029	1	1	P_520	33	1641618814	P_1299,P_1297_1
T14514	1	0	P_311	34	1641618870	P_34
T14515	1	0	P_100	34	1641618954	P_34
T14516	1	0	P_52	34	1641619092	P_34
T14517	1	0	P_1132	34	1641619232	P_34
T3031	1	1	P_268	33	1641619269	P_1299,P_1297_1
T3030	1	1	P_98	33	1641619314	P_1299,P_1297_1
T3032	1	1	P_54	33	1641619328	P_1299,P_1297_1
T14518	1	0	P_310	34	1641619391	P_34
T3033	1	1	P_275	33	1641619461	P_1299,P_1297_1
T14519	1	0	P_1203	34	1641619552	P_34
T14520	1	0	P_276	34	1641619707	P_34
T3034	1	1	P_300	33	1641619919	P_1299,P_1297_1
T3036	1	1	P_55	33	1641619941	P_1299,P_1297_1
T14521	1	0	P_92	34	1641620089	P_39
T3035	1	1	P_198	33	1641620181	P_1299,P_1297_1
T14522	1	0	P_263	34	1641620255	P_34
T3037	1	1	P_117	33	1641620338	P_1299,P_1297_1
T14523	1	0	P_275	34	1641620422	P_39
T3038	1	1	P_1354	33	1641620574	P_1299,P_1297_1
T14524	1	0	P_280	34	1641620586	P_39
T14525	1	0	P_309	34	1641620844	P_34
T3040	1	1	P_1005	33	1641620902	P_1299,P_1297_1
T3041	1	1	P_279	33	1641621005	P_1299,P_1297_1
T3039	1	1	P_409	33	1641621018	P_1299,P_1297_1
T14526	1	0	P_297	34	1641621028	P_34
T3045	1	1	P_57	33	1641621091	P_1299,P_1297_1
T14527	1	0	P_305	34	1641621328	P_39
T3043	1	1	P_862	33	1641621351	P_1375_1
T3042	1	1	P_301	33	1641621418	P_1299,P_1297_1
T3046	1	1	P_264	33	1641621549	P_1299,P_1297_1
T14528	1	0	P_197	34	1641621551	P_34
T3044	1	1	P_408	33	1641621664	P_1299,P_1297_1
T14529	1	0	P_1453	34	1641621790	P_34
T3047	2	1	P_828	33	1641621854	P_1375_1
T14530	1	0	P_205	34	1641622364	P_34
T3050	2	1	P_1129	33	1641622414	P_1299,P_1297_1
T3048	1	1	P_265	33	1641622429	P_1299,P_1297_1
T14531	1	0	P_196	34	1641622544	P_34
T3049	1	1	P_124	33	1641622647	P_1299,P_1297_1
T14532	1	0	P_195	34	1641622687	P_34
T14533	1	0	P_304	34	1641622842	P_34
T3051	1	1	P_52	33	1641622930	P_1299,P_1297_1
T14534	2	0	P_1130	34	1641623147	P_34
T3052	2	1	P_101	33	1641623204	P_1299,P_1297_1
T14535	1	0	P_856	34	1641623305	P_39
T14536	1	0	P_56	34	1641623429	P_34
T14537	1	0	P_279	34	1641623575	P_34
T3053	1	1	P_802	33	1641623700	P_1375_1
T14538	1	0	P_1452	34	1641623841	P_39
T3056	1	1	P_277	33	1641623983	P_1299,P_1297_1
T3055	1	1	P_207	33	1641624000	P_1299,P_1297_1
T3054	1	1	P_311	33	1641624008	P_1299,P_1297_1
T14539	1	0	P_57	34	1641624026	P_34
T14540	1	0	P_117	34	1641624155	P_34
T14541	1	0	P_520	34	1641624261	P_34
T14542	1	0	P_957	34	1641624402	P_34
T3057	1	1	P_310	33	1641624424	P_1299,P_1297_1
T3058	1	1	P_278	33	1641624537	P_1299,P_1297_1
T14543	1	0	P_534	34	1641624559	P_34
T3059	1	1	P_206	33	1641624672	P_1299,P_1297_1
T14544	1	0	P_858	34	1641624732	P_34
T3063	1	1	P_266	33	1641624849	P_1299,P_1297_1
T3060	1	1	P_276	33	1641624933	P_1299,P_1297_1
T14545	1	0	P_265	34	1641625120	P_34
