aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T988	1	1	P_55	15	1641204151	P_565_1,P_563_1
T12470	1	0	P_206	16	1641204155	P_505
T12471	1	0	P_302	16	1641204311	P_1037
T989	1	1	P_313	15	1641204341	P_565_1,P_563_1
T990	1	1	P_1138	15	1641204360	P_565_1,P_563_1
T991	1	1	P_204	15	1641204389	P_565_1,P_563_1
T986	1	1	P_1207	15	1641204394	P_572_1,P_575_1
T996	1	1	P_267	15	1641204528	P_565_1,P_563_1
T12472	2	0	P_1129	15	1641204529	P_1544
T992	1	1	P_117	15	1641204543	P_565_1,P_563_1
T995	1	1	P_1127	15	1641204677	P_565_1,P_563_1
T994	1	1	P_127	15	1641204762	P_565_1,P_563_1
T993	2	1	P_820	15	1641204791	P_572_1,P_575_1
T12473	2	0	P_273	15	1641204960	P_1541
T997	1	1	P_264	15	1641205041	P_565_1,P_563_1
T998	1	1	P_1126	15	1641205124	P_565_1,P_563_1
T12474	1	0	P_304	16	1641205188	P_1037
T999	1	1	P_275	15	1641205258	P_565_1,P_563_1
T12475	1	0	P_124	16	1641205347	P_505
T12476	1	0	P_935	16	1641205483	P_505
T12477	1	0	P_520	16	1641205661	P_1037
T12478	2	0	P_1349	16	1641205840	P_1033
T1001	1	1	P_858	15	1641205944	P_572_1,P_575_1
T12479	1	0	P_263	16	1641205951	P_1037
T1000	1	1	P_305	15	1641206046	P_565_1,P_563_1
T12480	1	0	P_56	16	1641206115	P_1037
T1002	1	1	P_195	15	1641206164	P_565_1,P_563_1
T12481	1	0	P_1130	16	1641206223	P_1037
T1003	1	1	P_322	15	1641206312	P_565_1,P_563_1
T12482	1	0	P_205	16	1641206355	P_505
T1006	1	1	P_1132	15	1641206479	P_565_1,P_563_1
T12483	1	0	P_197	16	1641206480	P_505
T1004	1	1	P_101	15	1641206564	P_565_1,P_563_1
T12484	1	0	P_946	15	1641206598	P_1532
T12485	1	0	P_305	16	1641206684	P_505
T12486	2	0	P_823	15	1641206821	P_1227
T1005	1	1	P_278	15	1641206841	P_565_1,P_563_1
T12487	2	0	P_307	16	1641206909	P_1033
T12488	2	0	P_1046	16	1641207033	P_1033
T1007	1	1	P_110	15	1641207163	P_565_1,P_563_1
T12489	1	0	P_301	16	1641207175	P_1037
T1008	2	1	P_1131	15	1641207278	P_565_1,P_563_1
T12490	2	0	P_298	16	1641207303	P_1033
T12491	1	0	P_1138	15	1641207425	P_433
T12492	1	0	P_199	16	1641207501	P_1037
T12493	1	0	P_412	16	1641207612	P_1037
T1012	2	1	P_1128	15	1641207615	P_565_1,P_563_1
T12494	1	0	P_528	16	1641207731	P_1037
T1010	1	1	P_312	15	1641207780	P_565_1,P_563_1
T1009	1	1	P_57	15	1641207841	P_565_1,P_563_1
T12495	1	0	P_198	16	1641207874	P_505
T1013	1	1	P_276	15	1641207923	P_565_1,P_563_1
T12496	1	0	P_204	16	1641207974	P_505
T1011	1	1	P_1003	15	1641207993	P_565_1,P_563_1
T1014	1	1	P_303	15	1641208038	P_565_1,P_563_1
T12497	1	0	P_123	16	1641208082	P_1037
T12498	1	0	P_195	15	1641208176	P_1541
T12499	1	0	P_267	16	1641208283	P_505
T12500	2	0	P_299	16	1641208394	P_1033
T1015	1	1	P_311	15	1641208396	P_565_1,P_563_1
T12501	2	0	P_270	16	1641208508	P_1033
T1016	1	1	P_268	15	1641208567	P_565_1,P_563_1
T1020	1	1	P_1124	15	1641208590	P_565_1,P_563_1
T1019	1	1	P_277	15	1641208601	P_565_1,P_563_1
T12502	1	0	P_297	15	1641208626	P_1541
T1017	1	1	P_196	15	1641208668	P_565_1,P_563_1
T12503	1	0	P_303	16	1641208725	P_1037
T1018	1	1	P_103	15	1641208847	P_565_1,P_563_1
T12504	2	0	P_1128	16	1641208847	P_1033
T12505	1	0	P_280	15	1641208941	P_1541
T12506	1	0	P_275	16	1641209052	P_1037
T12507	1	0	P_318	15	1641209145	P_433
T12508	2	0	P_1044	16	1641209257	P_1033
T12509	2	0	P_1131	15	1641209325	P_1544
T12510	1	0	P_207	16	1641209421	P_505
T12511	1	0	P_827	16	1641209565	P_1037
T12512	1	0	P_1418	15	1641209728	P_1532
T12513	1	0	P_300	16	1641209886	P_1037
T12514	1	0	P_312	16	1641209965	P_505
T12515	1	0	P_232	16	1641210129	P_1037
T1021	1	1	P_263	15	1641210223	P_565_1,P_563_1
T1022	1	1	P_197	15	1641210264	P_565_1,P_563_1
T1023	1	1	P_301	15	1641210273	P_565_1,P_563_1
T1024	2	1	P_1129	15	1641210277	P_565_1,P_563_1
T12516	1	0	P_127	16	1641210289	P_1037
T12517	1	0	P_1127	15	1641210343	P_433
T12518	1	0	P_313	16	1641210551	P_1037
T1028	2	1	P_1342	15	1641210594	P_565_1,P_563_1
T12519	1	0	P_265	15	1641210610	P_1541
T1025	1	1	P_308	15	1641210713	P_565_1,P_563_1
T12520	1	0	P_264	16	1641210725	P_1037
T1026	1	1	P_1360	15	1641210731	P_565_1,P_563_1
T1027	1	1	P_199	15	1641210799	P_565_1,P_563_1
T12521	2	0	P_1273	16	1641210844	P_1037
T12522	1	0	P_57	16	1641210971	P_1037
T12523	1	0	P_1015	16	1641211112	P_1037
T1030	1	1	P_304	15	1641211116	P_565_1,P_563_1
T1031	1	1	P_206	15	1641211261	P_565_1,P_563_1
T12524	1	0	P_196	16	1641211281	P_1037
T1029	1	1	P_309	15	1641211283	P_565_1,P_563_1
T12525	1	0	P_103	16	1641211382	P_1037
T1034	2	1	P_1349	15	1641211481	P_565_1,P_563_1
T12526	1	0	P_92	16	1641211519	P_505
T12527	1	0	P_55	16	1641211657	P_1037
T1032	2	1	P_306	15	1641211663	P_565_1,P_563_1
T1033	1	1	P_198	15	1641211739	P_565_1,P_563_1
T12528	1	0	P_266	16	1641211818	P_505
T1036	2	1	P_298	15	1641211931	P_565_1,P_563_1
T12529	1	0	P_311	16	1641211981	P_505
T1035	1	1	P_305	15	1641212109	P_565_1,P_563_1
T12530	1	0	P_1003	16	1641212230	P_1037
T12531	1	0	P_739	15	1641212357	P_1532
T1037	2	1	P_307	15	1641212402	P_565_1,P_563_1
T12532	2	0	P_1125	16	1641212457	P_1033
T12533	1	0	P_263	16	1641212656	P_1037
T12534	2	0	P_1129	16	1641212776	P_1033
T12535	1	0	P_1484	15	1641212879	P_1532
T1038	2	1	P_273	15	1641212904	P_565_1,P_563_1
T1039	1	1	P_412	15	1641212983	P_565_1,P_563_1
T12536	1	0	P_308	16	1641213051	P_1037
T1040	1	1	P_297	15	1641213093	P_565_1,P_563_1
T12537	1	0	P_278	16	1641213178	P_1037
T12538	1	0	P_304	16	1641213352	P_505
T12539	1	0	P_1207	15	1641213533	P_1532
T1041	1	1	P_303	15	1641213595	P_565_1,P_563_1
T1042	1	1	P_264	15	1641213599	P_565_1,P_563_1
T12540	1	0	P_110	16	1641213644	P_1037
T1043	2	1	P_270	15	1641213678	P_565_1,P_563_1
T1044	1	1	P_1130	15	1641213681	P_565_1,P_563_1
T12541	1	0	P_740	15	1641213791	P_1532
T12542	1	0	P_95	16	1641213886	P_1037
T12543	1	0	P_268	16	1641213983	P_1037
T12544	1	0	P_306	16	1641214124	P_1037
T1048	1	1	P_265	15	1641214156	P_565_1,P_563_1
T1045	1	1	P_205	15	1641214170	P_565_1,P_563_1
T1046	1	1	P_204	15	1641214232	P_565_1,P_563_1
T12545	1	0	P_276	16	1641214258	P_1037
T1049	2	1	P_299	15	1641214259	P_565_1,P_563_1
T1050	2	1	P_1044	15	1641214293	P_565_1,P_563_1
T1047	1	1	P_195	15	1641214399	P_565_1,P_563_1
T12546	1	0	P_117	16	1641214402	P_1037
T12547	1	0	P_298	16	1641214491	P_1037
T1052	2	1	P_1128	15	1641214500	P_565_1,P_563_1
T12548	1	0	P_412	16	1641214614	P_1037
T12549	1	0	P_797	15	1641214754	P_1532
T1051	2	1	P_1046	15	1641214794	P_565_1,P_563_1
