aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T8473	1	1	P_404	33	1643018453	P_1299,P_1297_1
T19973	1	0	P_312	34	1643018505	P_34
T19974	1	0	P_280	33	1643018585	P_1151
T8475	1	1	P_305	33	1643018591	P_1299,P_1297_1
T8477	2	1	P_270	33	1643018640	P_1299,P_1297_1
T8480	1	1	P_1130	33	1643018663	P_1299,P_1297_1
T19975	2	0	P_1426	34	1643018734	P_34
T8479	1	1	P_1124	33	1643018840	P_1299,P_1297_1
T8478	1	1	P_302	33	1643018841	P_1299,P_1297_1
T19976	2	0	P_273	34	1643018935	P_21
T8482	1	1	P_197	33	1643019113	P_1299,P_1297_1
T8483	1	1	P_298	33	1643019141	P_1299,P_1297_1
T19977	1	0	P_1510	33	1643019154	P_912
T8481	1	1	P_268	33	1643019166	P_1299,P_1297_1
T19978	1	0	P_1127	34	1643019246	P_39
T19979	1	0	P_207	34	1643019355	P_34
T19980	1	0	P_206	34	1643019491	P_39
T8485	1	1	P_308	33	1643019513	P_1299,P_1297_1
T8484	1	1	P_278	33	1643019574	P_1299,P_1297_1
T19981	1	0	P_301	34	1643019607	P_34
T19982	1	0	P_518	34	1643019726	P_34
T19983	1	0	P_534	34	1643019861	P_34
T19984	1	0	P_198	34	1643019997	P_34
T19985	1	0	P_939	33	1643020083	P_912
T8486	1	1	P_55	33	1643020106	P_1299,P_1297_1
T19986	1	0	P_311	34	1643020238	P_39
T19987	1	0	P_1131	33	1643020337	P_1163
T19988	1	0	P_93	34	1643020478	P_34
T19989	1	0	P_95	34	1643020578	P_34
T19990	1	0	P_1348	33	1643020704	P_1163
T8487	1	1	P_303	33	1643020773	P_1299,P_1297_1
T19991	1	0	P_305	34	1643020824	P_34
T8488	1	1	P_199	33	1643020915	P_1299,P_1297_1
T19992	1	0	P_1192	34	1643020952	P_39
T19993	1	0	P_197	34	1643021083	P_34
T19994	1	0	P_1132	34	1643021204	P_34
T8489	1	1	P_100	33	1643021326	P_1299,P_1297_1
T19995	1	0	P_53	34	1643021332	P_34
T19996	2	0	P_307	34	1643021464	P_21
T19997	1	0	P_313	33	1643021600	P_1163
T8491	1	1	P_1126	33	1643021708	P_1299,P_1297_1
T19998	1	0	P_308	33	1643021711	P_1163
T8490	1	1	P_195	33	1643021937	P_1299,P_1297_1
T19999	1	0	P_310	34	1643021956	P_34
T20000	1	0	P_1208	34	1643022045	P_39
T20001	1	0	P_278	34	1643022231	P_34
T8492	1	1	P_318	33	1643022383	P_1299,P_1297_1
T8493	1	1	P_202	33	1643022574	P_1299,P_1297_1
T8494	1	1	P_264	33	1643022670	P_1299,P_1297_1
T20002	1	0	P_134	34	1643022784	P_34
T20003	1	0	P_55	33	1643022962	P_1163
T8495	1	1	P_263	33	1643023075	P_1299,P_1297_1
T20004	1	0	P_318	34	1643023090	P_34
T20005	1	0	P_302	34	1643023424	P_39
T8496	1	1	P_207	33	1643023440	P_1299,P_1297_1
T20006	1	0	P_268	34	1643023637	P_34
