aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T10066	1	1	P_266	15	1643342482	P_565_1,P_563_1
T10067	1	1	P_1244	15	1643342490	P_572_1,P_575_1
T10065	1	1	P_1203	15	1643342551	P_572_1,P_575_1
T10070	1	1	P_1268	15	1643342572	P_572_1,P_575_1
T21530	1	0	P_70	16	1643342574	P_1037
T10068	1	1	P_308	15	1643342663	P_565_1,P_563_1
T10069	1	1	P_311	15	1643342670	P_565_1,P_563_1
T21531	2	0	P_270	16	1643342919	P_1033
T10072	2	1	P_299	15	1643343053	P_565_1,P_563_1
T10071	1	1	P_1003	15	1643343058	P_565_1,P_563_1
T21532	1	0	P_268	16	1643343258	P_505
T21533	1	0	P_265	16	1643343548	P_1037
T10076	1	1	P_298	15	1643343557	P_565_1,P_563_1
T10075	1	1	P_1499	15	1643343579	P_572_1,P_575_1
T10073	1	1	P_89	15	1643343652	P_565_1,P_563_1
T10074	2	1	P_102	15	1643343661	P_565_1,P_563_1
T21534	1	0	P_1127	16	1643343689	P_1037
T21535	1	0	P_312	16	1643343781	P_1037
T10079	1	1	P_277	15	1643343829	P_565_1,P_563_1
T21536	1	0	P_305	16	1643343916	P_1037
T10078	1	1	P_304	15	1643343928	P_565_1,P_563_1
T21537	1	0	P_297	16	1643344081	P_1037
T21538	2	0	P_108	16	1643344181	P_1033
T10081	1	1	P_263	15	1643344243	P_565_1,P_563_1
T10077	1	1	P_96	15	1643344277	P_565_1,P_563_1
T21539	2	0	P_102	16	1643344277	P_1033
T10083	1	1	P_1131	15	1643344282	P_565_1,P_563_1
T10080	1	1	P_301	15	1643344303	P_565_1,P_563_1
T21540	1	0	P_199	16	1643344435	P_1037
T10082	1	1	P_267	15	1643344518	P_565_1,P_563_1
T21541	1	0	P_278	16	1643344560	P_1037
T10087	1	1	P_196	15	1643344710	P_565_1,P_563_1
T10088	2	1	P_1362	15	1643344746	P_565_1,P_563_1
T10086	1	1	P_95	15	1643344749	P_565_1,P_563_1
T10084	1	1	P_52	15	1643344762	P_565_1,P_563_1
T10085	1	1	P_864	15	1643344816	P_572_1,P_575_1
T21542	2	0	P_1478	16	1643344816	P_1033
T21543	1	0	P_409	16	1643344944	P_1037
T21544	1	0	P_279	16	1643345053	P_1037
T10089	1	1	P_98	15	1643345138	P_565_1,P_563_1
T10091	1	1	P_317	15	1643345166	P_565_1,P_563_1
T21545	1	0	P_1126	16	1643345188	P_1037
T10092	1	1	P_1350	15	1643345314	P_565_1,P_563_1
T10090	1	1	P_521	15	1643345324	P_565_1,P_563_1
T21546	1	0	P_302	16	1643345450	P_1037
T10093	1	1	P_1044	15	1643345674	P_565_1,P_563_1
T21547	1	0	P_318	16	1643345683	P_1037
T10094	1	1	P_1352	15	1643345710	P_565_1,P_563_1
T21548	1	0	P_1003	16	1643345867	P_1037
T10095	1	1	P_204	15	1643346004	P_565_1,P_563_1
T21549	1	0	P_299	16	1643346049	P_1037
T10097	1	1	P_1481	15	1643346163	P_572_1,P_575_1
T21550	1	0	P_410	16	1643346216	P_1037
T10100	1	1	P_276	15	1643346540	P_565_1,P_563_1
T10096	1	1	P_310	15	1643346563	P_565_1,P_563_1
T21551	1	0	P_298	16	1643346580	P_1037
T10098	1	1	P_1399	15	1643346611	P_572_1,P_575_1
T10099	1	1	P_303	15	1643346617	P_565_1,P_563_1
T21552	1	0	P_267	16	1643346824	P_1037
T21553	1	0	P_275	16	1643346953	P_1037
T10104	2	1	P_1239	15	1643346983	P_572_1,P_575_1
T10101	1	1	P_264	15	1643347033	P_565_1,P_563_1
T10103	1	1	P_1128	15	1643347044	P_565_1,P_563_1
T21554	1	0	P_307	16	1643347128	P_1037
T10102	1	1	P_320	15	1643347259	P_565_1,P_563_1
T21555	2	0	P_412	16	1643347398	P_1033
T10106	1	1	P_520	15	1643347418	P_565_1,P_563_1
T10105	1	1	P_1255	15	1643347549	P_572_1,P_575_1
T21556	1	0	P_528	16	1643347603	P_1037
