aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T14292	1	0	P_1358	33	1641560486	P_1163
T14293	1	0	P_1207	34	1641560654	P_34
T2779	1	1	P_206	33	1641560775	P_1299,P_1297_1
T14294	1	0	P_1344	34	1641560799	P_34
T14295	1	0	P_133	33	1641560876	P_1163
T14296	1	0	P_317	33	1641561021	P_1151
T14297	1	0	P_302	34	1641561169	P_34
T14298	1	0	P_106	34	1641561271	P_34
T2783	1	1	P_410	33	1641561301	P_1299,P_1297_1
T14299	2	0	P_320	34	1641561405	P_21
T2781	2	1	P_1425	33	1641561460	P_1375_1
T2784	1	1	P_277	33	1641561481	P_1299,P_1297_1
T14300	1	0	P_308	33	1641561495	P_1163
T14301	1	0	P_1235	33	1641561625	P_912
T14302	1	0	P_109	34	1641561759	P_34
T2782	1	1	P_309	33	1641561767	P_1299,P_1297_1
T2785	1	1	P_280	33	1641561852	P_1299,P_1297_1
T14303	1	0	P_518	33	1641561887	P_1163
T14304	1	0	P_521	34	1641562020	P_34
T14305	1	0	P_1278	33	1641562147	P_912
T2786	1	1	P_204	33	1641562196	P_1299,P_1297_1
T2789	1	1	P_276	33	1641562277	P_1299,P_1297_1
T2787	1	1	P_264	33	1641562325	P_1299,P_1297_1
T2788	1	1	P_740	33	1641562334	P_1375_1
T14306	1	0	P_206	34	1641562490	P_39
T2791	1	1	P_303	33	1641562505	P_1299,P_1297_1
T14307	1	0	P_1452	34	1641562608	P_34
T2790	1	1	P_267	33	1641562790	P_1299,P_1297_1
T2793	1	1	P_1132	33	1641562899	P_1299,P_1297_1
T14308	1	0	P_310	34	1641562903	P_34
T2792	1	1	P_311	33	1641562943	P_1299,P_1297_1
T14309	1	0	P_1523	33	1641563047	P_912
T2794	1	1	P_268	33	1641563193	P_1299,P_1297_1
T14310	1	0	P_299	34	1641563244	P_34
T2795	1	1	P_408	33	1641563318	P_1299,P_1297_1
T14311	1	0	P_928	33	1641563318	P_912
T2796	1	1	P_200	33	1641563326	P_1299,P_1297_1
T14312	1	0	P_117	34	1641563434	P_39
T14313	1	0	P_263	34	1641563579	P_39
T2798	1	1	P_1127	33	1641563615	P_1299,P_1297_1
T14314	1	0	P_118	34	1641563691	P_39
T14315	1	0	P_309	33	1641563760	P_1151
T2797	1	1	P_409	33	1641563873	P_1299,P_1297_1
T14316	1	0	P_1406	33	1641563890	P_912
T2801	1	1	P_91	33	1641563896	P_1299,P_1297_1
T14317	1	0	P_313	34	1641564038	P_39
T2802	1	1	P_1126	33	1641564072	P_1299,P_1297_1
T2799	1	1	P_199	33	1641564117	P_1299,P_1297_1
T14318	1	0	P_311	34	1641564153	P_34
T2800	1	1	P_301	33	1641564188	P_1299,P_1297_1
T2803	1	1	P_229	33	1641564202	P_1299,P_1297_1
T14319	1	0	P_303	34	1641564319	P_34
T14320	1	0	P_1418	34	1641564422	P_34
T14321	1	0	P_306	34	1641564568	P_34
T2805	1	1	P_308	33	1641564596	P_1299,P_1297_1
T2804	1	1	P_312	33	1641564662	P_1299,P_1297_1
T14322	1	0	P_202	34	1641564671	P_34
T14323	1	0	P_1354	34	1641564806	P_34
T2806	1	1	P_278	33	1641564868	P_1299,P_1297_1
T14324	1	0	P_229	34	1641564935	P_34
T14325	1	0	P_279	34	1641565117	P_34
T2808	1	1	P_266	33	1641565177	P_1299,P_1297_1
T14326	1	0	P_271	33	1641565235	P_1151
T14327	2	0	P_1129	34	1641565361	P_21
T2807	1	1	P_302	33	1641565383	P_1299,P_1297_1
T14328	2	0	P_1046	34	1641565494	P_21
T14329	1	0	P_1205	34	1641565645	P_34
T14330	1	0	P_664	34	1641565766	P_34
T14331	1	0	P_411	34	1641565906	P_34
T14332	1	0	P_91	34	1641566055	P_34
T14333	1	0	P_1356	34	1641566253	P_34
T14334	1	0	P_310	34	1641566371	P_34
T2809	1	1	P_230	33	1641566477	P_1299,P_1297_1
T14335	1	0	P_196	34	1641566560	P_34
T14336	2	0	P_1483	33	1641566753	P_998
T14337	1	0	P_275	33	1641566970	P_1163
T2811	1	1	P_300	33	1641567137	P_1299,P_1297_1
T2810	1	1	P_405	33	1641567146	P_1299,P_1297_1
T14338	1	0	P_269	33	1641567174	P_1163
T14339	1	0	P_200	34	1641567579	P_34
T14340	1	0	P_300	34	1641567686	P_34
T14341	1	0	P_198	34	1641567845	P_34
T14342	1	0	P_1261	33	1641567932	P_912
T14343	1	0	P_195	34	1641568083	P_34
T14344	1	0	P_197	34	1641568178	P_34
T14345	1	0	P_230	34	1641568360	P_34
T2812	1	1	P_1508	33	1641568424	P_1375_1
T14346	2	0	P_298	34	1641568457	P_21
T2813	1	1	P_299	33	1641568539	P_1299,P_1297_1
T2814	1	1	P_406	33	1641568798	P_1299,P_1297_1
T14347	1	0	P_308	34	1641568991	P_34
T14348	1	0	P_301	34	1641569228	P_34
T14349	1	0	P_199	34	1641569433	P_34
T14350	1	0	P_1268	33	1641569571	P_912
T14351	1	0	P_205	34	1641569736	P_34
T14352	1	0	P_1448	33	1641569895	P_912
T14353	1	0	P_1124	34	1641570007	P_34
T2815	2	1	P_1129	33	1641570124	P_1299,P_1297_1
T14354	1	0	P_280	34	1641570142	P_34
T14355	1	0	P_266	33	1641570292	P_1163
T14356	1	0	P_304	34	1641570389	P_34
T14357	1	0	P_302	33	1641570492	P_1163
T14358	1	0	P_957	33	1641570656	P_912
T14359	1	0	P_1127	34	1641570798	P_39
T2817	1	1	P_404	33	1641570902	P_1299,P_1297_1
T14360	1	0	P_206	34	1641570931	P_34
T2818	1	1	P_303	33	1641570968	P_1299,P_1297_1
T14361	1	0	P_268	34	1641571083	P_34
T14362	1	0	P_277	34	1641571173	P_39
