aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T11749	1	0	P_1127	34	1641020441	P_34
T257	1	1	P_268	33	1641020444	P_1299,P_1297_1
T11750	2	0	P_1349	33	1641020580	P_994
T11751	1	0	P_279	34	1641020665	P_34
T258	1	1	P_87	33	1641020678	P_1299,P_1297_1
T11752	1	0	P_1485	33	1641020818	P_912
T260	1	1	P_1129	33	1641020865	P_1299,P_1297_1
T11753	1	0	P_101	34	1641020984	P_34
T259	1	1	P_206	33	1641021048	P_1299,P_1297_1
T11754	1	0	P_278	34	1641021125	P_34
T11755	1	0	P_791	33	1641021244	P_912
T11756	1	0	P_117	34	1641021390	P_34
T11757	1	0	P_787	33	1641021457	P_912
T11758	1	0	P_111	34	1641021600	P_34
T11759	1	0	P_412	34	1641021715	P_34
T262	1	1	P_274	33	1641021751	P_1299,P_1297_1
T11760	1	0	P_1452	33	1641021848	P_912
T11761	2	0	P_1351	34	1641021964	P_21
T11762	2	0	P_1521	33	1641022285	P_998
T261	1	1	P_306	33	1641022306	P_1299,P_1297_1
T263	1	1	P_742	33	1641022376	P_1375_1
T264	1	1	P_299	33	1641022403	P_1299,P_1297_1
T11763	1	0	P_302	34	1641022429	P_34
T11764	1	0	P_1131	34	1641022579	P_34
T11765	1	0	P_106	34	1641022771	P_34
T11766	1	0	P_300	34	1641022958	P_34
T265	1	1	P_305	33	1641023021	P_1299,P_1297_1
T266	1	1	P_310	33	1641023078	P_1299,P_1297_1
T11767	1	0	P_311	34	1641023088	P_34
T267	1	1	P_521	33	1641023097	P_1299,P_1297_1
T11768	1	0	P_118	34	1641023284	P_34
T270	1	1	P_1127	33	1641023357	P_1299,P_1297_1
T268	1	1	P_797	33	1641023363	P_1375_1
T269	1	1	P_263	33	1641023365	P_1299,P_1297_1
T11769	1	0	P_87	33	1641023387	P_1163
T271	2	1	P_270	33	1641023428	P_1299,P_1297_1
T11770	1	0	P_52	34	1641023504	P_34
T11771	2	0	P_1239	33	1641023617	P_998
T11772	1	0	P_100	34	1641023715	P_34
