aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T11133	1	1	P_70	33	1643536853	P_1299,P_1297_1
T22594	2	0	P_127	34	1643536875	P_21
T22595	2	0	P_1130	34	1643537028	P_34
T11132	1	1	P_310	33	1643537036	P_1299,P_1297_1
T11134	2	1	P_1046	33	1643537078	P_1299,P_1297_1
T22596	1	0	P_1132	34	1643537163	P_34
T11135	1	1	P_301	33	1643537263	P_1299,P_1297_1
T22597	1	0	P_95	34	1643537297	P_34
T11138	1	1	P_279	33	1643537353	P_1299,P_1297_1
T22598	1	0	P_302	34	1643537432	P_34
T11136	1	1	P_196	33	1643537539	P_1299,P_1297_1
T22599	2	0	P_1129	34	1643537573	P_21
T11137	1	1	P_99	33	1643537638	P_1299,P_1297_1
T11139	1	1	P_263	33	1643537657	P_1299,P_1297_1
T22600	2	0	P_273	34	1643537787	P_21
T11141	1	1	P_1126	33	1643537900	P_1299,P_1297_1
T11142	1	1	P_298	33	1643537931	P_1299,P_1297_1
T22601	1	0	P_1131	34	1643537940	P_39
T11140	1	1	P_1003	33	1643538001	P_1299,P_1297_1
T22602	2	0	P_828	33	1643538105	P_912
T11143	2	1	P_1044	33	1643538150	P_1299,P_1297_1
T22603	1	0	P_88	34	1643538229	P_34
T22604	1	0	P_207	34	1643538352	P_34
T22605	2	0	P_298	33	1643538476	P_994
T22606	1	0	P_1124	34	1643538585	P_34
T22607	1	0	P_278	34	1643538709	P_39
T11144	1	1	P_311	33	1643538745	P_1299,P_1297_1
T22608	1	0	P_312	34	1643538855	P_39
T22609	1	0	P_52	34	1643538985	P_34
T11146	1	1	P_277	33	1643539096	P_1299,P_1297_1
T22610	1	0	P_198	34	1643539119	P_34
T11145	1	1	P_303	33	1643539160	P_1299,P_1297_1
T22611	2	0	P_824	33	1643539189	P_998
T22612	1	0	P_195	34	1643539312	P_34
T11147	1	1	P_100	33	1643539325	P_1299,P_1297_1
T22613	1	0	P_308	34	1643539446	P_34
T11148	1	1	P_275	33	1643539519	P_1299,P_1297_1
T22614	1	0	P_112	34	1643539544	P_34
T22615	1	0	P_268	34	1643539712	P_34
T22616	1	0	P_306	34	1643539846	P_34
T22617	1	0	P_309	34	1643539959	P_39
