aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T17602	2	0	P_273	34	1642413680	P_21
T17603	1	0	P_1498	33	1642414072	P_912
T17604	1	0	P_96	33	1642414186	P_1163
T6104	1	1	P_276	33	1642414293	P_1299,P_1297_1
T17605	1	0	P_93	34	1642414350	P_39
T6105	2	1	P_831	33	1642414387	P_1375_1
T17606	2	0	P_298	33	1642414702	P_994
T6106	1	1	P_280	33	1642414737	P_1299,P_1297_1
T17607	1	0	P_309	34	1642414816	P_34
T17608	1	0	P_310	34	1642414948	P_34
T17609	1	0	P_311	34	1642415114	P_34
T17610	1	0	P_263	33	1642415215	P_1151
T6107	1	1	P_318	33	1642415256	P_1299,P_1297_1
T17611	1	0	P_304	34	1642415361	P_34
T17612	1	0	P_199	34	1642415474	P_34
T17613	1	0	P_89	34	1642415605	P_34
T17614	1	0	P_939	33	1642415700	P_912
T17615	1	0	P_232	34	1642415834	P_34
T17616	1	0	P_205	34	1642415948	P_34
T17617	1	0	P_308	34	1642416150	P_39
T17618	1	0	P_305	34	1642416307	P_39
T6108	1	1	P_301	33	1642416405	P_1299,P_1297_1
T17619	1	0	P_230	34	1642416450	P_34
T17620	1	0	P_275	33	1642416737	P_1151
T6109	1	1	P_796	33	1642416757	P_1375_1
T17621	1	0	P_124	34	1642416937	P_34
T17622	1	0	P_265	34	1642417121	P_34
T17623	1	0	P_70	34	1642417340	P_34
T6110	1	1	P_302	33	1642417366	P_1299,P_1297_1
T17624	1	0	P_318	34	1642417512	P_39
T17625	1	0	P_301	34	1642417677	P_34
T17626	1	0	P_322	34	1642417765	P_34
T17627	1	0	P_1528	33	1642417955	P_912
T6111	1	1	P_300	33	1642418052	P_1299,P_1297_1
T17628	1	0	P_1455	33	1642418129	P_912
T6112	1	1	P_847	33	1642418247	P_1375_1
T17629	1	0	P_313	34	1642418267	P_39
T6113	1	1	P_827	33	1642418303	P_1375_1
T17630	1	0	P_276	34	1642418380	P_34
T17631	1	0	P_1138	34	1642418547	P_39
T17632	1	0	P_206	33	1642418846	P_1151
T6114	1	1	P_311	33	1642418934	P_1299,P_1297_1
T17633	1	0	P_534	34	1642419004	P_39
T17634	1	0	P_53	34	1642419135	P_34
T6115	1	1	P_231	33	1642419253	P_1299,P_1297_1
T17635	1	0	P_57	34	1642419557	P_34
T6116	1	1	P_310	33	1642419945	P_1299,P_1297_1
T17636	1	0	P_202	34	1642420060	P_34
T6119	1	1	P_204	33	1642420192	P_1299,P_1297_1
T17637	1	0	P_280	34	1642420243	P_34
T6117	1	1	P_303	33	1642420260	P_1299,P_1297_1
T6118	1	1	P_312	33	1642420273	P_1299,P_1297_1
T17638	2	0	P_1485	33	1642420375	P_998
T17639	1	0	P_266	34	1642420510	P_34
T17640	1	0	P_198	34	1642420672	P_34
T6120	1	1	P_304	33	1642420742	P_1299,P_1297_1
T17641	1	0	P_278	33	1642420746	P_1163
T6121	2	1	P_1427	33	1642420846	P_1375_1
T17642	1	0	P_264	34	1642420892	P_34
T6123	2	1	P_273	33	1642420912	P_1299,P_1297_1
T17643	1	0	P_317	34	1642421025	P_34
T6122	1	1	P_318	33	1642421053	P_1299,P_1297_1
T17644	1	0	P_200	34	1642421150	P_34
T17645	1	0	P_531	34	1642421339	P_34
T17646	1	0	P_1499	33	1642421463	P_912
T6125	1	1	P_199	33	1642421474	P_1299,P_1297_1
T6124	1	1	P_309	33	1642421486	P_1299,P_1297_1
T17647	1	0	P_127	34	1642421660	P_34
T6127	2	1	P_298	33	1642421750	P_1299,P_1297_1
T17648	2	0	P_270	34	1642421844	P_21
T6126	1	1	P_305	33	1642421959	P_1299,P_1297_1
T17649	1	0	P_1453	33	1642422129	P_912
T17650	1	0	P_267	34	1642422288	P_34
T6128	1	1	P_308	33	1642422367	P_1299,P_1297_1
T17651	1	0	P_88	34	1642422454	P_34
T6129	1	1	P_265	33	1642422777	P_1299,P_1297_1
T6130	1	1	P_313	33	1642423070	P_1299,P_1297_1
T17652	1	0	P_298	34	1642423078	P_34
T17653	1	0	P_104	34	1642423227	P_34
T17654	1	0	P_1529	33	1642423413	P_912
T17655	1	0	P_277	33	1642423627	P_1163
T6131	1	1	P_280	33	1642423751	P_1299,P_1297_1
T17656	1	0	P_199	34	1642423813	P_34
T17657	1	0	P_101	34	1642423963	P_39
T6132	1	1	P_206	33	1642424028	P_1299,P_1297_1
