aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T4773	1	1	P_207	33	1642057300	P_1299,P_1297_1
T4774	1	1	P_279	33	1642057350	P_1299,P_1297_1
T16243	1	0	P_276	34	1642057479	P_39
T16244	1	0	P_98	34	1642057610	P_39
T4775	1	1	P_263	33	1642057625	P_1299,P_1297_1
T16245	1	0	P_103	34	1642057732	P_39
T16246	1	0	P_310	34	1642057887	P_34
T16247	1	0	P_521	34	1642058112	P_34
T4776	1	1	P_100	33	1642058156	P_1299,P_1297_1
T16248	1	0	P_107	34	1642058272	P_34
T4778	1	1	P_274	33	1642058347	P_1299,P_1297_1
T16249	2	0	P_1044	34	1642058403	P_21
T16250	1	0	P_1127	34	1642058569	P_34
T4777	1	1	P_404	33	1642058729	P_1299,P_1297_1
T16251	1	0	P_1406	34	1642058751	P_34
T4779	1	1	P_598	33	1642058864	P_1375_1
T16252	1	0	P_302	34	1642058935	P_34
T16253	1	0	P_123	34	1642059399	P_34
T4781	2	1	P_1130	33	1642059704	P_1299,P_1297_1
T16254	1	0	P_531	34	1642059762	P_34
T4780	1	1	P_280	33	1642059826	P_1299,P_1297_1
T16255	1	0	P_101	34	1642059928	P_34
T16256	1	0	P_264	34	1642060102	P_34
T4782	1	1	P_205	33	1642060169	P_1299,P_1297_1
T4783	1	1	P_313	33	1642060295	P_1299,P_1297_1
T16257	1	0	P_53	34	1642060301	P_34
T4784	1	1	P_111	33	1642060385	P_1299,P_1297_1
T16258	1	0	P_134	34	1642060430	P_34
T4785	1	1	P_54	33	1642060552	P_1299,P_1297_1
T16259	1	0	P_663	34	1642060588	P_34
T16260	1	0	P_1126	34	1642060735	P_34
T4786	1	1	P_127	33	1642060835	P_1299,P_1297_1
T16261	2	0	P_1128	34	1642061128	P_21
T16262	2	0	P_1129	34	1642061251	P_21
T4789	1	1	P_271	33	1642061350	P_1299,P_1297_1
T16263	1	0	P_939	34	1642061434	P_34
T4787	1	1	P_98	33	1642061509	P_1299,P_1297_1
T4790	1	1	P_266	33	1642061635	P_1299,P_1297_1
T4788	1	1	P_310	33	1642061730	P_1299,P_1297_1
T16264	1	0	P_263	34	1642061809	P_34
T16265	1	0	P_300	34	1642061945	P_34
T16266	1	0	P_1132	34	1642062145	P_34
T16267	1	0	P_110	34	1642062274	P_34
T4792	1	1	P_520	33	1642062277	P_1299,P_1297_1
T4793	1	1	P_1005	33	1642062292	P_1299,P_1297_1
T4791	1	1	P_309	33	1642062375	P_1299,P_1297_1
T16268	2	0	P_273	34	1642062410	P_21
T16269	2	0	P_1427	34	1642062554	P_21
T16270	1	0	P_277	34	1642062754	P_34
T4794	1	1	P_312	33	1642062795	P_1299,P_1297_1
T16271	1	0	P_268	34	1642062877	P_34
T16272	1	0	P_127	34	1642062987	P_34
T16273	2	0	P_831	34	1642063081	P_21
T16274	1	0	P_1130	34	1642063261	P_34
T16275	1	0	P_278	34	1642063367	P_34
T16276	1	0	P_311	34	1642063492	P_34
T4795	1	1	P_303	33	1642063540	P_1299,P_1297_1
T16277	1	0	P_304	34	1642063619	P_34
T4796	1	1	P_265	33	1642063753	P_1299,P_1297_1
T16278	1	0	P_305	34	1642063769	P_34
T16279	1	0	P_54	34	1642063977	P_34
T4798	1	1	P_276	33	1642063995	P_1299,P_1297_1
T16280	1	0	P_310	34	1642064090	P_39
T4797	1	1	P_302	33	1642064224	P_1299,P_1297_1
T16281	1	0	P_309	34	1642064236	P_34
T16282	1	0	P_412	34	1642064374	P_34
T4800	1	1	P_206	33	1642064610	P_1299,P_1297_1
T16283	1	0	P_301	34	1642064640	P_34
T4801	1	1	P_101	33	1642064768	P_1299,P_1297_1
T16284	1	0	P_199	34	1642064811	P_34
T4802	1	1	P_123	33	1642064812	P_1299,P_1297_1
T4799	1	1	P_408	33	1642064948	P_1299,P_1297_1
T16285	1	0	P_1418	34	1642065050	P_34
T4804	1	1	P_1132	33	1642065115	P_1299,P_1297_1
T4803	1	1	P_103	33	1642065248	P_1299,P_1297_1
T4807	2	1	P_1046	33	1642065329	P_1299,P_1297_1
T16286	2	0	P_1046	34	1642065436	P_21
T16287	1	0	P_1005	34	1642065604	P_34
T4806	1	1	P_406	33	1642065635	P_1299,P_1297_1
T4805	1	1	P_403	33	1642065674	P_1299,P_1297_1
T16288	1	0	P_196	34	1642065710	P_34
T16289	1	0	P_267	34	1642065804	P_34
T16290	1	0	P_98	34	1642065922	P_34
T4809	1	1	P_263	33	1642066060	P_1299,P_1297_1
T16291	1	0	P_302	34	1642066070	P_34
T16292	1	0	P_520	34	1642066206	P_39
T4808	1	1	P_311	33	1642066301	P_1299,P_1297_1
T16293	1	0	P_797	34	1642066357	P_34
T16294	1	0	P_195	34	1642066534	P_34
T16295	1	0	P_198	34	1642066638	P_34
T4810	1	1	P_304	33	1642066743	P_1299,P_1297_1
T16296	1	0	P_1015	34	1642066777	P_34
T16297	1	0	P_207	34	1642066932	P_34
T16298	1	0	P_123	34	1642067060	P_39
T4811	1	1	P_300	33	1642067146	P_1299,P_1297_1
T4814	1	1	P_1130	33	1642067275	P_1299,P_1297_1
T4813	2	1	P_1128	33	1642067288	P_1299,P_1297_1
T4815	1	1	P_204	33	1642067615	P_1299,P_1297_1
T16299	1	0	P_303	34	1642067654	P_34
T4812	1	1	P_305	33	1642067684	P_1299,P_1297_1
T4817	1	1	P_1126	33	1642067689	P_1299,P_1297_1
T4816	1	1	P_278	33	1642067768	P_1299,P_1297_1
T16300	1	0	P_306	34	1642067961	P_34
