aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T21215	1	0	P_200	16	1643277729	P_1037
T9759	1	1	P_311	15	1643277780	P_565_1,P_563_1
T21216	1	0	P_301	15	1643277811	P_1541
T9758	1	1	P_1124	15	1643277888	P_565_1,P_563_1
T21217	1	0	P_663	16	1643277940	P_1037
T9762	1	1	P_277	15	1643278022	P_565_1,P_563_1
T21218	1	0	P_109	16	1643278058	P_1037
T9760	1	1	P_520	15	1643278150	P_565_1,P_563_1
T21219	2	0	P_319	16	1643278191	P_1037
T9764	2	1	P_117	15	1643278342	P_565_1,P_563_1
T21220	1	0	P_945	16	1643278378	P_1037
T9763	1	1	P_278	15	1643278478	P_565_1,P_563_1
T21221	1	0	P_306	16	1643278559	P_1037
T21222	1	0	P_312	15	1643278632	P_1541
T9761	1	1	P_96	15	1643278748	P_565_1,P_563_1
T21223	1	0	P_302	16	1643278761	P_1037
T21224	1	0	P_196	16	1643278859	P_505
T21225	1	0	P_112	16	1643278984	P_1037
T9766	1	1	P_280	15	1643279047	P_565_1,P_563_1
T21226	1	0	P_304	16	1643279119	P_1037
T9765	1	1	P_101	15	1643279178	P_565_1,P_563_1
T21227	1	0	P_300	16	1643279238	P_1037
T21228	1	0	P_305	16	1643279355	P_1037
T21229	1	0	P_266	16	1643279483	P_1037
T21230	2	0	P_1046	16	1643279597	P_1033
T21231	1	0	P_195	15	1643279746	P_433
T21232	1	0	P_93	16	1643279886	P_1037
T9767	1	1	P_204	15	1643279926	P_565_1,P_563_1
T21233	2	0	P_270	16	1643280003	P_1033
T21234	2	0	P_1129	16	1643280136	P_1033
T9768	1	1	P_309	15	1643280164	P_565_1,P_563_1
T21235	1	0	P_267	16	1643280266	P_1037
T9769	1	1	P_103	15	1643280305	P_565_1,P_563_1
T21236	1	0	P_199	16	1643280412	P_1037
T21237	1	0	P_264	15	1643280461	P_1541
T9770	1	1	P_1127	15	1643280481	P_565_1,P_563_1
T21238	2	0	P_298	16	1643280596	P_1037
T9771	1	1	P_205	15	1643280713	P_565_1,P_563_1
T21239	1	0	P_279	16	1643280713	P_1037
T21240	1	0	P_198	16	1643280823	P_1037
T21241	1	0	P_939	16	1643280936	P_1037
T9772	1	1	P_99	15	1643280980	P_565_1,P_563_1
T21242	2	0	P_412	15	1643280996	P_1544
T9773	1	1	P_206	15	1643281015	P_565_1,P_563_1
T21243	1	0	P_1015	16	1643281103	P_505
T9775	1	1	P_1132	15	1643281131	P_565_1,P_563_1
T9777	2	1	P_297	15	1643281215	P_565_1,P_563_1
T9774	1	1	P_313	15	1643281244	P_565_1,P_563_1
T21244	1	0	P_303	16	1643281244	P_505
T21245	1	0	P_230	16	1643281315	P_505
T21246	1	0	P_197	16	1643281431	P_1037
T21247	1	0	P_1203	16	1643281553	P_1037
T21248	1	0	P_229	15	1643281670	P_1541
T9776	1	1	P_312	15	1643281757	P_565_1,P_563_1
T21249	1	0	P_275	16	1643281797	P_1037
T9779	1	1	P_276	15	1643281857	P_565_1,P_563_1
T9782	2	1	P_273	15	1643281862	P_565_1,P_563_1
T9778	1	1	P_207	15	1643281872	P_565_1,P_563_1
T21250	1	0	P_308	16	1643281924	P_1037
T21251	1	0	P_278	16	1643282005	P_1037
T9780	1	1	P_310	15	1643282061	P_565_1,P_563_1
T21252	1	0	P_277	16	1643282118	P_1037
T21253	1	0	P_134	16	1643282241	P_1037
T21254	1	0	P_1124	15	1643282345	P_1541
T9781	1	1	P_265	15	1643282406	P_565_1,P_563_1
T21255	1	0	P_70	16	1643282506	P_505
