aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T14410	1	0	P_1486	34	1641582261	P_34
T14411	1	0	P_1485	34	1641582686	P_34
T14412	2	0	P_1403	34	1641582882	P_34
T2832	1	1	P_1498	34	1641583054	P_1118,P_1110_1
T2833	2	1	P_1272	34	1641583593	P_1118,P_1110_1
T14413	1	0	P_939	34	1641584215	P_39
T14414	1	0	P_1498	34	1641584546	P_34
T14415	1	0	P_1455	34	1641584762	P_39
T2834	1	1	P_1511	34	1641585508	P_1118,P_1110_1
T2835	1	1	P_1486	34	1641585895	P_1118,P_1110_1
T14416	1	0	P_1453	34	1641585995	P_34
T14417	1	0	P_1454	34	1641587192	P_39
T14418	1	0	P_935	34	1641587328	P_34
T14419	1	0	P_1452	34	1641587540	P_34
T2836	1	1	P_953	34	1641587579	P_1118,P_1110_1
T2837	1	1	P_1510	34	1641587868	P_1118,P_1110_1
T14420	1	0	P_1511	34	1641587933	P_34
T2838	1	1	P_939	34	1641588577	P_1118,P_1110_1
T2839	1	1	P_1498	34	1641589085	P_1118,P_1110_1
T2840	2	1	P_1273	34	1641589138	P_1118,P_1110_1
T2831	1	1	P_946	34	1641589301	P_1118,P_1110_1
T2843	1	1	P_946	34	1641589301	P_1118,P_1110_1
T2841	2	1	P_1483	34	1641589485	P_1118,P_1110_1
T2842	1	1	P_1455	34	1641589965	P_1118,P_1110_1
T2844	1	1	P_1485	34	1641590359	P_1118,P_1110_1
T14421	2	0	P_1273	34	1641590390	P_21
T2845	1	1	P_1453	34	1641590777	P_1118,P_1110_1
T2848	1	1	P_1509	34	1641591130	P_1118,P_1110_1
T2846	1	1	P_957	34	1641591218	P_1118,P_1110_1
T2849	2	1	P_1522	34	1641591304	P_1118,P_1110_1
T2847	1	1	P_935	34	1641591407	P_1118,P_1110_1
T14422	1	0	P_1455	34	1641591463	P_34
T2851	2	1	P_823	34	1641591466	P_1118,P_1110_1
T2852	1	1	P_1454	34	1641591616	P_1118,P_1110_1
T2853	1	1	P_1452	33	1641591971	P_1375_1
T2854	1	1	P_310	33	1641592723	P_1299,P_1297_1
