aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T9892	1	1	P_89	33	1643321022	P_1299,P_1297_1
T9893	1	1	P_1131	33	1643321157	P_1299,P_1297_1
T9891	1	1	P_1486	33	1643321214	P_1375_1
T9897	1	1	P_297	33	1643321363	P_1299,P_1297_1
T9894	1	1	P_202	33	1643321364	P_1299,P_1297_1
T9896	1	1	P_1003	33	1643321423	P_1299,P_1297_1
T9895	1	1	P_1509	33	1643321731	P_1375_1
T9899	1	1	P_207	33	1643321765	P_1299,P_1297_1
T9898	1	1	P_301	33	1643322018	P_1299,P_1297_1
T9901	1	1	P_274	33	1643322026	P_1299,P_1297_1
T9900	1	1	P_1452	33	1643322216	P_1375_1
T9904	2	1	P_1128	33	1643322297	P_1299,P_1297_1
T9903	1	1	P_528	33	1643322304	P_1299,P_1297_1
T9905	1	1	P_279	33	1643322333	P_1299,P_1297_1
T9902	1	1	P_305	33	1643322399	P_1299,P_1297_1
T21452	1	0	P_1498	33	1643322577	P_912
T9907	1	1	P_91	33	1643322908	P_1299,P_1297_1
T9906	1	1	P_802	33	1643322970	P_1375_1
T9908	1	1	P_310	33	1643323066	P_1299,P_1297_1
T9909	1	1	P_99	33	1643323089	P_1299,P_1297_1
T9911	2	1	P_1342	33	1643323249	P_1299,P_1297_1
T9912	1	1	P_1479	33	1643323342	P_1375_1
T9915	1	1	P_308	33	1643323389	P_1299,P_1297_1
T9910	2	1	P_307	33	1643323398	P_1299,P_1297_1
T21453	2	0	P_1478	33	1643323406	P_912
T9917	1	1	P_93	33	1643323595	P_1299,P_1297_1
T9914	1	1	P_299	33	1643323705	P_1299,P_1297_1
T9913	1	1	P_1235	33	1643323978	P_1375_1
T9919	1	1	P_196	33	1643323986	P_1299,P_1297_1
T9918	1	1	P_410	33	1643324107	P_1299,P_1297_1
T9921	2	1	P_1357	33	1643324118	P_1299,P_1297_1
T9920	1	1	P_127	33	1643324153	P_1299,P_1297_1
T9922	1	1	P_269	33	1643324193	P_1299,P_1297_1
T9916	1	1	P_1454	33	1643324194	P_1375_1
T9924	1	1	P_303	15	1643324538	P_565_1,P_563_1
T9923	1	1	P_407	15	1643324623	P_565_1,P_563_1
T9925	1	1	P_263	15	1643324644	P_565_1,P_563_1
T9926	1	1	P_198	15	1643324911	P_565_1,P_563_1
T9927	1	1	P_268	15	1643325038	P_565_1,P_563_1
T9931	1	1	P_273	15	1643325253	P_565_1,P_563_1
T9929	1	1	P_58	15	1643325264	P_565_1,P_563_1
T9930	1	1	P_275	15	1643325412	P_565_1,P_563_1
T9928	2	1	P_320	16	1643325608	P_5_1,P_11
T9932	1	1	P_518	16	1643325716	P_5_1,P_11
T9933	1	1	P_267	15	1643325880	P_565_1,P_563_1
T21454	1	0	P_1131	34	1643326058	P_34
T9935	1	1	P_780	15	1643326134	P_572_1,P_575_1
T21455	1	0	P_1128	34	1643326219	P_34
T9934	1	1	P_265	15	1643326347	P_565_1,P_563_1
T9938	1	1	P_57	15	1643326388	P_565_1,P_563_1
T9936	1	1	P_312	15	1643326415	P_565_1,P_563_1
T9937	1	1	P_1124	15	1643326655	P_565_1,P_563_1
T21456	2	0	P_835	16	1643326712	P_1037
T21457	1	0	P_301	16	1643327011	P_1037
T9940	2	1	P_1046	15	1643327082	P_565_1,P_563_1
T9939	1	1	P_302	15	1643327103	P_565_1,P_563_1
T9942	1	1	P_118	15	1643327220	P_565_1,P_563_1
T9941	1	1	P_1360	15	1643327280	P_565_1,P_563_1
T9943	2	1	P_1403	15	1643327323	P_572_1,P_575_1
T21458	1	0	P_1479	16	1643327624	P_1037
T21459	1	0	P_1509	16	1643327754	P_505
T9944	1	1	P_318	15	1643327852	P_565_1,P_563_1
T9945	1	1	P_409	15	1643327877	P_565_1,P_563_1
T21460	1	0	P_299	16	1643327912	P_505
