aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T18209	1	0	P_308	34	1642586417	P_34
T6702	1	1	P_263	33	1642586477	P_1299,P_1297_1
T18210	1	0	P_100	34	1642586554	P_34
T6703	1	1	P_299	33	1642586596	P_1299,P_1297_1
T6704	2	1	P_273	33	1642586598	P_1299,P_1297_1
T18211	1	0	P_1127	34	1642586749	P_34
T18212	2	0	P_823	33	1642586816	P_912
T18213	1	0	P_207	34	1642587056	P_34
T18214	1	0	P_1130	33	1642587151	P_1163
T6705	1	1	P_267	33	1642587317	P_1299,P_1297_1
T18215	1	0	P_205	34	1642587612	P_34
T6707	1	1	P_1128	33	1642587649	P_1299,P_1297_1
T18216	2	0	P_273	33	1642587683	P_994
T6706	1	1	P_306	33	1642587691	P_1299,P_1297_1
T18217	1	0	P_70	34	1642587855	P_39
T18218	1	0	P_195	34	1642587956	P_39
T18219	1	0	P_197	34	1642588113	P_34
T18220	2	0	P_319	33	1642588190	P_994
T18221	1	0	P_263	34	1642588338	P_34
T18222	1	0	P_780	33	1642588474	P_912
T18223	1	0	P_309	34	1642588650	P_39
T6708	1	1	P_302	33	1642588752	P_1299,P_1297_1
T18224	1	0	P_266	33	1642588785	P_1151
T18225	1	0	P_118	34	1642588909	P_34
T6709	2	1	P_835	33	1642588978	P_1375_1
T18226	1	0	P_280	34	1642589131	P_39
T18227	1	0	P_412	34	1642589276	P_34
T18228	1	0	P_928	33	1642589423	P_912
T18229	1	0	P_58	34	1642589554	P_34
T6710	1	1	P_279	33	1642589556	P_1299,P_1297_1
T18230	1	0	P_206	34	1642589711	P_39
T6711	1	1	P_89	33	1642589722	P_1299,P_1297_1
T18231	1	0	P_92	34	1642589964	P_34
T18232	1	0	P_199	33	1642590186	P_1163
T18233	1	0	P_267	34	1642590322	P_34
T18234	1	0	P_104	34	1642590445	P_39
T6712	1	1	P_311	33	1642590550	P_1299,P_1297_1
T18235	1	0	P_91	34	1642590688	P_34
T18236	1	0	P_945	33	1642591123	P_912
T6713	1	1	P_308	33	1642591266	P_1299,P_1297_1
T6714	1	1	P_312	33	1642591306	P_1299,P_1297_1
T18237	1	0	P_268	34	1642591336	P_39
T18238	1	0	P_88	34	1642591453	P_39
T18239	1	0	P_1255	34	1642592023	P_34
T6716	1	1	P_1130	33	1642592156	P_1299,P_1297_1
T18240	1	0	P_278	34	1642592238	P_34
T6715	1	1	P_310	33	1642592247	P_1299,P_1297_1
T18241	1	0	P_279	34	1642592541	P_34
T6717	1	1	P_195	33	1642592638	P_1299,P_1297_1
T18242	2	0	P_1508	33	1642592780	P_998
T6719	1	1	P_280	33	1642592835	P_1299,P_1297_1
T6718	1	1	P_304	33	1642592888	P_1299,P_1297_1
T6720	2	1	P_273	33	1642592905	P_1299,P_1297_1
T18243	1	0	P_1131	34	1642593002	P_34
T6723	2	1	P_298	33	1642593230	P_1299,P_1297_1
T6721	1	1	P_266	33	1642593247	P_1299,P_1297_1
T6722	1	1	P_307	33	1642593505	P_1299,P_1297_1
T6724	1	1	P_309	33	1642593536	P_1299,P_1297_1
T18244	1	0	P_275	34	1642593643	P_34
T18245	2	0	P_1044	34	1642593770	P_21
T6726	1	1	P_277	33	1642593787	P_1299,P_1297_1
T6725	1	1	P_197	33	1642593925	P_1299,P_1297_1
T6727	1	1	P_207	33	1642594001	P_1299,P_1297_1
T18246	1	0	P_300	34	1642594100	P_34
T18247	1	0	P_1128	34	1642594286	P_34
T18248	1	0	P_89	34	1642594493	P_34
T18249	1	0	P_738	33	1642594737	P_912
T18250	1	0	P_1193	33	1642594923	P_912
T6728	2	1	P_319	33	1642594941	P_1299,P_1297_1
T18251	1	0	P_403	33	1642595143	P_1163
T6729	1	1	P_263	33	1642595241	P_1299,P_1297_1
T18252	1	0	P_1510	33	1642595265	P_912
T18253	1	0	P_232	34	1642595399	P_34
T18254	1	0	P_856	33	1642595517	P_912
T18255	1	0	P_309	34	1642595682	P_39
T18256	1	0	P_304	33	1642595817	P_1163
T6731	1	1	P_278	33	1642595945	P_1299,P_1297_1
T6730	1	1	P_412	33	1642595989	P_1299,P_1297_1
T18257	1	0	P_265	34	1642596031	P_34
T18258	1	0	P_312	34	1642596216	P_39
T6732	1	1	P_267	33	1642596318	P_1299,P_1297_1
T18259	1	0	P_299	34	1642596352	P_34
T18260	2	0	P_1129	34	1642596480	P_21
T18261	1	0	P_266	34	1642596647	P_34
T6733	1	1	P_199	33	1642596657	P_1299,P_1297_1
T18262	1	0	P_406	34	1642596837	P_34
T18263	1	0	P_307	33	1642596941	P_1163
T6734	1	1	P_229	33	1642597020	P_1299,P_1297_1
T18264	1	0	P_305	34	1642597160	P_34
