aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T7214	1	1	P_403	15	1642726923	P_565_1,P_563_1
T18726	1	0	P_103	16	1642726938	P_1037
T18727	1	0	P_206	16	1642727093	P_505
T18728	1	0	P_232	16	1642727277	P_1037
T7218	1	1	P_404	15	1642727479	P_565_1,P_563_1
T7216	1	1	P_939	15	1642727496	P_572_1,P_575_1
T18729	1	0	P_304	16	1642727503	P_505
T7217	1	1	P_263	15	1642727507	P_565_1,P_563_1
T7220	1	1	P_1132	15	1642727530	P_565_1,P_563_1
T7224	1	1	P_737	15	1642727748	P_572_1,P_575_1
T7219	1	1	P_229	15	1642727963	P_565_1,P_563_1
T18730	1	0	P_268	16	1642728084	P_1037
T7221	1	1	P_54	15	1642728101	P_565_1,P_563_1
T7227	1	1	P_864	15	1642728240	P_572_1,P_575_1
T18731	1	0	P_1452	15	1642728326	P_1532
T7222	1	1	P_127	15	1642728355	P_565_1,P_563_1
T7223	1	1	P_99	15	1642728438	P_565_1,P_563_1
T7225	1	1	P_309	15	1642728523	P_565_1,P_563_1
T18732	1	0	P_302	16	1642728561	P_505
T18733	1	0	P_1485	15	1642728712	P_1532
T7226	1	1	P_534	15	1642728720	P_565_1,P_563_1
T18734	1	0	P_308	16	1642728796	P_1037
T18735	2	0	P_298	15	1642728976	P_1544
T7228	1	1	P_199	15	1642729079	P_565_1,P_563_1
T7229	1	1	P_195	15	1642729130	P_565_1,P_563_1
T18736	1	0	P_1131	16	1642729173	P_1037
T18737	1	0	P_300	16	1642729317	P_1037
T7230	1	1	P_89	15	1642729353	P_565_1,P_563_1
T18738	1	0	P_278	16	1642729455	P_1037
T18739	1	0	P_196	16	1642729619	P_1037
T18740	1	0	P_280	16	1642729810	P_1037
T7231	1	1	P_100	15	1642729988	P_565_1,P_563_1
T7232	2	1	P_56	15	1642730137	P_565_1,P_563_1
T7233	1	1	P_521	15	1642730169	P_565_1,P_563_1
T7235	1	1	P_1498	15	1642730270	P_572_1,P_575_1
T18741	1	0	P_202	16	1642730625	P_1037
T7236	1	1	P_266	15	1642730687	P_565_1,P_563_1
T7234	1	1	P_205	15	1642730765	P_565_1,P_563_1
T18742	1	0	P_1481	15	1642730779	P_1532
T18743	1	0	P_791	15	1642730888	P_1532
T18744	1	0	P_263	16	1642731358	P_1037
T7237	1	1	P_1268	15	1642731597	P_572_1,P_575_1
T7239	1	1	P_230	15	1642731604	P_565_1,P_563_1
T7238	1	1	P_312	15	1642731616	P_565_1,P_563_1
T7243	1	1	P_304	15	1642731706	P_565_1,P_563_1
T7242	1	1	P_1455	15	1642731743	P_572_1,P_575_1
T18745	1	0	P_307	16	1642731825	P_1037
T7240	1	1	P_265	15	1642731869	P_565_1,P_563_1
T7241	1	1	P_1244	15	1642731873	P_572_1,P_575_1
T7244	1	1	P_1528	15	1642731949	P_572_1,P_575_1
T7247	2	1	P_1510	15	1642732131	P_572_1,P_575_1
T7245	1	1	P_518	15	1642732175	P_565_1,P_563_1
T7246	1	1	P_268	15	1642732252	P_565_1,P_563_1
T18746	1	0	P_827	15	1642732372	P_1532
T18747	1	0	P_199	16	1642732518	P_1037
T18748	1	0	P_1190	15	1642732711	P_1532
T7249	1	1	P_206	15	1642732842	P_565_1,P_563_1
T18749	1	0	P_520	16	1642732922	P_1037
T7248	1	1	P_96	15	1642732964	P_565_1,P_563_1
