aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T17658	1	0	P_118	34	1642424508	P_34
T6133	1	1	P_198	33	1642424680	P_1299,P_1297_1
T17659	1	0	P_796	33	1642424925	P_912
T6134	1	1	P_1360	33	1642424941	P_1299,P_1297_1
T17660	1	0	P_204	34	1642425084	P_34
T17661	1	0	P_304	34	1642425223	P_34
T17662	1	0	P_1189	33	1642425332	P_912
T17663	1	0	P_1124	34	1642425548	P_34
T6137	1	1	P_278	33	1642425799	P_1299,P_1297_1
T17664	1	0	P_231	34	1642425866	P_34
T17665	1	0	P_309	34	1642426033	P_39
T6135	1	1	P_205	33	1642426120	P_1299,P_1297_1
T6136	1	1	P_301	33	1642426221	P_1299,P_1297_1
T17666	1	0	P_302	34	1642426254	P_39
T17667	1	0	P_273	33	1642426380	P_1163
T17668	1	0	P_310	33	1642426888	P_1163
T17669	1	0	P_206	34	1642427168	P_34
T17670	1	0	P_305	34	1642427307	P_39
T6138	1	1	P_200	33	1642427352	P_1299,P_1297_1
T17671	1	0	P_313	34	1642427477	P_34
T6139	2	1	P_835	33	1642427526	P_1375_1
T17672	1	0	P_1360	34	1642427640	P_34
T17673	1	0	P_198	34	1642427967	P_34
T17674	1	0	P_318	33	1642428161	P_1163
T6140	1	1	P_264	33	1642428264	P_1299,P_1297_1
T17675	1	0	P_1126	34	1642428313	P_34
T17676	1	0	P_205	34	1642428647	P_34
T17677	1	0	P_1344	34	1642428790	P_34
T6141	1	1	P_199	33	1642428811	P_1299,P_1297_1
T17678	1	0	P_308	34	1642428928	P_34
T6142	1	1	P_298	33	1642428951	P_1299,P_1297_1
T17679	1	0	P_274	34	1642429088	P_34
T17680	1	0	P_197	34	1642429195	P_34
T17681	1	0	P_407	34	1642429380	P_34
T17682	1	0	P_265	34	1642429608	P_34
T17683	1	0	P_1129	34	1642429818	P_34
T6143	1	1	P_267	33	1642429857	P_1299,P_1297_1
T17684	1	0	P_1128	34	1642429999	P_34
T6144	1	1	P_204	33	1642430154	P_1299,P_1297_1
T17685	1	0	P_303	34	1642430180	P_34
T17686	1	0	P_301	34	1642430328	P_34
T6145	1	1	P_229	33	1642430513	P_1299,P_1297_1
T17687	1	0	P_411	34	1642430621	P_34
T6146	1	1	P_206	33	1642431188	P_1299,P_1297_1
T17688	1	0	P_410	34	1642431339	P_34
T17689	1	0	P_207	34	1642431824	P_39
T6147	1	1	P_202	33	1642431864	P_1299,P_1297_1
T17690	1	0	P_412	34	1642432097	P_34
T6148	1	1	P_198	33	1642432214	P_1299,P_1297_1
T17691	1	0	P_1205	33	1642432305	P_912
T6149	1	1	P_1455	33	1642432438	P_1375_1
T17692	1	0	P_1132	34	1642432530	P_39
T6150	1	1	P_1406	33	1642432644	P_1375_1
T17693	1	0	P_408	34	1642432684	P_34
T17694	1	0	P_199	34	1642432851	P_39
T17695	1	0	P_278	34	1642433178	P_34
T17696	1	0	P_300	34	1642433326	P_34
T6152	1	1	P_205	33	1642433544	P_1299,P_1297_1
T6153	2	1	P_1483	33	1642433705	P_1375_1
T17697	1	0	P_198	34	1642433802	P_34
T6151	1	1	P_195	33	1642433913	P_1299,P_1297_1
T6154	1	1	P_197	33	1642434142	P_1299,P_1297_1
T6155	1	1	P_1255	33	1642434166	P_1375_1
T17698	1	0	P_206	34	1642434209	P_39
T17699	1	0	P_1130	33	1642434332	P_1163
T17700	1	0	P_311	34	1642434449	P_34
T17701	1	0	P_202	33	1642434556	P_1163
T17702	1	0	P_1127	34	1642434701	P_34
T17703	2	0	P_831	34	1642434918	P_34
