aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T2855	2	1	P_835	33	1641592802	P_1375_1
T14423	2	0	P_1522	34	1641592906	P_21
T2858	1	1	P_205	33	1641593153	P_1299,P_1297_1
T2860	1	1	P_278	33	1641593177	P_1299,P_1297_1
T2856	1	1	P_200	33	1641593282	P_1299,P_1297_1
T14424	1	0	P_1485	34	1641593344	P_34
T2857	1	1	P_1356	33	1641593502	P_1299,P_1297_1
T2859	1	1	P_263	34	1641593576	P_1118,P_1110_1
T2862	1	1	P_206	33	1641593874	P_1299,P_1297_1
T2861	1	1	P_405	33	1641593918	P_1299,P_1297_1
T2864	1	1	P_106	33	1641594120	P_1299,P_1297_1
T2863	2	1	P_1426	33	1641594243	P_1375_1
T14425	2	0	P_1272	34	1641594347	P_34
T2867	1	1	P_1130	34	1641594499	P_1118,P_1110_1
T2866	1	1	P_309	33	1641594508	P_1299,P_1297_1
T2865	1	1	P_267	34	1641594612	P_1118,P_1110_1
T2869	1	1	P_297	33	1641594658	P_1299,P_1297_1
T2868	1	1	P_308	33	1641594941	P_1299,P_1297_1
T2870	1	1	P_313	33	1641595059	P_1299,P_1297_1
T2871	1	1	P_204	33	1641595063	P_1299,P_1297_1
T2874	1	1	P_1129	33	1641595104	P_1299,P_1297_1
T2872	1	1	P_276	33	1641595161	P_1299,P_1297_1
T2873	1	1	P_1124	33	1641595193	P_1299,P_1297_1
T2876	1	1	P_300	34	1641595594	P_1118,P_1110_1
T2875	1	1	P_1418	33	1641595933	P_1375_1
T14426	2	0	P_1403	34	1641596107	P_21
T2877	1	1	P_1455	33	1641596164	P_1375_1
T2878	1	1	P_268	34	1641596273	P_1118,P_1110_1
T2880	1	1	P_1268	33	1641596346	P_1375_1
T2881	1	1	P_299	33	1641596362	P_1299,P_1297_1
T2879	1	1	P_1244	33	1641596373	P_1375_1
T14427	2	0	P_1486	34	1641596467	P_21
T2882	1	1	P_1485	33	1641596579	P_1375_1
T2884	1	1	P_197	33	1641596688	P_1299,P_1297_1
T2883	1	1	P_1344	33	1641596713	P_1299,P_1297_1
T14428	2	0	P_1510	34	1641596745	P_34
T2885	1	1	P_411	34	1641597040	P_1118,P_1110_1
T14429	1	0	P_1509	34	1641597191	P_34
T2887	1	1	P_202	33	1641597538	P_1299,P_1297_1
T14430	2	0	P_835	34	1641597696	P_21
T2891	2	1	P_1351	34	1641597769	P_1118,P_1110_1
T2888	1	1	P_1127	33	1641597815	P_1299,P_1297_1
T2889	1	1	P_404	34	1641597829	P_1118,P_1110_1
T2886	1	1	P_945	33	1641597837	P_1375_1
T14431	1	0	P_946	34	1641597908	P_39
T2890	1	1	P_312	33	1641598274	P_1299,P_1297_1
T14432	1	0	P_204	34	1641598284	P_39
T2892	1	1	P_406	33	1641598605	P_1299,P_1297_1
T2894	1	1	P_303	33	1641598845	P_1299,P_1297_1
T14433	2	0	P_828	33	1641598952	P_998
T14438	2	0	P_828	33	1641598952	P_998
T2893	1	1	P_1511	33	1641598964	P_1375_1
T2896	1	1	P_277	33	1641598982	P_1299,P_1297_1
T14434	1	0	P_205	34	1641598986	P_34
T2895	1	1	P_520	33	1641598992	P_1299,P_1297_1
T14435	1	0	P_197	34	1641599209	P_34
T14436	2	0	P_827	34	1641599386	P_21
T2898	1	1	P_54	33	1641599430	P_1299,P_1297_1
T2897	1	1	P_198	33	1641599557	P_1299,P_1297_1
T14437	1	0	P_1454	34	1641599758	P_34
T2899	1	1	P_199	33	1641599824	P_1299,P_1297_1
T2902	1	1	P_229	33	1641600237	P_1299,P_1297_1
T2900	1	1	P_196	33	1641600250	P_1299,P_1297_1
T2901	1	1	P_92	34	1641600267	P_1118,P_1110_1
T14439	1	0	P_1455	34	1641600351	P_34
T2906	1	1	P_103	33	1641600445	P_1299,P_1297_1
T14440	1	0	P_1268	34	1641600502	P_34
T2903	1	1	P_317	33	1641600681	P_1299,P_1297_1
T2910	1	1	P_1126	33	1641600770	P_1299,P_1297_1
T2905	1	1	P_1208	33	1641600792	P_1375_1
T2907	1	1	P_195	33	1641600857	P_1299,P_1297_1
T2908	1	1	P_791	33	1641600909	P_1375_1
T2904	1	1	P_412	33	1641600923	P_1299,P_1297_1
T14441	1	0	P_300	34	1641601035	P_39
T14442	1	0	P_198	34	1641601197	P_39
T2914	1	1	P_1132	33	1641601276	P_1299,P_1297_1
T2909	1	1	P_860	33	1641601307	P_1375_1
T2912	1	1	P_271	33	1641601403	P_1299,P_1297_1
T14443	1	0	P_200	34	1641601453	P_34
T2911	1	1	P_1509	33	1641601603	P_1375_1
T2916	1	1	P_518	33	1641601639	P_1299,P_1297_1
T2913	1	1	P_302	33	1641601683	P_1299,P_1297_1
T2915	1	1	P_206	33	1641601760	P_1299,P_1297_1
T2918	1	1	P_275	33	1641601813	P_1299,P_1297_1
T14444	1	0	P_953	34	1641601822	P_34
T2917	1	1	P_57	33	1641601986	P_1299,P_1297_1
T2923	1	1	P_666	33	1641602171	P_1375_1
T2920	1	1	P_1448	33	1641602370	P_1375_1
T14445	1	0	P_1485	34	1641602387	P_34
T2919	1	1	P_407	33	1641602478	P_1299,P_1297_1
T2922	1	1	P_1207	33	1641602719	P_1375_1
T2921	1	1	P_305	33	1641602753	P_1299,P_1297_1
T14446	1	0	P_312	34	1641602861	P_34
T14447	1	0	P_206	34	1641602998	P_34
T14448	1	0	P_1126	34	1641603120	P_34
T2924	2	1	P_320	33	1641603154	P_1299,P_1297_1
T2925	1	1	P_318	33	1641603158	P_1299,P_1297_1
T14449	1	0	P_1498	34	1641603263	P_39
T14450	2	0	P_412	34	1641603425	P_34
T2928	1	1	P_263	33	1641603495	P_1299,P_1297_1
