aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T1780	1	1	P_199	15	1641366205	P_565_1,P_563_1
T13256	1	0	P_1485	15	1641366257	P_1532
T1783	1	1	P_1350	15	1641366270	P_565_1,P_563_1
T13257	1	0	P_92	16	1641366357	P_1037
T13258	1	0	P_297	16	1641366404	P_1037
T1782	1	1	P_268	15	1641366515	P_565_1,P_563_1
T13259	1	0	P_197	15	1641366537	P_1541
T1781	1	1	P_99	15	1641366538	P_565_1,P_563_1
T13260	1	0	P_207	16	1641366680	P_505
T13261	1	0	P_1127	16	1641366801	P_1037
T13262	1	0	P_198	16	1641366908	P_1037
T1785	1	1	P_263	15	1641366918	P_565_1,P_563_1
T1784	1	1	P_95	15	1641366991	P_565_1,P_563_1
T1787	1	1	P_304	15	1641367032	P_565_1,P_563_1
T13263	1	0	P_1244	16	1641367070	P_1037
T1786	1	1	P_308	15	1641367074	P_565_1,P_563_1
T13264	2	0	P_1044	16	1641367163	P_1033
T13265	1	0	P_309	15	1641367285	P_1541
T1789	1	1	P_957	15	1641367306	P_572_1,P_575_1
T13266	1	0	P_311	16	1641367409	P_1037
T1790	1	1	P_300	15	1641367459	P_565_1,P_563_1
T1788	1	1	P_307	15	1641367508	P_565_1,P_563_1
T13267	1	0	P_103	16	1641367564	P_1037
T1791	1	1	P_521	15	1641367604	P_565_1,P_563_1
T1792	1	1	P_206	15	1641367658	P_565_1,P_563_1
T13268	2	0	P_1046	15	1641367691	P_1541
T13269	1	0	P_195	16	1641367790	P_1037
T1794	1	1	P_317	15	1641367801	P_565_1,P_563_1
T1793	1	1	P_124	15	1641367820	P_565_1,P_563_1
T13270	1	0	P_96	16	1641367929	P_1037
T13271	1	0	P_277	15	1641368066	P_1541
T13272	1	0	P_408	16	1641368169	P_1037
T13273	2	0	P_273	15	1641368296	P_1544
T1795	1	1	P_312	15	1641368354	P_565_1,P_563_1
T13274	1	0	P_531	16	1641368403	P_1037
T1796	1	1	P_306	15	1641368495	P_565_1,P_563_1
T1798	1	1	P_1132	15	1641368499	P_565_1,P_563_1
T13275	1	0	P_206	16	1641368520	P_1037
T13276	1	0	P_199	16	1641368629	P_1037
T1797	1	1	P_313	15	1641368711	P_565_1,P_563_1
T13277	2	0	P_123	16	1641368789	P_1033
T1799	1	1	P_305	15	1641368890	P_565_1,P_563_1
T13278	1	0	P_263	15	1641368927	P_1541
T1800	1	1	P_1130	15	1641368946	P_565_1,P_563_1
T13279	1	0	P_112	16	1641369020	P_505
T13280	1	0	P_264	16	1641369122	P_1037
T13281	1	0	P_90	16	1641369259	P_1037
T1801	2	1	P_319	15	1641369336	P_565_1,P_563_1
T13282	1	0	P_97	16	1641369363	P_505
T1802	1	1	P_204	15	1641369396	P_565_1,P_563_1
T1803	1	1	P_297	15	1641369409	P_565_1,P_563_1
T13283	1	0	P_265	16	1641369511	P_1037
T13284	2	0	P_412	16	1641369596	P_1037
T13285	1	0	P_98	16	1641369749	P_1037
T1817	2	1	P_824	16	1641369793	P_5_1,P_11
T13286	2	0	P_297	16	1641369915	P_1033
T1804	1	1	P_1138	15	1641369987	P_565_1,P_563_1
T13287	1	0	P_528	16	1641370092	P_1037
T1808	1	1	P_318	15	1641370271	P_565_1,P_563_1
T13288	1	0	P_308	16	1641370297	P_505
T1805	1	1	P_207	15	1641370302	P_565_1,P_563_1
T13289	1	0	P_99	16	1641370426	P_505
T1807	2	1	P_299	15	1641370482	P_565_1,P_563_1
T13290	1	0	P_100	15	1641370568	P_1541
T1806	1	1	P_86	15	1641370588	P_565_1,P_563_1
T13291	1	0	P_409	16	1641370702	P_1037
T13292	2	0	P_1425	16	1641370838	P_1033
T1809	1	1	P_198	15	1641370887	P_565_1,P_563_1
