aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T4255	1	1	P_196	33	1641938428	P_1299,P_1297_1
T4254	1	1	P_1510	33	1641938606	P_1375_1
T4258	2	1	P_1402	34	1641938645	P_1118,P_1110_1
T4256	1	1	P_741	33	1641938881	P_1375_1
T4257	1	1	P_1360	33	1641938942	P_1299,P_1297_1
T4259	1	1	P_946	33	1641939059	P_1375_1
T4260	1	1	P_308	33	1641939208	P_1299,P_1297_1
T4261	1	1	P_278	34	1641939737	P_1118,P_1110_1
T4264	1	1	P_520	33	1641939752	P_1299,P_1297_1
T4262	1	1	P_965	33	1641939866	P_1375_1
T4263	1	1	P_306	33	1641939967	P_1299,P_1297_1
T15820	2	0	P_1483	34	1641939981	P_21
T4267	1	1	P_1498	33	1641940187	P_1375_1
T4265	1	1	P_409	33	1641940197	P_1299,P_1297_1
T4266	1	1	P_309	33	1641940328	P_1299,P_1297_1
T4268	1	1	P_206	33	1641940377	P_1299,P_1297_1
T4270	1	1	P_96	34	1641940465	P_1118,P_1110_1
T4269	1	1	P_197	33	1641940528	P_1299,P_1297_1
T4276	1	1	P_205	33	1641940942	P_1299,P_1297_1
T4273	1	1	P_410	33	1641940965	P_1299,P_1297_1
T4271	1	1	P_310	33	1641941039	P_1299,P_1297_1
T15821	1	0	P_1273	34	1641941080	P_39
T4272	1	1	P_263	34	1641941126	P_1118,P_1110_1
T4274	1	1	P_92	33	1641941295	P_1299,P_1297_1
T4275	1	1	P_199	34	1641941512	P_1118,P_1110_1
T4277	1	1	P_232	34	1641941772	P_1118,P_1110_1
T4278	1	1	P_1132	34	1641941808	P_1118,P_1110_1
T4279	1	1	P_1129	33	1641941849	P_1299,P_1297_1
T4281	1	1	P_55	33	1641942073	P_1299,P_1297_1
T4280	1	1	P_134	33	1641942281	P_1299,P_1297_1
T4282	2	1	P_828	33	1641942369	P_1375_1
T15822	2	0	P_1511	34	1641942447	P_21
T4284	1	1	P_280	33	1641942570	P_1299,P_1297_1
T4283	1	1	P_1128	33	1641942696	P_1299,P_1297_1
T15827	1	0	P_1455	34	1641943189	P_34
T15823	1	0	P_54	34	1641943337	P_39
T4285	1	1	P_1509	33	1641943442	P_1375_1
T15824	1	0	P_55	34	1641943681	P_34
T4287	1	1	P_300	33	1641943730	P_1299,P_1297_1
T4286	1	1	P_1127	34	1641943918	P_1118,P_1110_1
T4288	1	1	P_279	33	1641944164	P_1299,P_1297_1
T15825	2	0	P_827	34	1641944335	P_21
T4289	1	1	P_534	33	1641944538	P_1299,P_1297_1
T15826	1	0	P_520	34	1641944742	P_39
T4290	1	1	P_118	33	1641944751	P_1299,P_1297_1
T4293	1	1	P_319	33	1641944761	P_1299,P_1297_1
T4291	1	1	P_297	33	1641944763	P_1299,P_1297_1
T4292	1	1	P_97	33	1641945075	P_1299,P_1297_1
T15828	1	0	P_1453	34	1641945230	P_34
T4294	1	1	P_1003	34	1641945504	P_1118,P_1110_1
T15829	1	0	P_946	34	1641945686	P_39
T4296	1	1	P_304	33	1641945924	P_1299,P_1297_1
T4295	1	1	P_271	34	1641945952	P_1118,P_1110_1
T4300	1	1	P_1130	33	1641946136	P_1299,P_1297_1
T4297	1	1	P_408	33	1641946192	P_1299,P_1297_1
T4299	1	1	P_1131	33	1641946244	P_1299,P_1297_1
T4298	1	1	P_308	33	1641946411	P_1299,P_1297_1
T15830	1	0	P_306	34	1641946784	P_34
T4303	1	1	P_198	33	1641946800	P_1299,P_1297_1
T4301	1	1	P_1203	33	1641946818	P_1375_1
T4305	2	1	P_835	33	1641946948	P_1375_1
T4304	1	1	P_521	33	1641946994	P_1299,P_1297_1
T15831	1	0	P_965	34	1641947060	P_34
T4302	1	1	P_406	33	1641947066	P_1299,P_1297_1
T4306	1	1	P_99	33	1641947169	P_1299,P_1297_1
T15832	1	0	P_196	34	1641947260	P_34
T4311	1	1	P_86	33	1641947297	P_1299,P_1297_1
T4309	1	1	P_276	33	1641947368	P_1299,P_1297_1
T15833	1	0	P_1498	34	1641947376	P_39
T4308	1	1	P_110	33	1641947449	P_1299,P_1297_1
T4312	1	1	P_1126	33	1641947517	P_1299,P_1297_1
T4310	1	1	P_265	33	1641947542	P_1299,P_1297_1
T15834	2	0	P_1128	34	1641947634	P_21
T4307	1	1	P_1205	33	1641947681	P_1375_1
T15835	1	0	P_280	34	1641947828	P_34
T4313	1	1	P_124	33	1641947930	P_1299,P_1297_1
T4314	1	1	P_109	33	1641948065	P_1299,P_1297_1
T15836	1	0	P_1485	34	1641948186	P_34
T15837	1	0	P_206	34	1641948352	P_34
T4315	1	1	P_797	33	1641948396	P_1375_1
T15838	1	0	P_300	34	1641948470	P_34
T15839	1	0	P_1509	34	1641948784	P_39
T4316	1	1	P_404	33	1641948853	P_1299,P_1297_1
T15840	1	0	P_197	34	1641948980	P_34
T4320	1	1	P_91	33	1641949146	P_1299,P_1297_1
T4317	1	1	P_1208	33	1641949150	P_1375_1
