aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T14861	1	0	P_1204	34	1641700964	P_34
T3374	1	1	P_802	33	1641701007	P_1375_1
T3376	1	1	P_1511	33	1641701187	P_1375_1
T14862	1	0	P_204	34	1641701452	P_34
T3377	2	1	P_517	33	1641701499	P_1299,P_1297_1
T14863	1	0	P_91	34	1641701566	P_34
T3378	1	1	P_266	33	1641701622	P_1299,P_1297_1
T3380	1	1	P_275	33	1641701675	P_1299,P_1297_1
T14864	2	0	P_1129	34	1641701678	P_21
T3379	1	1	P_850	33	1641701837	P_1375_1
T3381	1	1	P_945	33	1641701886	P_1375_1
T14865	1	0	P_267	34	1641701977	P_34
T14866	1	0	P_303	34	1641702127	P_34
T14867	1	0	P_277	34	1641702306	P_34
T3383	1	1	P_278	33	1641702320	P_1299,P_1297_1
T14868	1	0	P_117	34	1641702441	P_34
T3382	1	1	P_118	33	1641702450	P_1299,P_1297_1
T14869	1	0	P_202	34	1641702600	P_39
T3386	1	1	P_1131	33	1641702810	P_1299,P_1297_1
T3384	1	1	P_1005	33	1641702877	P_1299,P_1297_1
T3385	1	1	P_520	33	1641702939	P_1299,P_1297_1
T14870	1	0	P_279	34	1641702939	P_39
T3387	1	1	P_1130	33	1641703073	P_1299,P_1297_1
T14871	1	0	P_265	34	1641703077	P_34
T14872	1	0	P_310	34	1641703197	P_39
T14873	1	0	P_269	34	1641703329	P_34
T14874	1	0	P_266	34	1641703542	P_34
T3388	1	1	P_1509	33	1641703635	P_1375_1
T3390	1	1	P_532	33	1641703811	P_1299,P_1297_1
T3391	1	1	P_264	33	1641703824	P_1299,P_1297_1
T3393	2	1	P_297	33	1641703893	P_1299,P_1297_1
T3389	2	1	P_1272	33	1641703919	P_1375_1
T14875	1	0	P_103	34	1641703932	P_34
T3392	1	1	P_312	33	1641704123	P_1299,P_1297_1
T3394	2	1	P_102	33	1641704625	P_1299,P_1297_1
T3395	2	1	P_828	33	1641704723	P_1375_1
T14876	1	0	P_263	34	1641704787	P_34
T14877	1	0	P_195	34	1641704852	P_39
T14878	1	0	P_200	34	1641705011	P_34
T3396	1	1	P_1499	33	1641705026	P_1375_1
T3398	1	1	P_100	33	1641705083	P_1299,P_1297_1
T14879	1	0	P_275	34	1641705257	P_39
T3397	1	1	P_311	33	1641705291	P_1299,P_1297_1
