aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T17803	1	0	P_200	34	1642478554	P_39
T17804	2	0	P_298	34	1642478763	P_34
T6314	1	1	P_103	33	1642478805	P_1299,P_1297_1
T6312	1	1	P_311	33	1642478922	P_1299,P_1297_1
T17805	1	0	P_1207	34	1642478963	P_34
T6313	1	1	P_124	33	1642478973	P_1299,P_1297_1
T17806	1	0	P_738	33	1642479014	P_912
T6315	1	1	P_408	33	1642479166	P_1299,P_1297_1
T17807	1	0	P_1130	34	1642479213	P_39
T6316	1	1	P_308	33	1642479293	P_1299,P_1297_1
T17808	2	0	P_273	34	1642479343	P_21
T17809	1	0	P_858	33	1642479553	P_912
T6317	2	1	P_1239	33	1642479677	P_1375_1
T6319	1	1	P_848	33	1642479717	P_1375_1
T6318	2	1	P_299	33	1642479861	P_1299,P_1297_1
T17810	1	0	P_1453	33	1642479883	P_912
T6320	1	1	P_195	33	1642480019	P_1299,P_1297_1
T6321	1	1	P_96	33	1642480204	P_1299,P_1297_1
T17811	1	0	P_277	34	1642480325	P_39
T6322	1	1	P_301	33	1642480409	P_1299,P_1297_1
T17812	1	0	P_300	34	1642480603	P_34
T6323	1	1	P_309	33	1642480812	P_1299,P_1297_1
T6324	1	1	P_268	33	1642480820	P_1299,P_1297_1
T6325	1	1	P_1005	33	1642480829	P_1299,P_1297_1
T17813	2	0	P_827	33	1642480960	P_998
T6326	1	1	P_534	33	1642481129	P_1299,P_1297_1
T17814	1	0	P_267	34	1642481396	P_34
T17815	1	0	P_53	34	1642481576	P_34
T17816	1	0	P_1193	33	1642481710	P_912
T6327	2	1	P_1044	33	1642481739	P_1299,P_1297_1
T6328	1	1	P_99	33	1642481819	P_1299,P_1297_1
T6329	1	1	P_1528	33	1642482014	P_1375_1
T6330	1	1	P_200	33	1642482271	P_1299,P_1297_1
T6334	2	1	P_298	33	1642482284	P_1299,P_1297_1
T6331	1	1	P_1479	33	1642482293	P_1375_1
T17817	1	0	P_197	34	1642482459	P_34
T6333	1	1	P_264	33	1642482650	P_1299,P_1297_1
T6332	1	1	P_312	33	1642482743	P_1299,P_1297_1
T17818	1	0	P_101	34	1642482746	P_34
T6338	1	1	P_796	33	1642482827	P_1375_1
T17819	1	0	P_278	34	1642482920	P_34
T6335	1	1	P_1127	33	1642482925	P_1299,P_1297_1
T17820	1	0	P_305	34	1642483112	P_39
T6336	1	1	P_1529	33	1642483144	P_1375_1
T17821	1	0	P_204	34	1642483265	P_34
T6337	1	1	P_1453	33	1642483353	P_1375_1
T6339	1	1	P_1128	33	1642483409	P_1299,P_1297_1
T6340	1	1	P_279	33	1642483482	P_1299,P_1297_1
T17822	1	0	P_207	34	1642483550	P_34
T17823	1	0	P_127	34	1642483711	P_34
T17824	1	0	P_280	34	1642483845	P_34
T6341	1	1	P_787	33	1642483861	P_1375_1
T6342	1	1	P_109	33	1642483982	P_1299,P_1297_1
T17825	1	0	P_1132	34	1642483990	P_34
T17826	1	0	P_412	34	1642484135	P_39
T6343	1	1	P_1344	33	1642484207	P_1299,P_1297_1
T17827	1	0	P_310	34	1642484351	P_34
T6346	2	1	P_273	33	1642484452	P_1299,P_1297_1
T17828	1	0	P_112	34	1642484458	P_34
T6345	1	1	P_935	33	1642484525	P_1375_1
T6348	1	1	P_1130	33	1642484575	P_1299,P_1297_1
T6344	1	1	P_302	33	1642484774	P_1299,P_1297_1
T17829	1	0	P_309	34	1642484896	P_34
T6349	1	1	P_232	33	1642484928	P_1299,P_1297_1
T6351	1	1	P_277	33	1642484981	P_1299,P_1297_1
T6347	1	1	P_1522	33	1642485015	P_1375_1
T17830	1	0	P_1255	33	1642485080	P_912
T6350	1	1	P_300	33	1642485146	P_1299,P_1297_1
T17831	1	0	P_301	33	1642485217	P_1163
T17832	1	0	P_96	34	1642485328	P_34
T17833	1	0	P_1528	33	1642485427	P_912
T17834	1	0	P_1448	33	1642485621	P_912
T17835	1	0	P_532	34	1642485721	P_39
T17836	1	0	P_787	33	1642485886	P_912
T17837	2	0	P_273	34	1642485991	P_21
T6352	1	1	P_278	33	1642486010	P_1299,P_1297_1
T17838	1	0	P_1131	34	1642486165	P_34
T17839	1	0	P_57	34	1642486350	P_34
T17840	1	0	P_1278	33	1642486474	P_912
T6353	1	1	P_197	33	1642486667	P_1299,P_1297_1
T17841	1	0	P_88	34	1642487124	P_34
T17842	1	0	P_279	33	1642487324	P_1163
T6354	1	1	P_310	33	1642487415	P_1299,P_1297_1
T17843	1	0	P_1406	33	1642487436	P_912
T17844	1	0	P_405	34	1642487572	P_34
T6355	1	1	P_412	33	1642487644	P_1299,P_1297_1
T6356	1	1	P_202	33	1642487801	P_1299,P_1297_1
T17845	1	0	P_311	34	1642487923	P_34
T17846	1	0	P_404	33	1642488166	P_1163
T6357	1	1	P_303	33	1642488210	P_1299,P_1297_1
T6358	1	1	P_205	33	1642488341	P_1299,P_1297_1
T6360	1	1	P_531	33	1642488499	P_1299,P_1297_1
T6359	1	1	P_309	33	1642488587	P_1299,P_1297_1
T17847	1	0	P_1126	34	1642488703	P_34
T17848	1	0	P_265	34	1642488984	P_34
T17849	1	0	P_957	33	1642489194	P_912
