aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T1722	1	1	P_207	33	1641355260	P_1299,P_1297_1
T1721	2	1	P_1511	33	1641355314	P_1375_1
T13187	1	0	P_57	34	1641355439	P_34
T13188	1	0	P_196	34	1641355636	P_34
T1723	1	1	P_850	15	1641355662	P_572_1,P_575_1
T1725	1	1	P_279	15	1641356023	P_565_1,P_563_1
T1724	1	1	P_195	15	1641356091	P_565_1,P_563_1
T13189	1	0	P_197	34	1641356371	P_34
T1726	1	1	P_787	15	1641356462	P_572_1,P_575_1
T1727	1	1	P_1127	15	1641356477	P_565_1,P_563_1
T1730	2	1	P_56	15	1641356656	P_565_1,P_563_1
T13190	1	0	P_312	16	1641356764	P_1037
T1728	1	1	P_267	15	1641356842	P_565_1,P_563_1
T13191	2	0	P_297	16	1641356891	P_1033
T1729	1	1	P_199	15	1641356974	P_565_1,P_563_1
T13192	2	0	P_273	15	1641357032	P_1541
T13193	1	0	P_118	16	1641357103	P_1037
T13194	1	0	P_1399	16	1641357218	P_1037
T13195	1	0	P_91	16	1641357342	P_1037
T1732	1	1	P_205	15	1641357369	P_565_1,P_563_1
T1731	1	1	P_110	15	1641357377	P_565_1,P_563_1
T13196	1	0	P_198	15	1641357466	P_1541
T13197	1	0	P_1015	16	1641357621	P_1037
T13198	1	0	P_1523	16	1641357733	P_505
T1734	1	1	P_304	15	1641357796	P_565_1,P_563_1
T1733	1	1	P_106	15	1641357798	P_565_1,P_563_1
T13199	1	0	P_610	15	1641357876	P_1532
T13200	2	0	P_824	16	1641357925	P_1033
T13201	1	0	P_277	16	1641358150	P_1037
T13202	1	0	P_202	16	1641358280	P_505
T13203	1	0	P_278	15	1641358371	P_1541
T13204	1	0	P_265	16	1641358453	P_1037
T1735	2	1	P_108	15	1641358560	P_565_1,P_563_1
T13205	1	0	P_1003	16	1641358595	P_505
T1736	1	1	P_311	15	1641358675	P_565_1,P_563_1
T13206	2	0	P_102	16	1641358722	P_1033
T13207	1	0	P_858	16	1641358892	P_505
T13208	1	0	P_267	16	1641359019	P_1037
T13209	1	0	P_264	16	1641359176	P_1037
T13210	1	0	P_310	16	1641359302	P_1037
T1738	2	1	P_270	15	1641359337	P_565_1,P_563_1
T1737	1	1	P_266	15	1641359349	P_565_1,P_563_1
T13211	1	0	P_207	15	1641359451	P_1541
T13212	1	0	P_275	16	1641359531	P_1037
T1739	1	1	P_97	15	1641359575	P_565_1,P_563_1
T1740	2	1	P_835	15	1641359579	P_572_1,P_575_1
T13213	1	0	P_309	16	1641359700	P_505
T13214	1	0	P_313	16	1641359848	P_1037
T13215	1	0	P_205	16	1641360002	P_1037
T1741	1	1	P_864	15	1641360014	P_572_1,P_575_1
T1746	1	1	P_53	15	1641360086	P_565_1,P_563_1
T1743	1	1	P_263	15	1641360181	P_565_1,P_563_1
T13216	1	0	P_98	16	1641360199	P_1037
T1744	1	1	P_301	15	1641360292	P_565_1,P_563_1
T1747	2	1	P_1131	15	1641360367	P_565_1,P_563_1
T13217	1	0	P_195	16	1641360370	P_1037
T1742	1	1	P_862	15	1641360402	P_572_1,P_575_1
T1745	1	1	P_860	15	1641360486	P_572_1,P_575_1
T13218	1	0	P_279	16	1641360530	P_1037
T13219	1	0	P_199	16	1641360660	P_1037
T1750	1	1	P_57	15	1641360695	P_565_1,P_563_1
T13220	1	0	P_311	16	1641360787	P_1037
T1753	2	1	P_297	15	1641360793	P_565_1,P_563_1
T13221	1	0	P_303	16	1641360929	P_1037
T1748	1	1	P_802	15	1641361005	P_572_1,P_575_1
T1751	1	1	P_312	15	1641361097	P_565_1,P_563_1
T1752	1	1	P_1244	15	1641361120	P_572_1,P_575_1
T13222	1	0	P_302	16	1641361149	P_1037
T1749	1	1	P_96	15	1641361228	P_565_1,P_563_1
T13223	1	0	P_86	16	1641361287	P_1037
T1757	1	1	P_202	15	1641361424	P_565_1,P_563_1
T13224	1	0	P_1235	16	1641361451	P_1037
T1754	1	1	P_118	15	1641361514	P_565_1,P_563_1
T13225	1	0	P_304	16	1641361659	P_1037
T1756	1	1	P_1003	15	1641361678	P_565_1,P_563_1
T1755	1	1	P_1015	15	1641361790	P_565_1,P_563_1
T13226	1	0	P_206	16	1641361878	P_505
T1758	1	1	P_197	15	1641361890	P_565_1,P_563_1
T13227	1	0	P_308	15	1641362068	P_1541
T1759	1	1	P_1005	15	1641362111	P_565_1,P_563_1
T13228	1	0	P_204	16	1641362268	P_1037
T1762	1	1	P_277	15	1641362371	P_565_1,P_563_1
T13229	1	0	P_520	16	1641362479	P_1037
T1760	1	1	P_91	15	1641362526	P_565_1,P_563_1
T13230	1	0	P_95	16	1641362590	P_1037
T1761	1	1	P_663	15	1641362662	P_572_1,P_575_1
T13231	1	0	P_306	16	1641362753	P_1037
T1763	2	1	P_827	15	1641362766	P_572_1,P_575_1
T1764	1	1	P_278	15	1641362798	P_565_1,P_563_1
T13232	2	0	P_1131	15	1641362885	P_1541
T13233	1	0	P_305	16	1641362950	P_505
T13234	1	0	P_300	16	1641363095	P_1037
T1766	1	1	P_1128	15	1641363140	P_565_1,P_563_1
T1765	2	1	P_102	15	1641363207	P_565_1,P_563_1
T13235	1	0	P_1190	16	1641363220	P_1037
T13236	1	0	P_263	15	1641363402	P_1541
T13237	2	0	P_299	16	1641363520	P_1033
T13238	1	0	P_317	16	1641363674	P_1037
T13239	1	0	P_124	16	1641363801	P_1037
T13240	1	0	P_312	16	1641363933	P_1037
T13241	1	0	P_307	16	1641364044	P_505
T1768	1	1	P_267	15	1641364171	P_565_1,P_563_1
T13242	2	0	P_105	16	1641364189	P_1037
T1767	1	1	P_196	15	1641364223	P_565_1,P_563_1
T13243	2	0	P_320	16	1641364330	P_1033
T13244	1	0	P_266	16	1641364486	P_1037
T1769	1	1	P_264	15	1641364533	P_565_1,P_563_1
T13245	1	0	P_1130	16	1641364670	P_505
T1771	1	1	P_309	15	1641364729	P_565_1,P_563_1
T13246	1	0	P_1132	16	1641364770	P_1037
T1770	1	1	P_864	15	1641364809	P_572_1,P_575_1
T13247	1	0	P_196	15	1641364989	P_433
T1772	1	1	P_195	15	1641365082	P_565_1,P_563_1
T13248	1	0	P_202	16	1641365107	P_1037
T13249	1	0	P_791	16	1641365218	P_1037
T13250	1	0	P_318	16	1641365341	P_1037
T1774	1	1	P_207	15	1641365350	P_565_1,P_563_1
T1773	1	1	P_98	15	1641365435	P_565_1,P_563_1
T1776	1	1	P_303	15	1641365443	P_565_1,P_563_1
T13251	1	0	P_301	15	1641365478	P_433
T1778	2	1	P_273	15	1641365556	P_565_1,P_563_1
T13252	1	0	P_1138	15	1641365587	P_1541
T1777	1	1	P_198	15	1641365588	P_565_1,P_563_1
T1775	1	1	P_311	15	1641365610	P_565_1,P_563_1
T13253	1	0	P_407	16	1641365716	P_1037
T1779	1	1	P_265	15	1641365772	P_565_1,P_563_1
T13254	1	0	P_278	16	1641365880	P_1037
T13255	1	0	P_1003	16	1641365979	P_505
