aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T8222	1	1	P_308	33	1642975492	P_1299,P_1297_1
T8224	1	1	P_1268	33	1642975607	P_1375_1
T8225	2	1	P_823	33	1642975775	P_1375_1
T8226	1	1	P_311	33	1642975849	P_1299,P_1297_1
T8227	1	1	P_406	33	1642976176	P_1299,P_1297_1
T19784	2	0	P_1272	33	1642976195	P_998
T8228	1	1	P_207	33	1642976421	P_1299,P_1297_1
T8230	1	1	P_96	33	1642976424	P_1299,P_1297_1
T8232	1	1	P_1128	33	1642976515	P_1299,P_1297_1
T8234	1	1	P_271	33	1642976953	P_1299,P_1297_1
T8229	1	1	P_300	33	1642976966	P_1299,P_1297_1
T8238	2	1	P_1351	34	1642976988	P_1118,P_1110_1
T8233	1	1	P_263	33	1642977049	P_1299,P_1297_1
T19785	1	0	P_965	33	1642977237	P_912
T8237	1	1	P_206	33	1642977459	P_1299,P_1297_1
T8231	1	1	P_309	33	1642977462	P_1299,P_1297_1
T8235	1	1	P_1499	33	1642977522	P_1375_1
T8240	1	1	P_1127	33	1642977576	P_1299,P_1297_1
T8239	1	1	P_310	33	1642977624	P_1299,P_1297_1
T8241	1	1	P_411	33	1642977728	P_1299,P_1297_1
T8236	1	1	P_1344	33	1642977739	P_1299,P_1297_1
T8242	1	1	P_266	33	1642978318	P_1299,P_1297_1
T8243	1	1	P_109	33	1642978547	P_1299,P_1297_1
T8244	1	1	P_97	33	1642978583	P_1299,P_1297_1
T8245	1	1	P_534	33	1642978930	P_1299,P_1297_1
T8246	1	1	P_791	33	1642979272	P_1375_1
T8247	1	1	P_802	33	1642979511	P_1375_1
T8249	1	1	P_862	33	1642979524	P_1375_1
T8248	1	1	P_196	33	1642979580	P_1299,P_1297_1
T8251	2	1	P_828	33	1642979624	P_1375_1
T8252	1	1	P_965	33	1642979898	P_1375_1
T8250	1	1	P_1406	33	1642979910	P_1375_1
T8253	1	1	P_54	33	1642979986	P_1299,P_1297_1
T8255	1	1	P_302	33	1642980191	P_1299,P_1297_1
T8256	1	1	P_198	33	1642980312	P_1299,P_1297_1
T8254	1	1	P_1485	33	1642980418	P_1375_1
T8257	1	1	P_521	33	1642980530	P_1299,P_1297_1
T8258	1	1	P_200	33	1642981034	P_1299,P_1297_1
T8259	1	1	P_304	33	1642981247	P_1299,P_1297_1
T8260	1	1	P_298	33	1642981262	P_1299,P_1297_1
T19786	1	0	P_520	33	1642981529	P_1163
T8261	1	1	P_88	33	1642981651	P_1299,P_1297_1
T8263	1	1	P_53	33	1642981732	P_1299,P_1297_1
T8262	1	1	P_410	33	1642981819	P_1299,P_1297_1
T19787	1	0	P_1454	33	1642981869	P_912
T8265	1	1	P_1126	33	1642981955	P_1299,P_1297_1
T19788	1	0	P_1510	33	1642982121	P_912
T19789	1	0	P_54	33	1642982319	P_1163
T8267	1	1	P_57	33	1642982430	P_1299,P_1297_1
T8270	2	1	P_835	33	1642982574	P_1375_1
T8268	2	1	P_528	33	1642982665	P_1299,P_1297_1
T19790	1	0	P_1522	33	1642982705	P_912
T8266	1	1	P_1452	33	1642982818	P_1375_1
T8272	1	1	P_127	33	1642983018	P_1299,P_1297_1
T19791	2	0	P_1509	33	1642983041	P_998
T8271	1	1	P_303	33	1642983048	P_1299,P_1297_1
T8269	2	1	P_1349	33	1642983171	P_1299,P_1297_1
T8280	1	1	P_207	34	1642983202	P_1118,P_1110_1
T19792	1	0	P_1499	33	1642983211	P_912
T8279	2	1	P_55	34	1642983216	P_1118,P_1110_1
T8276	1	1	P_307	34	1642983327	P_1118,P_1110_1
T8275	1	1	P_412	34	1642983361	P_1118,P_1110_1
T8273	1	1	P_1261	33	1642983480	P_1375_1
T8274	1	1	P_1014	34	1642983494	P_1118,P_1110_1
T8278	1	1	P_1357	34	1642983625	P_1118,P_1110_1
T19793	1	0	P_534	33	1642983629	P_1163
T8281	1	1	P_265	34	1642983649	P_1118,P_1110_1
T19794	1	0	P_521	33	1642983829	P_1163
T19795	1	0	P_266	33	1642984029	P_1163
T19796	1	0	P_53	33	1642984144	P_1151
T8277	1	1	P_276	34	1642984191	P_1118,P_1110_1
T19797	1	0	P_1498	33	1642984308	P_912
T8282	1	1	P_305	34	1642984354	P_1118,P_1110_1
T19798	2	0	P_1128	34	1642984445	P_21
T8283	1	1	P_1003	34	1642984637	P_1118,P_1110_1
T8284	1	1	P_308	34	1642984754	P_1118,P_1110_1
T8285	1	1	P_275	34	1642984899	P_1118,P_1110_1
T8287	1	1	P_1130	33	1642984907	P_1299,P_1297_1
T8286	1	1	P_199	34	1642985088	P_1118,P_1110_1
T8289	1	1	P_297	33	1642985345	P_1299,P_1297_1
T8288	1	1	P_318	33	1642985370	P_1299,P_1297_1
T19799	1	0	P_197	33	1642985561	P_1163
T19800	1	0	P_98	33	1642985707	P_1163
T8291	1	1	P_268	33	1642985800	P_1299,P_1297_1
T8290	1	1	P_313	33	1642985843	P_1299,P_1297_1
T8293	1	1	P_1131	33	1642985847	P_1299,P_1297_1
T19801	1	0	P_300	33	1642985880	P_1163
T8296	1	1	P_277	33	1642985917	P_1299,P_1297_1
T8295	1	1	P_107	33	1642985974	P_1299,P_1297_1
