aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T19548	1	0	P_278	34	1642921208	P_34
T19549	1	0	P_300	34	1642921328	P_34
T8067	1	1	P_106	33	1642921394	P_1299,P_1297_1
T8069	1	1	P_266	33	1642921425	P_1299,P_1297_1
T19550	1	0	P_265	34	1642921459	P_34
T8068	1	1	P_1452	33	1642921572	P_1375_1
T19551	1	0	P_118	34	1642921605	P_34
T19552	1	0	P_319	34	1642921779	P_34
T8073	1	1	P_95	33	1642921852	P_1299,P_1297_1
T19553	1	0	P_199	34	1642921880	P_34
T8072	1	1	P_1131	33	1642921901	P_1299,P_1297_1
T8070	1	1	P_109	33	1642921971	P_1299,P_1297_1
T19554	1	0	P_200	34	1642922040	P_34
T8071	1	1	P_1360	33	1642922160	P_1299,P_1297_1
T19555	1	0	P_70	34	1642922201	P_34
T19556	1	0	P_101	34	1642922320	P_34
T19557	1	0	P_864	33	1642922462	P_912
T8074	2	1	P_823	33	1642922554	P_1375_1
T8075	1	1	P_276	33	1642922570	P_1299,P_1297_1
T19558	1	0	P_266	34	1642922596	P_34
T19559	1	0	P_53	34	1642922736	P_34
T19560	1	0	P_312	34	1642922893	P_34
T8076	1	1	P_207	33	1642922903	P_1299,P_1297_1
T19561	1	0	P_89	34	1642923052	P_39
T19562	1	0	P_56	34	1642923150	P_34
T19563	1	0	P_124	34	1642923283	P_34
T19564	1	0	P_280	34	1642923448	P_39
T8077	1	1	P_1127	33	1642923475	P_1299,P_1297_1
T19565	2	0	P_824	33	1642923603	P_998
T19566	1	0	P_1268	33	1642923878	P_912
T8079	1	1	P_264	33	1642923954	P_1299,P_1297_1
T8078	1	1	P_405	33	1642923988	P_1299,P_1297_1
T19567	1	0	P_109	34	1642924015	P_34
T8080	1	1	P_1203	33	1642924142	P_1375_1
T19568	1	0	P_1132	34	1642924208	P_34
T8081	1	1	P_1003	33	1642924315	P_1299,P_1297_1
T19569	1	0	P_103	34	1642924346	P_34
T8082	1	1	P_197	33	1642924477	P_1299,P_1297_1
T8083	1	1	P_275	33	1642924529	P_1299,P_1297_1
T8084	2	1	P_273	33	1642924578	P_1299,P_1297_1
T8086	1	1	P_96	33	1642924822	P_1299,P_1297_1
T8085	1	1	P_310	33	1642924959	P_1299,P_1297_1
T8087	2	1	P_605	33	1642925005	P_1375_1
T19570	2	0	P_298	34	1642925077	P_21
T19571	1	0	P_305	34	1642925419	P_34
T8088	1	1	P_195	33	1642925474	P_1299,P_1297_1
T8089	1	1	P_534	33	1642925504	P_1299,P_1297_1
T19572	2	0	P_306	34	1642925624	P_21
T8090	1	1	P_302	33	1642925670	P_1299,P_1297_1
T19573	1	0	P_521	34	1642925830	P_34
T19574	1	0	P_127	34	1642925933	P_34
T19575	1	0	P_275	34	1642926017	P_34
T8092	1	1	P_277	33	1642926081	P_1299,P_1297_1
T8091	1	1	P_303	33	1642926176	P_1299,P_1297_1
T19576	1	0	P_100	34	1642926206	P_34
T8094	1	1	P_57	33	1642926242	P_1299,P_1297_1
T19577	1	0	P_1015	34	1642926337	P_34
T19578	1	0	P_279	34	1642926468	P_34
T8095	1	1	P_265	33	1642926490	P_1299,P_1297_1
T8096	2	1	P_827	33	1642926560	P_1375_1
T19579	1	0	P_265	34	1642926592	P_34
T8093	1	1	P_304	33	1642926611	P_1299,P_1297_1
T19580	1	0	P_309	34	1642926710	P_34
T8097	1	1	P_54	33	1642926830	P_1299,P_1297_1
T19581	1	0	P_106	34	1642926852	P_34
T8099	1	1	P_268	33	1642927049	P_1299,P_1297_1
T19582	1	0	P_207	34	1642927189	P_39
