aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T2416	1	1	P_412	33	1641506640	P_1299,P_1297_1
T2417	1	1	P_406	33	1641506646	P_1299,P_1297_1
T2420	1	1	P_311	33	1641506747	P_1299,P_1297_1
T2419	1	1	P_207	34	1641506776	P_1118,P_1110_1
T2422	2	1	P_1046	34	1641506953	P_1118,P_1110_1
T2423	1	1	P_205	33	1641507225	P_1299,P_1297_1
T2424	1	1	P_946	33	1641507335	P_1375_1
T2426	1	1	P_1342	33	1641507507	P_1299,P_1297_1
T2425	1	1	P_1126	34	1641507691	P_1118,P_1110_1
T2430	1	1	P_1127	33	1641507826	P_1299,P_1297_1
T2427	1	1	P_300	33	1641507853	P_1299,P_1297_1
T2428	1	1	P_1498	33	1641508012	P_1375_1
T2429	1	1	P_277	34	1641508063	P_1118,P_1110_1
T13991	2	0	P_1509	34	1641508115	P_34
T2431	1	1	P_1354	33	1641508356	P_1299,P_1297_1
T2433	1	1	P_123	33	1641508371	P_1299,P_1297_1
T2432	1	1	P_1485	33	1641508412	P_1375_1
T2434	1	1	P_310	33	1641508618	P_1299,P_1297_1
T2435	1	1	P_1348	33	1641508794	P_1299,P_1297_1
T2436	1	1	P_55	34	1641508933	P_1118,P_1110_1
T2437	1	1	P_198	33	1641509149	P_1299,P_1297_1
T13992	2	0	P_823	34	1641509189	P_21
T2439	1	1	P_200	33	1641509236	P_1299,P_1297_1
T13993	2	0	P_1510	34	1641509407	P_21
T2438	1	1	P_275	34	1641509411	P_1118,P_1110_1
T2442	1	1	P_52	33	1641509442	P_1299,P_1297_1
T2440	1	1	P_1448	33	1641509525	P_1375_1
T13994	2	0	P_1427	34	1641509624	P_21
T2441	1	1	P_1268	33	1641509783	P_1375_1
T2443	1	1	P_410	33	1641509954	P_1299,P_1297_1
T2445	1	1	P_91	34	1641510087	P_1118,P_1110_1
T2444	1	1	P_1453	33	1641510198	P_1375_1
T2446	1	1	P_199	33	1641510207	P_1299,P_1297_1
T2449	1	1	P_124	33	1641510228	P_1299,P_1297_1
T2447	1	1	P_1418	33	1641510271	P_1375_1
T2448	1	1	P_409	33	1641510319	P_1299,P_1297_1
T13995	2	0	P_835	34	1641510329	P_34
T2450	1	1	P_1455	33	1641510497	P_1375_1
T2451	1	1	P_202	33	1641510643	P_1299,P_1297_1
T2454	1	1	P_269	33	1641510738	P_1299,P_1297_1
T2455	1	1	P_206	33	1641510744	P_1299,P_1297_1
T2452	1	1	P_196	34	1641510895	P_1118,P_1110_1
T2456	1	1	P_1129	33	1641510911	P_1299,P_1297_1
T13996	1	0	P_1511	34	1641511061	P_39
T2453	1	1	P_1399	33	1641511226	P_1375_1
T13997	1	0	P_200	34	1641511272	P_34
T2457	1	1	P_264	33	1641511371	P_1299,P_1297_1
T2458	1	1	P_404	33	1641511620	P_1299,P_1297_1
T13998	1	0	P_202	34	1641511975	P_34
T2459	1	1	P_95	33	1641512075	P_1299,P_1297_1
T2462	1	1	P_278	33	1641512093	P_1299,P_1297_1
T13999	1	0	P_196	34	1641512202	P_34
T2460	1	1	P_1278	33	1641512467	P_1375_1
T2461	1	1	P_953	33	1641512499	P_1375_1
T2469	2	1	P_1005	33	1641512601	P_1299,P_1297_1
T2464	1	1	P_309	33	1641512632	P_1299,P_1297_1
T2463	1	1	P_1454	33	1641512728	P_1375_1
T14000	1	0	P_91	34	1641512764	P_34
T2467	1	1	P_268	33	1641512780	P_1299,P_1297_1
T2466	1	1	P_306	33	1641512802	P_1299,P_1297_1
T2465	1	1	P_935	33	1641512954	P_1375_1
T2470	1	1	P_298	33	1641512966	P_1299,P_1297_1
T2471	1	1	P_521	33	1641513067	P_1299,P_1297_1
T2468	1	1	P_305	33	1641513099	P_1299,P_1297_1
T2474	1	1	P_98	34	1641513439	P_1118,P_1110_1
T2473	2	1	P_56	33	1641513452	P_1299,P_1297_1
T2472	1	1	P_308	33	1641513469	P_1299,P_1297_1
T2477	1	1	P_1128	34	1641513773	P_1118,P_1110_1
T14001	1	0	P_1453	34	1641513936	P_39
T2478	1	1	P_407	33	1641514014	P_1299,P_1297_1
T2479	1	1	P_313	33	1641514077	P_1299,P_1297_1
T2475	1	1	P_1208	33	1641514082	P_1375_1
T2476	2	1	P_1426	33	1641514148	P_1375_1
T2481	1	1	P_1358	33	1641514208	P_1299,P_1297_1
T14002	1	0	P_412	34	1641514333	P_34
T2482	1	1	P_118	33	1641514413	P_1299,P_1297_1
T2480	1	1	P_1203	33	1641514471	P_1375_1
T14003	1	0	P_946	34	1641514477	P_34
T2485	1	1	P_265	33	1641514564	P_1299,P_1297_1
T2484	1	1	P_311	33	1641514586	P_1299,P_1297_1
T2486	1	1	P_297	33	1641514802	P_1299,P_1297_1
T2483	1	1	P_1205	33	1641514837	P_1375_1
T14004	1	0	P_98	34	1641514898	P_39
T2487	1	1	P_310	33	1641515030	P_1299,P_1297_1
T14005	1	0	P_1508	34	1641515147	P_34
T2489	1	1	P_1138	33	1641515204	P_1299,P_1297_1
T2488	1	1	P_532	33	1641515353	P_1299,P_1297_1
T2490	1	1	P_408	33	1641515551	P_1299,P_1297_1
T2491	1	1	P_279	33	1641515577	P_1299,P_1297_1
T14006	1	0	P_1268	34	1641515792	P_34
T2494	1	1	P_198	33	1641515834	P_1299,P_1297_1
T2492	1	1	P_1124	33	1641515868	P_1299,P_1297_1
T14007	2	0	P_55	34	1641515950	P_21
T2495	1	1	P_205	33	1641515982	P_1299,P_1297_1
T2493	2	1	P_1273	33	1641516152	P_1375_1
T2496	1	1	P_1132	33	1641516177	P_1299,P_1297_1
T14008	2	0	P_1426	34	1641516263	P_21
T2500	2	1	P_1130	33	1641516517	P_1299,P_1297_1
T2499	1	1	P_57	33	1641516550	P_1299,P_1297_1
T14009	1	0	P_280	34	1641516579	P_34
T2497	1	1	P_232	33	1641516655	P_1299,P_1297_1
T14010	1	0	P_1132	34	1641516765	P_34
T2498	1	1	P_207	33	1641516798	P_1299,P_1297_1
T14011	2	0	P_1483	34	1641516921	P_21
T14012	1	0	P_56	34	1641517122	P_34
