aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T20353	1	0	P_1453	33	1643104959	P_912
T8880	1	1	P_301	33	1643105077	P_1299,P_1297_1
T8882	1	1	P_1005	33	1643105140	P_1299,P_1297_1
T8881	1	1	P_268	33	1643105163	P_1299,P_1297_1
T8883	1	1	P_279	33	1643105185	P_1299,P_1297_1
T8884	1	1	P_412	33	1643105365	P_1299,P_1297_1
T20354	1	0	P_202	34	1643105395	P_34
T20355	2	0	P_298	33	1643105499	P_994
T8886	1	1	P_118	33	1643105608	P_1299,P_1297_1
T8885	2	1	P_605	33	1643105611	P_1375_1
T20356	1	0	P_197	34	1643105702	P_39
T20357	2	0	P_270	34	1643105822	P_21
T20358	1	0	P_98	34	1643105974	P_34
T8888	2	1	P_827	33	1643106042	P_1375_1
T20359	1	0	P_935	33	1643106086	P_912
T8887	1	1	P_309	33	1643106189	P_1299,P_1297_1
T20360	1	0	P_310	34	1643106208	P_34
T20361	1	0	P_206	34	1643106331	P_34
T8890	1	1	P_278	33	1643106338	P_1299,P_1297_1
T8889	1	1	P_106	33	1643106362	P_1299,P_1297_1
T20362	1	0	P_312	34	1643106463	P_39
T20363	1	0	P_134	34	1643106618	P_34
T20364	1	0	P_276	34	1643106740	P_39
T8891	1	1	P_275	33	1643106813	P_1299,P_1297_1
T20365	1	0	P_308	34	1643106853	P_34
T20366	1	0	P_264	34	1643106980	P_34
T20367	2	0	P_531	34	1643107145	P_21
T20368	1	0	P_1528	33	1643107190	P_912
T8892	1	1	P_304	33	1643107272	P_1299,P_1297_1
T8895	1	1	P_1130	33	1643107343	P_1299,P_1297_1
T20369	1	0	P_89	34	1643107379	P_39
T20370	1	0	P_196	34	1643107471	P_34
T8893	1	1	P_299	33	1643107538	P_1299,P_1297_1
T20371	1	0	P_57	34	1643107648	P_39
T8894	1	1	P_311	33	1643107693	P_1299,P_1297_1
T20372	1	0	P_528	34	1643107753	P_39
T20373	1	0	P_263	34	1643107872	P_39
T20374	2	0	P_1131	34	1643108030	P_21
T8896	2	1	P_1427	33	1643108082	P_1375_1
T20375	1	0	P_412	33	1643108163	P_1163
T20376	1	0	P_207	34	1643108318	P_34
