aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T17952	1	0	P_1499	33	1642510815	P_912
T17953	2	0	P_1342	33	1642511016	P_1163
T17954	1	0	P_304	34	1642511239	P_34
T17955	1	0	P_1127	34	1642511364	P_34
T6429	1	1	P_277	33	1642511384	P_1299,P_1297_1
T17956	1	0	P_1128	34	1642511505	P_34
T17957	1	0	P_230	33	1642511852	P_1151
T17958	1	0	P_403	34	1642512007	P_34
T17959	1	0	P_273	33	1642513000	P_1163
T17960	1	0	P_1044	34	1642513124	P_34
T17961	1	0	P_279	34	1642513261	P_34
T17962	1	0	P_299	34	1642513396	P_34
T17963	1	0	P_1126	34	1642513532	P_39
T17964	1	0	P_205	34	1642513662	P_34
T17965	1	0	P_280	33	1642513911	P_1163
T17966	1	0	P_305	34	1642514080	P_39
T17967	1	0	P_265	34	1642514343	P_34
T6430	1	1	P_204	33	1642514395	P_1299,P_1297_1
T17968	1	0	P_306	34	1642514494	P_39
T17969	1	0	P_1129	34	1642514632	P_34
T17970	1	0	P_856	33	1642514749	P_912
T17971	1	0	P_1204	33	1642514890	P_912
T17972	1	0	P_311	34	1642515005	P_39
T17973	1	0	P_303	33	1642515162	P_1163
T6431	1	1	P_264	33	1642515338	P_1299,P_1297_1
T17974	1	0	P_195	34	1642515425	P_34
T6432	1	1	P_267	33	1642515708	P_1299,P_1297_1
T6433	1	1	P_1132	33	1642515771	P_1299,P_1297_1
T17975	1	0	P_197	34	1642515774	P_34
T17976	1	0	P_411	33	1642515903	P_1151
T17977	1	0	P_298	33	1642516022	P_1163
T6434	1	1	P_1127	33	1642516106	P_1299,P_1297_1
T17978	1	0	P_263	34	1642516182	P_34
T17979	1	0	P_202	33	1642516368	P_1163
T6435	1	1	P_1128	33	1642516451	P_1299,P_1297_1
T17980	1	0	P_302	34	1642516509	P_34
T17981	1	0	P_312	34	1642516734	P_34
T17982	1	0	P_322	34	1642516928	P_34
T6436	1	1	P_199	33	1642517285	P_1299,P_1297_1
T6437	2	1	P_823	33	1642517325	P_1375_1
T17983	1	0	P_409	34	1642517614	P_34
T6438	1	1	P_1129	33	1642517873	P_1299,P_1297_1
T17984	1	0	P_412	34	1642518095	P_34
T17985	1	0	P_1130	34	1642518241	P_34
T17986	2	0	P_605	33	1642518354	P_998
T17987	1	0	P_408	34	1642518499	P_34
T17988	1	0	P_301	34	1642518666	P_34
T17989	1	0	P_206	34	1642518885	P_34
T6439	1	1	P_306	33	1642518887	P_1299,P_1297_1
T6440	1	1	P_1455	33	1642519198	P_1375_1
T6441	1	1	P_305	33	1642519275	P_1299,P_1297_1
T17990	1	0	P_1355	34	1642519297	P_34
T17991	1	0	P_309	34	1642519492	P_34
T6442	1	1	P_1453	33	1642519646	P_1375_1
T6443	1	1	P_307	33	1642519969	P_1299,P_1297_1
T6445	1	1	P_302	33	1642520151	P_1299,P_1297_1
T17992	1	0	P_300	34	1642520171	P_39
T17993	1	0	P_204	34	1642520319	P_34
T6444	1	1	P_303	33	1642520343	P_1299,P_1297_1
T17994	1	0	P_1128	33	1642520414	P_1163
T17995	2	0	P_1357	34	1642520533	P_21
T17996	1	0	P_1129	34	1642520728	P_34
T17997	1	0	P_264	34	1642520848	P_34
T17998	1	0	P_1127	33	1642521007	P_1151
T17999	1	0	P_965	33	1642521144	P_912
T18000	1	0	P_306	34	1642521312	P_34
T18001	1	0	P_741	33	1642521442	P_912
