aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T14917	2	0	P_664	33	1641711919	P_998
T3436	1	1	P_275	33	1641711938	P_1299,P_1297_1
T3435	1	1	P_412	33	1641712024	P_1299,P_1297_1
T14918	1	0	P_70	34	1641712062	P_34
T14919	1	0	P_275	34	1641712221	P_34
T14920	1	0	P_117	34	1641712338	P_34
T3437	1	1	P_278	33	1641712434	P_1299,P_1297_1
T14921	1	0	P_303	34	1641712481	P_34
T14922	1	0	P_531	34	1641712603	P_39
T3439	1	1	P_1131	33	1641712637	P_1299,P_1297_1
T14923	2	0	P_828	33	1641712754	P_998
T3438	1	1	P_264	33	1641712778	P_1299,P_1297_1
T14924	1	0	P_118	34	1641712863	P_34
T3441	1	1	P_1130	33	1641712937	P_1299,P_1297_1
T14925	1	0	P_195	34	1641713015	P_34
T3440	1	1	P_232	33	1641713067	P_1299,P_1297_1
T14926	2	0	P_298	33	1641713141	P_994
T14927	1	0	P_310	34	1641713252	P_34
T14928	1	0	P_280	33	1641713352	P_1163
T14929	1	0	P_263	34	1641713476	P_34
T14930	1	0	P_205	34	1641713574	P_34
T3442	1	1	P_534	33	1641713598	P_1299,P_1297_1
T3444	2	1	P_605	33	1641713719	P_1375_1
T14931	1	0	P_101	34	1641713749	P_34
T14932	1	0	P_266	34	1641713874	P_34
T3443	1	1	P_313	33	1641713884	P_1299,P_1297_1
T14933	1	0	P_858	34	1641713979	P_34
T14934	1	0	P_864	33	1641714057	P_912
T3447	1	1	P_1127	33	1641714109	P_1299,P_1297_1
T14935	1	0	P_198	34	1641714175	P_39
T14936	1	0	P_107	34	1641714302	P_34
T3448	1	1	P_124	33	1641714329	P_1299,P_1297_1
T3451	2	1	P_831	33	1641714332	P_1375_1
T3445	1	1	P_312	33	1641714341	P_1299,P_1297_1
T3446	1	1	P_267	33	1641714363	P_1299,P_1297_1
T14937	1	0	P_301	34	1641714431	P_34
T3449	1	1	P_1126	33	1641714541	P_1299,P_1297_1
T14938	1	0	P_520	34	1641714584	P_34
T14939	1	0	P_1268	33	1641714754	P_912
T3450	1	1	P_127	33	1641714793	P_1299,P_1297_1
T3452	1	1	P_99	33	1641714927	P_1299,P_1297_1
T3455	2	1	P_1128	33	1641715027	P_1299,P_1297_1
T3453	1	1	P_521	33	1641715040	P_1299,P_1297_1
T14940	1	0	P_309	33	1641715048	P_1163
T14941	2	0	P_102	34	1641715218	P_21
T3454	1	1	P_311	33	1641715292	P_1299,P_1297_1
T14942	1	0	P_305	34	1641715394	P_34
T14943	1	0	P_304	34	1641715494	P_34
T3456	1	1	P_98	33	1641715509	P_1299,P_1297_1
T14944	2	0	P_1129	34	1641715631	P_21
T3457	1	1	P_1528	33	1641716007	P_1375_1
T14945	1	0	P_206	33	1641716063	P_1163
T3458	1	1	P_303	33	1641716136	P_1299,P_1297_1
T14946	1	0	P_56	34	1641716241	P_34
T3459	1	1	P_207	33	1641716245	P_1299,P_1297_1
T14947	1	0	P_91	33	1641716373	P_1163
T14948	1	0	P_197	34	1641716503	P_34
T14949	1	0	P_928	34	1641716638	P_34
T14950	1	0	P_308	34	1641716735	P_34
T3461	1	1	P_117	33	1641716757	P_1299,P_1297_1
