aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T12191	1	0	P_666	15	1641128409	P_1532
T12192	1	0	P_1235	15	1641128616	P_1532
T655	1	1	P_312	15	1641128637	P_565_1,P_563_1
T12193	1	0	P_598	15	1641128816	P_1532
T656	1	1	P_304	15	1641128849	P_565_1,P_563_1
T12194	1	0	P_306	16	1641129027	P_1037
T657	1	1	P_307	15	1641129030	P_565_1,P_563_1
T658	1	1	P_266	15	1641129113	P_565_1,P_563_1
T12195	1	0	P_198	16	1641129171	P_1037
T12196	1	0	P_1127	16	1641129682	P_505
T12197	1	0	P_1131	15	1641129872	P_1541
T659	1	1	P_1128	15	1641130086	P_565_1,P_563_1
T12198	1	0	P_271	15	1641130118	P_1541
T12199	1	0	P_275	15	1641130281	P_1541
T660	1	1	P_300	15	1641130648	P_565_1,P_563_1
T661	1	1	P_267	15	1641130954	P_565_1,P_563_1
T662	1	1	P_197	15	1641131086	P_565_1,P_563_1
T663	1	1	P_280	15	1641131255	P_565_1,P_563_1
T12200	1	0	P_310	15	1641131333	P_1541
T12201	1	0	P_297	16	1641131546	P_1037
T664	1	1	P_196	15	1641131568	P_565_1,P_563_1
T665	1	1	P_302	15	1641131580	P_565_1,P_563_1
T12202	1	0	P_299	16	1641131653	P_1037
T12203	1	0	P_1129	15	1641131778	P_433
T666	1	1	P_199	15	1641131884	P_565_1,P_563_1
T12204	1	0	P_54	16	1641131926	P_1037
T12205	1	0	P_1046	16	1641132072	P_505
T12206	1	0	P_134	16	1641132195	P_505
T12207	1	0	P_313	16	1641132324	P_1037
T12208	1	0	P_298	16	1641132460	P_1037
T12209	1	0	P_117	16	1641132605	P_1037
T668	1	1	P_1132	15	1641132695	P_565_1,P_563_1
T12210	1	0	P_410	16	1641132758	P_1037
T667	1	1	P_198	15	1641132779	P_565_1,P_563_1
T12211	1	0	P_266	16	1641132869	P_1037
T12212	1	0	P_317	16	1641133061	P_1037
T12213	1	0	P_309	16	1641133160	P_1037
T12214	1	0	P_312	16	1641133344	P_505
T12215	1	0	P_322	16	1641133479	P_1037
T12216	1	0	P_404	16	1641133670	P_505
T12217	1	0	P_301	16	1641133805	P_1037
T12218	1	0	P_230	16	1641133964	P_1037
T12219	1	0	P_196	16	1641134093	P_1037
T669	1	1	P_263	15	1641134166	P_565_1,P_563_1
T670	1	1	P_303	15	1641134214	P_565_1,P_563_1
T12220	1	0	P_198	16	1641134389	P_1037
T12221	1	0	P_229	16	1641134903	P_1037
T12222	1	0	P_197	16	1641135057	P_1037
T12223	1	0	P_300	16	1641135499	P_1037
T12224	1	0	P_202	16	1641135672	P_1037
T12225	1	0	P_106	16	1641135883	P_1037
T671	1	1	P_297	15	1641136010	P_565_1,P_563_1
T12226	1	0	P_1273	15	1641136103	P_1532
T12227	1	0	P_200	16	1641136210	P_1037
T12228	1	0	P_204	16	1641136358	P_1037
T12229	1	0	P_1128	16	1641136515	P_1037
T12230	2	0	P_831	16	1641136724	P_1033
T673	1	1	P_1127	15	1641136844	P_565_1,P_563_1
T12231	1	0	P_280	16	1641136924	P_1037
T674	1	1	P_299	15	1641137107	P_565_1,P_563_1
T675	1	1	P_298	15	1641137259	P_565_1,P_563_1
T12232	1	0	P_408	15	1641137359	P_433
T12233	1	0	P_409	16	1641137532	P_1037
T12234	1	0	P_263	16	1641137733	P_505
T12235	1	0	P_299	16	1641138027	P_1037
T12236	1	0	P_303	16	1641138220	P_505
T12237	1	0	P_298	16	1641138367	P_1037
T672	2	1	P_828	15	1641138368	P_572_1,P_575_1
T676	1	1	P_195	15	1641138400	P_565_1,P_563_1
T12238	1	0	P_307	16	1641138484	P_1037
T12239	1	0	P_232	16	1641138809	P_1037
T677	1	1	P_1130	15	1641138933	P_565_1,P_563_1
T12240	1	0	P_265	16	1641139041	P_1037
