aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T15589	1	0	P_311	34	1641884421	P_34
T15590	1	0	P_301	34	1641884551	P_34
T4112	2	1	P_831	33	1641884580	P_1375_1
T4113	1	1	P_117	33	1641884667	P_1299,P_1297_1
T15591	1	0	P_196	34	1641884686	P_34
T15592	2	0	P_320	34	1641884826	P_21
T15593	1	0	P_204	34	1641884988	P_34
T15594	1	0	P_797	34	1641885106	P_34
T4114	1	1	P_279	33	1641885125	P_1299,P_1297_1
T4115	1	1	P_107	33	1641885220	P_1299,P_1297_1
T15595	1	0	P_848	34	1641885225	P_39
T4117	2	1	P_1351	34	1641885327	P_1118,P_1110_1
T15596	1	0	P_265	34	1641885345	P_34
T15597	1	0	P_308	34	1641885476	P_34
T15598	1	0	P_268	34	1641885605	P_34
T15599	1	0	P_195	34	1641885684	P_34
T4116	1	1	P_410	33	1641885836	P_1299,P_1297_1
T15600	1	0	P_109	34	1641885844	P_39
T4119	1	1	P_266	33	1641885865	P_1299,P_1297_1
T15601	1	0	P_531	34	1641885968	P_34
T4118	1	1	P_198	33	1641886073	P_1299,P_1297_1
T15602	1	0	P_303	34	1641886089	P_34
T4120	1	1	P_300	33	1641886184	P_1299,P_1297_1
T15603	1	0	P_310	34	1641886363	P_34
T4121	1	1	P_200	33	1641886674	P_1299,P_1297_1
T15604	1	0	P_275	34	1641886726	P_34
T4122	1	1	P_407	33	1641886848	P_1299,P_1297_1
T4123	1	1	P_598	33	1641886998	P_1375_1
T15605	1	0	P_1014	34	1641887044	P_39
T15606	1	0	P_796	34	1641887149	P_39
T15607	1	0	P_202	34	1641887304	P_34
T4126	2	1	P_111	33	1641887442	P_1299,P_1297_1
T15608	1	0	P_91	34	1641887470	P_34
T4124	1	1	P_534	33	1641887493	P_1299,P_1297_1
T4125	1	1	P_304	33	1641887653	P_1299,P_1297_1
T15609	2	0	P_117	34	1641887798	P_21
T4127	1	1	P_1498	33	1641887920	P_1375_1
T15610	1	0	P_103	34	1641888093	P_34
T15611	1	0	P_101	34	1641888298	P_34
T4128	1	1	P_302	33	1641888373	P_1299,P_1297_1
T15612	2	0	P_1510	34	1641888687	P_21
T4129	1	1	P_312	33	1641888812	P_1299,P_1297_1
T4131	1	1	P_100	33	1641888835	P_1299,P_1297_1
T15613	1	0	P_520	34	1641888968	P_34
T4130	1	1	P_301	33	1641888983	P_1299,P_1297_1
T4132	1	1	P_264	33	1641889010	P_1299,P_1297_1
T15614	2	0	P_55	34	1641889104	P_21
T15615	1	0	P_107	34	1641889228	P_39
T4133	1	1	P_311	33	1641889248	P_1299,P_1297_1
T15616	1	0	P_309	34	1641889331	P_39
T15617	1	0	P_110	34	1641889459	P_34
T4134	1	1	P_124	33	1641889543	P_1299,P_1297_1
T15618	1	0	P_118	34	1641889577	P_34
T15619	1	0	P_278	34	1641889688	P_34
T4135	1	1	P_196	33	1641889699	P_1299,P_1297_1
T4136	1	1	P_229	33	1641889800	P_1299,P_1297_1
T15620	1	0	P_89	34	1641889827	P_34
T4137	1	1	P_276	33	1641889982	P_1299,P_1297_1
T15621	1	0	P_232	34	1641890043	P_39
T15622	1	0	P_533	34	1641890192	P_34
T15623	1	0	P_263	34	1641890333	P_34
T4138	1	1	P_206	33	1641890622	P_1299,P_1297_1
T4139	1	1	P_92	33	1641891038	P_1299,P_1297_1
T15624	1	0	P_279	34	1641891115	P_39
T15625	1	0	P_1131	34	1641891286	P_34
T4140	1	1	P_195	33	1641891306	P_1299,P_1297_1
T4143	1	1	P_531	33	1641891527	P_1299,P_1297_1
T15626	2	0	P_1342	34	1641891555	P_21
T4141	1	1	P_265	33	1641891579	P_1299,P_1297_1
T4142	1	1	P_310	33	1641891706	P_1299,P_1297_1
T4144	1	1	P_96	33	1641891722	P_1299,P_1297_1
T4145	1	1	P_275	33	1641891762	P_1299,P_1297_1
T15627	1	0	P_99	34	1641891804	P_34
T15628	1	0	P_266	34	1641892108	P_34
T4146	1	1	P_54	33	1641892152	P_1299,P_1297_1
T15629	1	0	P_271	34	1641892327	P_39
T15630	1	0	P_1132	34	1641892500	P_39
T4148	1	1	P_277	33	1641892692	P_1299,P_1297_1
T4149	1	1	P_268	33	1641892709	P_1299,P_1297_1
T15631	1	0	P_200	34	1641892743	P_34
T4147	1	1	P_1193	33	1641892856	P_1375_1
T4150	1	1	P_1014	33	1641892871	P_1299,P_1297_1
T15632	1	0	P_310	34	1641892915	P_39
T15633	2	0	P_297	34	1641893250	P_34
T4152	1	1	P_520	33	1641893314	P_1299,P_1297_1
T4151	1	1	P_1482	33	1641893486	P_1375_1
T15634	1	0	P_199	34	1641893543	P_34
T15635	1	0	P_304	34	1641893682	P_34
T15636	1	0	P_1124	34	1641893783	P_34
T15637	1	0	P_412	34	1641893912	P_39
T15638	1	0	P_302	34	1641894037	P_39
T4153	1	1	P_309	33	1641894112	P_1299,P_1297_1
T15639	1	0	P_928	34	1641894496	P_34
T4154	1	1	P_103	33	1641894542	P_1299,P_1297_1
T4158	2	1	P_55	33	1641894799	P_1299,P_1297_1
T4155	1	1	P_101	33	1641894809	P_1299,P_1297_1
T15640	1	0	P_1426	34	1641894844	P_39
T4157	1	1	P_110	33	1641894940	P_1299,P_1297_1
T15641	1	0	P_132	34	1641894971	P_34
T4159	1	1	P_279	33	1641895051	P_1299,P_1297_1
T15642	1	0	P_312	34	1641895109	P_39
T4156	1	1	P_197	33	1641895119	P_1299,P_1297_1
