aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T13530	1	0	P_1511	16	1641409282	P_1037
T13531	1	0	P_1499	16	1641409488	P_1037
T13532	2	0	P_319	16	1641409892	P_1033
T1956	2	1	P_1522	16	1641410031	P_5_1,P_11
T1957	1	1	P_1452	16	1641410377	P_5_1,P_11
T13533	2	0	P_1483	16	1641410696	P_1033
T1958	2	1	P_1425	16	1641410958	P_5_1,P_11
T13534	1	0	P_1509	16	1641412033	P_505
T1959	2	1	P_1272	16	1641412121	P_5_1,P_11
T1960	1	1	P_1511	16	1641412603	P_5_1,P_11
T13535	1	0	P_953	16	1641412651	P_505
T1961	1	1	P_1486	16	1641413084	P_5_1,P_11
T13536	1	0	P_1485	16	1641413471	P_1037
T13537	1	0	P_1278	16	1641413904	P_1037
T13538	1	0	P_1452	16	1641414520	P_1037
T1962	1	1	P_1454	16	1641414640	P_5_1,P_11
T13539	1	0	P_1455	16	1641415059	P_1037
T1963	1	1	P_1453	16	1641415212	P_5_1,P_11
T1964	1	1	P_1499	16	1641415246	P_5_1,P_11
T1965	2	1	P_1426	16	1641415259	P_5_1,P_11
T1969	2	1	P_1342	16	1641415431	P_5_1,P_11
T1966	1	1	P_1509	16	1641416220	P_5_1,P_11
T1968	2	1	P_1403	16	1641416668	P_5_1,P_11
T1967	1	1	P_953	16	1641416721	P_5_1,P_11
T1970	2	1	P_1483	16	1641417130	P_5_1,P_11
T1972	2	1	P_1521	16	1641417224	P_5_1,P_11
T1971	2	1	P_319	16	1641417725	P_5_1,P_11
T1973	1	1	P_1278	16	1641417817	P_5_1,P_11
T1974	1	1	P_1498	33	1641418168	P_1375_1
T13540	1	0	P_1453	16	1641418264	P_1037
T13541	1	0	P_1486	16	1641418575	P_1037
T1975	1	1	P_1510	33	1641418723	P_1375_1
T1980	2	1	P_827	33	1641419147	P_1375_1
T1977	1	1	P_1455	33	1641419383	P_1375_1
T1979	1	1	P_1126	33	1641419410	P_1299,P_1297_1
T1978	1	1	P_197	33	1641419644	P_1299,P_1297_1
