aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T5251	1	1	P_312	34	1642197640	P_1118,P_1110_1
T5249	1	1	P_1508	33	1642197686	P_1375_1
T5250	1	1	P_200	33	1642197793	P_1299,P_1297_1
T5255	1	1	P_267	33	1642197955	P_1299,P_1297_1
T5262	2	1	P_1521	34	1642197958	P_1118,P_1110_1
T5253	1	1	P_1427	33	1642197998	P_1375_1
T5254	1	1	P_311	33	1642198011	P_1299,P_1297_1
T5252	1	1	P_1510	33	1642198055	P_1375_1
T5257	1	1	P_92	33	1642198542	P_1299,P_1297_1
T5259	1	1	P_275	33	1642198545	P_1299,P_1297_1
T5256	1	1	P_1485	33	1642198573	P_1375_1
T5258	1	1	P_207	33	1642198618	P_1299,P_1297_1
T5260	1	1	P_199	33	1642198854	P_1299,P_1297_1
T5268	1	1	P_204	33	1642199176	P_1299,P_1297_1
T5263	1	1	P_945	33	1642199188	P_1375_1
T5267	1	1	P_320	33	1642199246	P_1299,P_1297_1
T5266	2	1	P_1403	33	1642199258	P_1375_1
T5264	1	1	P_303	33	1642199280	P_1299,P_1297_1
T5265	1	1	P_280	34	1642199335	P_1118,P_1110_1
T5270	1	1	P_195	33	1642199498	P_1299,P_1297_1
T5269	1	1	P_93	34	1642199527	P_1118,P_1110_1
T16807	2	0	P_1486	34	1642199612	P_21
T5271	1	1	P_306	33	1642199717	P_1299,P_1297_1
T5273	1	1	P_1355	33	1642199851	P_1299,P_1297_1
T5272	1	1	P_205	34	1642200015	P_1118,P_1110_1
T5274	1	1	P_1498	33	1642200045	P_1375_1
T5275	1	1	P_309	33	1642200363	P_1299,P_1297_1
T5276	1	1	P_1268	33	1642200620	P_1375_1
T5278	1	1	P_1044	33	1642200734	P_1299,P_1297_1
T5280	2	1	P_828	33	1642200748	P_1375_1
T5279	1	1	P_198	33	1642200809	P_1299,P_1297_1
T5277	1	1	P_265	34	1642200819	P_1118,P_1110_1
T5281	1	1	P_300	34	1642200901	P_1118,P_1110_1
T5282	1	1	P_1511	33	1642201198	P_1375_1
T5283	1	1	P_301	33	1642201355	P_1299,P_1297_1
T5284	1	1	P_96	33	1642201752	P_1299,P_1297_1
T5261	1	1	P_796	33	1642201844	P_1375_1
T5286	1	1	P_796	33	1642201844	P_1375_1
T5285	1	1	P_1529	33	1642201886	P_1375_1
T5287	1	1	P_53	33	1642201938	P_1299,P_1297_1
T5288	1	1	P_533	33	1642202004	P_1299,P_1297_1
T16808	2	0	P_1485	34	1642202032	P_21
T5289	1	1	P_1528	33	1642202617	P_1375_1
T5290	1	1	P_276	34	1642202850	P_1118,P_1110_1
T16809	1	0	P_1454	34	1642203073	P_34
T5291	1	1	P_518	33	1642203276	P_1299,P_1297_1
T16810	1	0	P_92	34	1642203345	P_34
T5292	1	1	P_308	33	1642203440	P_1299,P_1297_1
T5293	1	1	P_1015	33	1642203946	P_1299,P_1297_1
T5294	1	1	P_202	33	1642204058	P_1299,P_1297_1
T16811	1	0	P_96	34	1642204297	P_39
T5297	1	1	P_1129	33	1642204544	P_1299,P_1297_1
T5295	1	1	P_302	33	1642204692	P_1299,P_1297_1
T5296	1	1	P_266	33	1642204703	P_1299,P_1297_1
T5298	1	1	P_797	33	1642204962	P_1375_1
T16812	1	0	P_300	34	1642205057	P_34
T5301	1	1	P_277	34	1642205167	P_1118,P_1110_1
T5300	1	1	P_230	33	1642205301	P_1299,P_1297_1
T5299	1	1	P_1278	33	1642205337	P_1375_1
T5302	1	1	P_271	33	1642205394	P_1299,P_1297_1
T16813	1	0	P_1498	34	1642205754	P_39
T5303	1	1	P_408	33	1642205857	P_1299,P_1297_1
T16814	1	0	P_308	34	1642205882	P_34
T5304	1	1	P_957	33	1642205944	P_1375_1
T16815	1	0	P_965	34	1642206010	P_34
T5305	1	1	P_412	33	1642206091	P_1299,P_1297_1
T5306	1	1	P_108	33	1642206092	P_1299,P_1297_1
T5308	1	1	P_1130	33	1642206099	P_1299,P_1297_1
T5309	1	1	P_1193	33	1642206111	P_1375_1
T16816	1	0	P_1478	34	1642206155	P_39
T5307	1	1	P_124	33	1642206247	P_1299,P_1297_1
T16817	1	0	P_301	34	1642206349	P_34
T16818	2	0	P_1129	34	1642206530	P_21
T5312	1	1	P_1126	33	1642206573	P_1299,P_1297_1
T5311	1	1	P_278	33	1642206658	P_1299,P_1297_1
T5310	1	1	P_98	33	1642206708	P_1299,P_1297_1
T16819	1	0	P_939	34	1642206726	P_39
T5313	1	1	P_532	33	1642206980	P_1299,P_1297_1
T5314	1	1	P_232	34	1642207077	P_1118,P_1110_1
T5315	1	1	P_279	33	1642207115	P_1299,P_1297_1
T16820	1	0	P_306	34	1642207233	P_39
T5317	1	1	P_1128	33	1642207368	P_1299,P_1297_1
T5318	1	1	P_106	33	1642207616	P_1299,P_1297_1
T16821	1	0	P_198	34	1642207725	P_34
T5319	1	1	P_305	33	1642207761	P_1299,P_1297_1
T5316	1	1	P_1454	33	1642207769	P_1375_1
T5320	1	1	P_100	33	1642207807	P_1299,P_1297_1
T5325	2	1	P_297	33	1642207973	P_1299,P_1297_1
T16822	1	0	P_303	34	1642208093	P_34
T5322	1	1	P_127	33	1642208135	P_1299,P_1297_1
T5321	1	1	P_310	33	1642208143	P_1299,P_1297_1
T16823	1	0	P_1510	34	1642208268	P_34
T5326	1	1	P_231	33	1642208343	P_1299,P_1297_1
T16824	1	0	P_109	34	1642208367	P_34
