aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T18764	1	0	P_99	16	1642737760	P_1037
T18765	1	0	P_206	16	1642738392	P_1037
T7284	1	1	P_199	15	1642738408	P_565_1,P_563_1
T7285	1	1	P_1261	15	1642738454	P_572_1,P_575_1
T7286	1	1	P_1406	15	1642738617	P_572_1,P_575_1
T18766	1	0	P_407	16	1642738659	P_1037
T18767	2	0	P_273	16	1642738781	P_1037
T7287	2	1	P_320	15	1642738892	P_565_1,P_563_1
T18768	1	0	P_1498	15	1642739091	P_1532
T7289	1	1	P_263	15	1642739186	P_565_1,P_563_1
T18769	1	0	P_106	16	1642739212	P_1037
T7288	1	1	P_309	15	1642739300	P_565_1,P_563_1
T18770	1	0	P_412	16	1642739375	P_1037
T7293	2	1	P_1351	15	1642739465	P_565_1,P_563_1
T7291	1	1	P_195	15	1642739510	P_565_1,P_563_1
T7290	1	1	P_96	15	1642739528	P_565_1,P_563_1
T18771	1	0	P_280	16	1642739543	P_1037
T18772	1	0	P_109	16	1642739715	P_1037
T7292	1	1	P_205	15	1642739719	P_565_1,P_563_1
T18773	1	0	P_56	16	1642739884	P_505
T18774	1	0	P_946	15	1642740072	P_1532
T7295	1	1	P_411	15	1642740171	P_565_1,P_563_1
T7294	1	1	P_1003	15	1642740212	P_565_1,P_563_1
T18775	1	0	P_298	15	1642740219	P_1541
T18776	1	0	P_797	15	1642740358	P_1532
T18777	1	0	P_229	16	1642740507	P_1037
T7296	1	1	P_531	15	1642740549	P_565_1,P_563_1
T18778	1	0	P_521	16	1642740644	P_1037
T18779	1	0	P_303	16	1642740764	P_505
T7297	1	1	P_532	15	1642740840	P_565_1,P_563_1
T7298	1	1	P_409	15	1642740850	P_565_1,P_563_1
T18780	1	0	P_277	16	1642740911	P_505
T18781	1	0	P_268	16	1642741326	P_505
T7299	1	1	P_312	15	1642741436	P_565_1,P_563_1
T18782	1	0	P_96	16	1642741514	P_1037
T7301	1	1	P_1355	15	1642741630	P_565_1,P_563_1
T7300	1	1	P_86	15	1642741822	P_565_1,P_563_1
T18783	1	0	P_318	16	1642741949	P_1037
T7304	1	1	P_297	15	1642742076	P_565_1,P_563_1
T18784	1	0	P_1131	16	1642742122	P_505
T7302	1	1	P_317	15	1642742220	P_565_1,P_563_1
T18785	2	0	P_1362	15	1642742273	P_1544
T7303	1	1	P_99	15	1642742418	P_565_1,P_563_1
T18786	1	0	P_57	16	1642742453	P_1037
T18787	1	0	P_1132	16	1642742570	P_1037
T7306	1	1	P_1498	15	1642742643	P_572_1,P_575_1
T7305	1	1	P_304	15	1642742703	P_565_1,P_563_1
T7307	1	1	P_1344	15	1642742725	P_565_1,P_563_1
T18788	1	0	P_266	16	1642742753	P_505
T7309	2	1	P_831	15	1642742922	P_572_1,P_575_1
T18789	1	0	P_301	16	1642742937	P_1037
T7308	1	1	P_1205	15	1642743105	P_572_1,P_575_1
T18790	1	0	P_127	16	1642743187	P_1037
T18791	1	0	P_1130	16	1642743410	P_1037
T18792	2	0	P_1510	15	1642743554	P_1227
T7311	1	1	P_280	15	1642743687	P_565_1,P_563_1
T18793	1	0	P_134	16	1642743689	P_1037
T18794	1	0	P_70	16	1642743821	P_1037
T7310	1	1	P_310	15	1642743887	P_565_1,P_563_1
T18795	1	0	P_110	16	1642743963	P_1037
T7313	1	1	P_56	15	1642744068	P_565_1,P_563_1
T18796	2	0	P_1483	15	1642744078	P_1227
T7312	1	1	P_264	15	1642744146	P_565_1,P_563_1
T18797	1	0	P_1127	16	1642744290	P_1037
T7315	1	1	P_1255	15	1642744396	P_572_1,P_575_1
T18798	1	0	P_89	16	1642744432	P_1037
T7316	1	1	P_106	15	1642744475	P_565_1,P_563_1
T7314	1	1	P_303	15	1642744551	P_565_1,P_563_1
T7318	1	1	P_1124	15	1642744641	P_565_1,P_563_1
T18799	1	0	P_1406	15	1642744681	P_1532
T7317	2	1	P_273	15	1642744798	P_565_1,P_563_1
T18800	1	0	P_312	16	1642744827	P_1037
T7319	1	1	P_277	15	1642744923	P_565_1,P_563_1
T18801	1	0	P_101	16	1642744944	P_1037
T18802	1	0	P_957	15	1642745193	P_1532
T18803	1	0	P_305	16	1642745347	P_505
T7320	1	1	P_206	15	1642745482	P_565_1,P_563_1
T7321	1	1	P_112	15	1642745564	P_565_1,P_563_1
T7322	1	1	P_197	15	1642745636	P_565_1,P_563_1
