aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T10666	2	1	P_98	33	1643450418	P_1299,P_1297_1
T10669	1	1	P_312	33	1643450428	P_1299,P_1297_1
T10670	1	1	P_266	33	1643450470	P_1299,P_1297_1
T22133	1	0	P_299	34	1643450482	P_34
T22134	1	0	P_791	33	1643450526	P_912
T22135	1	0	P_610	34	1643450707	P_34
T22136	1	0	P_1127	34	1643450806	P_34
T22137	1	0	P_663	33	1643450906	P_912
T10668	1	1	P_303	33	1643450926	P_1299,P_1297_1
T10672	1	1	P_118	33	1643450965	P_1299,P_1297_1
T22138	1	0	P_1128	34	1643451016	P_34
T22139	1	0	P_268	34	1643451166	P_34
T10671	1	1	P_196	33	1643451239	P_1299,P_1297_1
T10673	1	1	P_412	33	1643451248	P_1299,P_1297_1
T22140	1	0	P_266	34	1643451278	P_34
T10674	1	1	P_127	33	1643451374	P_1299,P_1297_1
T22141	1	0	P_1131	34	1643451448	P_34
T22142	1	0	P_106	34	1643451597	P_34
T22143	1	0	P_534	34	1643451727	P_34
T10675	1	1	P_263	33	1643451768	P_1299,P_1297_1
T22144	1	0	P_312	34	1643451838	P_39
T10678	1	1	P_133	33	1643451884	P_1299,P_1297_1
T10682	1	1	P_124	33	1643451956	P_1299,P_1297_1
T10677	1	1	P_310	33	1643451993	P_1299,P_1297_1
T22145	1	0	P_92	34	1643452014	P_34
T10681	1	1	P_100	33	1643452015	P_1299,P_1297_1
T10679	1	1	P_57	33	1643452077	P_1299,P_1297_1
T10680	1	1	P_301	33	1643452135	P_1299,P_1297_1
T22146	1	0	P_1126	34	1643452137	P_34
T10683	1	1	P_52	33	1643452155	P_1299,P_1297_1
T10684	1	1	P_277	33	1643452285	P_1299,P_1297_1
T22147	1	0	P_1132	34	1643452296	P_34
T10676	2	1	P_1426	33	1643452343	P_1375_1
T22148	1	0	P_267	34	1643452400	P_39
T22149	1	0	P_273	34	1643452544	P_34
T10688	1	1	P_90	33	1643452609	P_1299,P_1297_1
T10689	2	1	P_298	33	1643452642	P_1299,P_1297_1
T22150	2	0	P_270	34	1643452658	P_21
T10685	1	1	P_520	33	1643452665	P_1299,P_1297_1
T10686	1	1	P_198	33	1643452701	P_1299,P_1297_1
T10687	1	1	P_205	33	1643452766	P_1299,P_1297_1
T22151	2	0	P_297	34	1643452773	P_21
T22152	1	0	P_1124	34	1643452919	P_34
T22153	1	0	P_197	34	1643453075	P_34
T10690	1	1	P_311	33	1643453119	P_1299,P_1297_1
T22154	1	0	P_310	34	1643453219	P_34
T10692	1	1	P_279	33	1643453227	P_1299,P_1297_1
T10691	1	1	P_521	33	1643453260	P_1299,P_1297_1
T22155	1	0	P_306	34	1643453358	P_39
T10694	1	1	P_111	33	1643453375	P_1299,P_1297_1
T10693	1	1	P_103	33	1643453400	P_1299,P_1297_1
T22156	1	0	P_58	34	1643453485	P_34
T10695	1	1	P_275	33	1643453577	P_1299,P_1297_1
T22157	2	0	P_412	34	1643453644	P_34
T10696	1	1	P_1127	33	1643453741	P_1299,P_1297_1
T22158	2	0	P_1044	34	1643453767	P_21
T10700	1	1	P_54	33	1643453879	P_1299,P_1297_1
T22159	1	0	P_104	34	1643453964	P_34
T10699	1	1	P_264	33	1643453966	P_1299,P_1297_1
T10698	2	1	P_320	33	1643454029	P_1299,P_1297_1
T22160	1	0	P_796	34	1643454060	P_34
T10697	1	1	P_304	33	1643454149	P_1299,P_1297_1
T22161	1	0	P_275	34	1643454190	P_34
T22162	1	0	P_313	34	1643454307	P_39
T22163	1	0	P_134	34	1643454488	P_34
T22164	1	0	P_303	34	1643454611	P_34
T10701	1	1	P_308	33	1643454615	P_1299,P_1297_1
T22165	1	0	P_277	33	1643454722	P_1151
T22166	1	0	P_195	34	1643454867	P_39
T10703	1	1	P_265	33	1643454937	P_1299,P_1297_1
T10704	1	1	P_280	33	1643454964	P_1299,P_1297_1
T22167	1	0	P_118	34	1643455024	P_34
T10702	1	1	P_302	33	1643455143	P_1299,P_1297_1
T22168	1	0	P_207	34	1643455191	P_34
T22169	1	0	P_307	33	1643455232	P_1163
T10705	1	1	P_278	33	1643455332	P_1299,P_1297_1
T22170	1	0	P_199	34	1643455351	P_34
T10706	1	1	P_1132	33	1643455488	P_1299,P_1297_1
T22171	1	0	P_206	34	1643455490	P_34
T22172	1	0	P_109	34	1643455656	P_34
T22173	1	0	P_124	34	1643455842	P_34
T22174	1	0	P_311	33	1643455890	P_1151
T10708	1	1	P_1131	33	1643455916	P_1299,P_1297_1
T22175	1	0	P_1244	34	1643455990	P_39
T10707	1	1	P_273	33	1643456048	P_1299,P_1297_1
T22176	1	0	P_196	34	1643456193	P_34
T22177	1	0	P_945	34	1643456263	P_34
T10709	1	1	P_317	33	1643456332	P_1299,P_1297_1
T10710	1	1	P_1128	33	1643456407	P_1299,P_1297_1
T22178	1	0	P_57	34	1643456409	P_34
T22179	2	0	P_1046	34	1643456528	P_21
T10712	1	1	P_266	33	1643456533	P_1299,P_1297_1
T10711	1	1	P_305	33	1643456539	P_1299,P_1297_1
T22180	1	0	P_263	34	1643456680	P_34
T10713	1	1	P_229	33	1643456698	P_1299,P_1297_1
T22181	1	0	P_1132	34	1643456862	P_34
T10714	1	1	P_300	33	1643456940	P_1299,P_1297_1
T10715	1	1	P_310	33	1643456959	P_1299,P_1297_1
T22182	1	0	P_1127	34	1643456989	P_34
T22183	1	0	P_1485	33	1643457074	P_912
T22184	1	0	P_301	34	1643457189	P_34
T10716	1	1	P_299	33	1643457302	P_1299,P_1297_1
T22185	1	0	P_302	34	1643457309	P_34
T10717	1	1	P_309	33	1643457352	P_1299,P_1297_1
T22186	1	0	P_304	34	1643457464	P_39
T22187	1	0	P_1203	33	1643457536	P_912
T10718	2	1	P_270	33	1643457598	P_1299,P_1297_1
T22188	1	0	P_1131	34	1643457630	P_34
T22189	1	0	P_1399	34	1643457787	P_39
T10719	1	1	P_268	33	1643457873	P_1299,P_1297_1
T10720	1	1	P_303	33	1643457924	P_1299,P_1297_1
T10722	1	1	P_406	33	1643457934	P_1299,P_1297_1
T22190	1	0	P_204	34	1643457963	P_34
T22191	1	0	P_860	33	1643458049	P_912
T10721	1	1	P_313	33	1643458188	P_1299,P_1297_1
T22192	1	0	P_198	34	1643458227	P_34
T22193	2	0	P_828	33	1643458312	P_912
T10723	1	1	P_267	33	1643458329	P_1299,P_1297_1
T10725	2	1	P_412	33	1643458432	P_1299,P_1297_1
T10724	1	1	P_403	33	1643458444	P_1299,P_1297_1
T10726	1	1	P_1126	33	1643458607	P_1299,P_1297_1
T22194	1	0	P_132	34	1643458608	P_34
T10727	2	1	P_297	33	1643458689	P_1299,P_1297_1
T22195	1	0	P_279	34	1643458700	P_34
