aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T10358	1	1	P_118	33	1643407255	P_1299,P_1297_1
T21909	2	0	P_1273	34	1643407259	P_34
T10353	1	1	P_1255	33	1643407270	P_1375_1
T10355	1	1	P_957	33	1643407405	P_1375_1
T10356	1	1	P_309	33	1643407484	P_1299,P_1297_1
T10360	1	1	P_1510	33	1643407538	P_1375_1
T10361	1	1	P_300	34	1643407576	P_1118,P_1110_1
T10359	1	1	P_1132	34	1643408128	P_1118,P_1110_1
T10362	1	1	P_308	33	1643408150	P_1299,P_1297_1
T10368	1	1	P_1130	33	1643408154	P_1299,P_1297_1
T10363	1	1	P_831	33	1643408235	P_1375_1
T10365	1	1	P_204	33	1643408296	P_1299,P_1297_1
T10367	2	1	P_299	34	1643408314	P_1118,P_1110_1
T21910	1	0	P_1483	34	1643408319	P_34
T10372	1	1	P_54	33	1643408400	P_1299,P_1297_1
T10366	1	1	P_134	33	1643408470	P_1299,P_1297_1
T10364	1	1	P_269	34	1643408593	P_1118,P_1110_1
T10371	1	1	P_297	33	1643408724	P_1299,P_1297_1
T10374	2	1	P_1351	34	1643408730	P_1118,P_1110_1
T10373	1	1	P_263	33	1643408910	P_1299,P_1297_1
T10370	1	1	P_1499	33	1643408931	P_1375_1
T10369	1	1	P_406	33	1643409026	P_1299,P_1297_1
T10378	1	1	P_1127	33	1643409232	P_1299,P_1297_1
T10375	1	1	P_197	33	1643409247	P_1299,P_1297_1
T10379	1	1	P_312	33	1643409262	P_1299,P_1297_1
T10377	1	1	P_320	33	1643409582	P_1299,P_1297_1
T10376	1	1	P_1124	34	1643409591	P_1118,P_1110_1
T10392	2	1	P_824	34	1643409961	P_1118,P_1110_1
T10381	1	1	P_200	33	1643410051	P_1299,P_1297_1
T10380	1	1	P_273	34	1643410367	P_1118,P_1110_1
T10382	1	1	P_311	33	1643410390	P_1299,P_1297_1
T10383	1	1	P_533	34	1643410630	P_1118,P_1110_1
