aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T4655	2	1	P_102	33	1642035608	P_1299,P_1297_1
T4657	1	1	P_54	33	1642035776	P_1299,P_1297_1
T4656	2	1	P_1426	33	1642035793	P_1375_1
T4660	1	1	P_1129	33	1642035916	P_1299,P_1297_1
T4658	1	1	P_101	33	1642035940	P_1299,P_1297_1
T16170	1	0	P_278	34	1642035940	P_34
T16171	1	0	P_263	34	1642036082	P_34
T16172	1	0	P_1509	34	1642036255	P_34
T4659	1	1	P_1268	33	1642036337	P_1375_1
T4664	1	1	P_864	33	1642036483	P_1375_1
T4661	1	1	P_302	33	1642036567	P_1299,P_1297_1
T4663	1	1	P_229	33	1642036641	P_1299,P_1297_1
T4662	1	1	P_1138	33	1642036655	P_1299,P_1297_1
T4667	1	1	P_1132	33	1642036762	P_1299,P_1297_1
T16173	1	0	P_1126	34	1642036973	P_34
T4665	1	1	P_412	33	1642037031	P_1299,P_1297_1
T16174	1	0	P_945	34	1642037111	P_34
T4666	1	1	P_1403	33	1642037116	P_1375_1
T4669	1	1	P_267	33	1642037119	P_1299,P_1297_1
T4668	1	1	P_271	33	1642037344	P_1299,P_1297_1
T16175	1	0	P_309	34	1642037451	P_34
T4670	1	1	P_196	33	1642037686	P_1299,P_1297_1
T4671	1	1	P_1244	33	1642037752	P_1375_1
T4672	2	1	P_831	33	1642037830	P_1375_1
T16176	1	0	P_195	34	1642037951	P_34
T4674	1	1	P_311	33	1642038011	P_1299,P_1297_1
T4673	1	1	P_303	33	1642038087	P_1299,P_1297_1
T4675	1	1	P_118	33	1642038163	P_1299,P_1297_1
T16177	1	0	P_276	34	1642038275	P_39
T4677	1	1	P_277	33	1642038315	P_1299,P_1297_1
T16178	1	0	P_304	34	1642038408	P_34
T4678	1	1	P_312	33	1642038498	P_1299,P_1297_1
T4676	1	1	P_300	33	1642038590	P_1299,P_1297_1
T4680	2	1	P_1128	33	1642038914	P_1299,P_1297_1
T16179	1	0	P_266	34	1642038938	P_34
T16180	1	0	P_273	34	1642039095	P_34
T4679	1	1	P_849	33	1642039162	P_1375_1
T16181	1	0	P_98	34	1642039404	P_34
T16182	1	0	P_1130	34	1642039698	P_34
T4681	1	1	P_100	33	1642039745	P_1299,P_1297_1
T4683	1	1	P_1528	33	1642039853	P_1375_1
T4682	1	1	P_1498	33	1642039977	P_1375_1
T4685	1	1	P_231	33	1642040017	P_1299,P_1297_1
T16183	2	0	P_828	34	1642040105	P_21
T4684	1	1	P_1360	33	1642040152	P_1299,P_1297_1
T4687	1	1	P_232	33	1642040391	P_1299,P_1297_1
T4686	1	1	P_1355	33	1642040620	P_1299,P_1297_1
T4688	1	1	P_305	33	1642040691	P_1299,P_1297_1
T16184	2	0	P_411	34	1642040725	P_21
T4689	1	1	P_1344	33	1642040857	P_1299,P_1297_1
T4690	1	1	P_263	33	1642041035	P_1299,P_1297_1
T16185	1	0	P_303	34	1642041139	P_34
T4693	1	1	P_1127	33	1642041366	P_1299,P_1297_1
T4691	1	1	P_310	33	1642041444	P_1299,P_1297_1
T4696	1	1	P_274	33	1642041616	P_1299,P_1297_1
T4697	1	1	P_1126	33	1642041670	P_1299,P_1297_1
T4695	1	1	P_521	33	1642041702	P_1299,P_1297_1
T4692	1	1	P_1509	33	1642041717	P_1375_1
T16186	1	0	P_279	34	1642041875	P_34
T4694	1	1	P_308	33	1642041902	P_1299,P_1297_1
T4699	1	1	P_195	33	1642041974	P_1299,P_1297_1
T16187	1	0	P_862	34	1642042215	P_34
T4702	1	1	P_278	33	1642042475	P_1299,P_1297_1
T4703	1	1	P_318	33	1642042591	P_1299,P_1297_1
T4700	1	1	P_787	33	1642042617	P_1375_1
T4701	1	1	P_304	33	1642042794	P_1299,P_1297_1
T4705	1	1	P_266	33	1642042818	P_1299,P_1297_1
T16188	1	0	P_312	34	1642042839	P_34
T4704	2	1	P_1239	33	1642042872	P_1375_1
T4707	1	1	P_98	33	1642043264	P_1299,P_1297_1
T4706	1	1	P_205	33	1642043308	P_1299,P_1297_1
T4708	1	1	P_1015	33	1642044042	P_1299,P_1297_1
T16189	1	0	P_265	34	1642044260	P_34
T4709	1	1	P_1448	33	1642044364	P_1375_1
T16190	2	0	P_823	34	1642044425	P_21
T4710	1	1	P_309	33	1642044431	P_1299,P_1297_1
T16191	1	0	P_98	34	1642044600	P_34
T16192	1	0	P_54	34	1642044731	P_34
T4712	1	1	P_276	33	1642044762	P_1299,P_1297_1
T4713	1	1	P_297	33	1642044814	P_1299,P_1297_1
T4711	1	1	P_796	33	1642044844	P_1375_1
T16193	1	0	P_532	34	1642044886	P_34
T4716	1	1	P_230	33	1642044974	P_1299,P_1297_1
T4715	1	1	P_200	33	1642045196	P_1299,P_1297_1
T4714	1	1	P_928	33	1642045278	P_1375_1
T4717	1	1	P_797	33	1642045417	P_1375_1
T16194	1	0	P_127	34	1642045593	P_34
T4719	1	1	P_313	33	1642045689	P_1299,P_1297_1
T4718	1	1	P_1205	33	1642045713	P_1375_1
T16195	1	0	P_1523	34	1642045726	P_34
T4720	1	1	P_1003	33	1642045815	P_1299,P_1297_1
T4721	1	1	P_111	33	1642045948	P_1299,P_1297_1
T16196	1	0	P_300	34	1642046005	P_34
T4723	2	1	P_1511	33	1642046178	P_1375_1
T4722	1	1	P_965	33	1642046188	P_1375_1
T4724	1	1	P_207	33	1642046255	P_1299,P_1297_1
