aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T5439	1	1	P_313	15	1642230011	P_565_1,P_563_1
T16913	1	0	P_123	16	1642230133	P_1037
T16914	2	0	P_403	16	1642230333	P_1033
T16915	1	0	P_53	16	1642230581	P_1037
T5440	1	1	P_1399	15	1642230603	P_572_1,P_575_1
T5441	1	1	P_206	15	1642230682	P_565_1,P_563_1
T16916	1	0	P_267	16	1642230727	P_1037
T16917	1	0	P_264	16	1642230913	P_505
T16918	1	0	P_279	16	1642231044	P_1037
T16919	1	0	P_55	16	1642231193	P_505
T5444	1	1	P_1130	15	1642231293	P_565_1,P_563_1
T16920	1	0	P_127	16	1642231307	P_1037
T16921	1	0	P_100	16	1642231452	P_1037
T5442	1	1	P_305	15	1642231463	P_565_1,P_563_1
T5443	1	1	P_101	15	1642231488	P_565_1,P_563_1
T16922	1	0	P_86	16	1642231602	P_1037
T5445	1	1	P_277	15	1642231661	P_565_1,P_563_1
T16923	1	0	P_266	16	1642231724	P_505
T16924	1	0	P_198	16	1642231881	P_1037
T5447	1	1	P_276	15	1642231987	P_565_1,P_563_1
T5450	2	1	P_831	15	1642232025	P_572_1,P_575_1
T5446	1	1	P_118	15	1642232043	P_565_1,P_563_1
T16925	1	0	P_1192	16	1642232095	P_1037
T5448	1	1	P_1014	15	1642232272	P_565_1,P_563_1
T16926	1	0	P_1015	16	1642232278	P_1037
T5449	1	1	P_278	15	1642232341	P_565_1,P_563_1
T16927	1	0	P_205	16	1642232371	P_1037
T16928	1	0	P_1005	16	1642232647	P_1037
T5451	1	1	P_271	15	1642232722	P_565_1,P_563_1
T5452	1	1	P_302	15	1642232782	P_565_1,P_563_1
T16929	1	0	P_317	16	1642232855	P_1037
T5453	1	1	P_207	15	1642232870	P_565_1,P_563_1
T5454	1	1	P_275	15	1642232941	P_565_1,P_563_1
T5456	2	1	P_1125	15	1642232958	P_565_1,P_563_1
T16930	1	0	P_1127	16	1642233050	P_1037
T5455	1	1	P_520	15	1642233059	P_565_1,P_563_1
T16931	1	0	P_132	16	1642233202	P_505
T5457	1	1	P_268	15	1642233254	P_565_1,P_563_1
T16932	1	0	P_412	16	1642233317	P_1037
T5458	1	1	P_531	15	1642233399	P_565_1,P_563_1
T16933	1	0	P_57	16	1642233467	P_1037
T16934	2	0	P_1131	16	1642233587	P_1033
T5459	1	1	P_303	15	1642233687	P_565_1,P_563_1
T16935	2	0	P_1427	16	1642233716	P_1033
T16936	1	0	P_1130	16	1642233911	P_1037
T5460	1	1	P_1003	15	1642234135	P_565_1,P_563_1
T16937	1	0	P_312	16	1642234177	P_1037
