aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T16149	1	0	P_1508	34	1642024902	P_34
T4585	1	1	P_1485	33	1642024965	P_1375_1
T4587	1	1	P_322	33	1642025050	P_1299,P_1297_1
T4589	1	1	P_856	33	1642025471	P_1375_1
T4590	1	1	P_195	33	1642025504	P_1299,P_1297_1
T4591	1	1	P_304	33	1642025600	P_1299,P_1297_1
T4592	1	1	P_310	33	1642025926	P_1299,P_1297_1
T4595	1	1	P_1129	33	1642026014	P_1299,P_1297_1
T4597	1	1	P_206	33	1642026023	P_1299,P_1297_1
T4593	1	1	P_103	33	1642026081	P_1299,P_1297_1
T4594	1	1	P_276	34	1642026307	P_1118,P_1110_1
T4596	2	1	P_1240	33	1642026423	P_1375_1
T4598	1	1	P_266	33	1642026502	P_1299,P_1297_1
T16150	1	0	P_957	34	1642026543	P_34
T4600	1	1	P_202	33	1642026674	P_1299,P_1297_1
T4599	1	1	P_303	33	1642026699	P_1299,P_1297_1
T16151	2	0	P_1511	34	1642026773	P_21
T4604	2	1	P_1272	34	1642026856	P_1118,P_1110_1
T4602	1	1	P_1132	33	1642026904	P_1299,P_1297_1
T4601	1	1	P_207	33	1642027170	P_1299,P_1297_1
T4606	1	1	P_308	34	1642027346	P_1118,P_1110_1
T4605	1	1	P_1127	33	1642027366	P_1299,P_1297_1
T4603	1	1	P_133	34	1642027403	P_1118,P_1110_1
T4607	1	1	P_263	33	1642027555	P_1299,P_1297_1
T4612	1	1	P_1126	33	1642027914	P_1299,P_1297_1
T4609	1	1	P_1402	33	1642027933	P_1375_1
T4611	1	1	P_307	34	1642027986	P_1118,P_1110_1
T4610	1	1	P_796	33	1642027999	P_1375_1
T4608	1	1	P_279	34	1642028188	P_1118,P_1110_1
T4613	1	1	P_305	33	1642028503	P_1299,P_1297_1
T4614	1	1	P_1128	33	1642028577	P_1299,P_1297_1
T4619	1	1	P_664	34	1642028797	P_1118,P_1110_1
T4615	1	1	P_407	33	1642028928	P_1299,P_1297_1
T4616	1	1	P_1508	33	1642029069	P_1375_1
T4617	1	1	P_275	33	1642029085	P_1299,P_1297_1
T16152	2	0	P_1480	34	1642029193	P_34
T4618	1	1	P_300	33	1642029379	P_1299,P_1297_1
T16153	1	0	P_1399	34	1642029450	P_39
T16154	1	0	P_1129	34	1642029678	P_34
T4620	1	1	P_265	34	1642029900	P_1118,P_1110_1
T16155	1	0	P_1403	34	1642029918	P_34
T16156	1	0	P_1132	34	1642030625	P_39
T4621	1	1	P_1207	33	1642030628	P_1375_1
T4622	1	1	P_1235	33	1642030794	P_1375_1
T4623	1	1	P_945	33	1642030811	P_1375_1
T4624	1	1	P_301	33	1642031101	P_1299,P_1297_1
T16157	1	0	P_313	34	1642031123	P_39
T4625	2	1	P_823	33	1642031380	P_1375_1
T4626	1	1	P_1014	33	1642031664	P_1299,P_1297_1
T4628	2	1	P_1427	33	1642031704	P_1375_1
T4627	1	1	P_532	33	1642031759	P_1299,P_1297_1
T16158	1	0	P_1453	34	1642031962	P_34
T4629	1	1	P_273	33	1642032037	P_1299,P_1297_1
T4632	1	1	P_108	34	1642032072	P_1118,P_1110_1
T4630	1	1	P_268	33	1642032092	P_1299,P_1297_1
T4637	1	1	P_1130	33	1642032443	P_1299,P_1297_1
T4633	1	1	P_739	33	1642032454	P_1375_1
T4635	1	1	P_127	33	1642032538	P_1299,P_1297_1
T4631	1	1	P_317	33	1642032607	P_1299,P_1297_1
T4634	1	1	P_1418	33	1642032668	P_1375_1
T16159	1	0	P_787	34	1642032735	P_34
T4636	1	1	P_1523	33	1642032868	P_1375_1
T4638	1	1	P_111	33	1642032890	P_1299,P_1297_1
T16160	1	0	P_303	34	1642032976	P_34
T4639	1	1	P_409	33	1642033048	P_1299,P_1297_1
T16161	1	0	P_1235	34	1642033128	P_34
T4640	1	1	P_106	33	1642033328	P_1299,P_1297_1
T4641	1	1	P_124	33	1642033591	P_1299,P_1297_1
T4642	1	1	P_206	33	1642033665	P_1299,P_1297_1
T4644	1	1	P_531	33	1642033811	P_1299,P_1297_1
T16162	2	0	P_1128	34	1642033826	P_21
T16163	1	0	P_300	34	1642033991	P_34
T4646	1	1	P_410	33	1642034006	P_1299,P_1297_1
T4645	1	1	P_1208	33	1642034032	P_1375_1
T4643	1	1	P_204	34	1642034043	P_1118,P_1110_1
T4647	1	1	P_197	33	1642034052	P_1299,P_1297_1
T4649	1	1	P_939	33	1642034360	P_1375_1
T16164	1	0	P_796	34	1642034378	P_34
T4648	1	1	P_199	33	1642034404	P_1299,P_1297_1
T4650	1	1	P_309	33	1642034445	P_1299,P_1297_1
T4653	1	1	P_280	33	1642034888	P_1299,P_1297_1
T16165	1	0	P_928	34	1642034930	P_34
T4651	1	1	P_957	33	1642035053	P_1375_1
T16166	1	0	P_1508	34	1642035082	P_34
T4652	1	1	P_98	33	1642035093	P_1299,P_1297_1
T16167	1	0	P_1127	34	1642035240	P_34
T16168	1	0	P_305	34	1642035363	P_34
T4654	1	1	P_1406	33	1642035449	P_1375_1
T16169	1	0	P_111	34	1642035471	P_34
