aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T14783	2	0	P_320	16	1641668576	P_1033
T3202	1	1	P_1453	16	1641668635	P_5_1,P_11
T14784	2	0	P_835	16	1641668947	P_1033
T3203	2	1	P_1480	16	1641669002	P_5_1,P_11
T14785	1	0	P_1454	16	1641669849	P_1037
T14786	2	0	P_1273	16	1641670669	P_1037
T3204	1	1	P_1498	16	1641670729	P_5_1,P_11
T14787	1	0	P_1511	16	1641670898	P_1037
T14788	2	0	P_1357	16	1641671292	P_1033
T14789	2	0	P_1483	16	1641671850	P_1033
T3205	2	1	P_1427	16	1641672078	P_5_1,P_11
T14790	1	0	P_945	16	1641672797	P_1037
T14791	1	0	P_1508	16	1641673220	P_505
T14792	1	0	P_1453	16	1641673379	P_1037
T3207	1	1	P_1509	16	1641674109	P_5_1,P_11
T3206	2	1	P_827	16	1641674220	P_5_1,P_11
T14793	1	0	P_1498	16	1641674253	P_505
T3208	2	1	P_1342	16	1641674756	P_5_1,P_11
T3209	1	1	P_1511	16	1641675346	P_5_1,P_11
T3210	2	1	P_1403	16	1641675580	P_5_1,P_11
T3211	1	1	P_1454	16	1641675783	P_5_1,P_11
T3212	2	1	P_1522	16	1641676958	P_5_1,P_11
T3213	2	1	P_1402	16	1641676979	P_5_1,P_11
T3214	2	1	P_1483	33	1641677194	P_1375_1
T3215	1	1	P_1453	33	1641677454	P_1375_1
T14794	1	0	P_1509	16	1641677668	P_1037
T14795	1	0	P_1511	16	1641677929	P_1037
T3217	1	1	P_945	33	1641678486	P_1375_1
T3216	1	1	P_1498	33	1641678569	P_1375_1
T3220	1	1	P_298	33	1641678865	P_1299,P_1297_1
T3219	1	1	P_304	33	1641678914	P_1299,P_1297_1
T3218	1	1	P_1452	33	1641678918	P_1375_1
