aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T15173	1	0	P_1455	34	1641776502	P_39
T3660	1	1	P_307	33	1641776625	P_1299,P_1297_1
T15174	1	0	P_302	34	1641776633	P_39
T3663	1	1	P_88	33	1641776722	P_1299,P_1297_1
T3664	1	1	P_1189	33	1641776778	P_1375_1
T15175	1	0	P_311	34	1641776837	P_34
T3666	1	1	P_232	33	1641776841	P_1299,P_1297_1
T15176	1	0	P_1129	34	1641777125	P_34
T3662	1	1	P_1278	33	1641777137	P_1375_1
T3668	1	1	P_297	33	1641777279	P_1299,P_1297_1
T3665	1	1	P_1203	33	1641777295	P_1375_1
T3669	1	1	P_278	33	1641777507	P_1299,P_1297_1
T3673	2	1	P_1240	33	1641777639	P_1375_1
T3667	1	1	P_306	33	1641777673	P_1299,P_1297_1
T3672	1	1	P_100	33	1641777738	P_1299,P_1297_1
T3671	1	1	P_404	33	1641777848	P_1299,P_1297_1
T3670	1	1	P_195	33	1641777862	P_1299,P_1297_1
T3675	1	1	P_742	33	1641777969	P_1375_1
T15177	1	0	P_1130	34	1641777982	P_34
T3674	1	1	P_53	33	1641777993	P_1299,P_1297_1
T3678	1	1	P_277	33	1641778073	P_1299,P_1297_1
T15178	1	0	P_1399	34	1641778168	P_34
T3676	1	1	P_856	33	1641778252	P_1375_1
T15179	1	0	P_304	34	1641778278	P_39
T3677	1	1	P_1528	33	1641778294	P_1375_1
T3682	1	1	P_521	33	1641778378	P_1299,P_1297_1
T3679	1	1	P_263	33	1641778425	P_1299,P_1297_1
T15180	2	0	P_298	34	1641778504	P_21
T15181	1	0	P_303	34	1641778685	P_34
T3680	1	1	P_412	33	1641778687	P_1299,P_1297_1
T3684	1	1	P_411	33	1641778808	P_1299,P_1297_1
T3683	1	1	P_202	33	1641778827	P_1299,P_1297_1
T15182	1	0	P_1511	34	1641778876	P_39
T15183	1	0	P_267	34	1641778990	P_34
T3681	1	1	P_1453	33	1641779071	P_1375_1
T3685	1	1	P_1268	33	1641779133	P_1375_1
T15184	1	0	P_276	34	1641779167	P_34
T3686	1	1	P_317	33	1641779305	P_1299,P_1297_1
T3688	1	1	P_405	33	1641779314	P_1299,P_1297_1
T15185	1	0	P_205	34	1641779314	P_39
T15186	1	0	P_268	34	1641779537	P_34
T3690	1	1	P_1126	33	1641779648	P_1299,P_1297_1
T15187	1	0	P_56	34	1641779688	P_34
T3687	1	1	P_97	33	1641779733	P_1299,P_1297_1
T15188	1	0	P_265	34	1641779803	P_39
T15189	1	0	P_207	34	1641779941	P_34
T3689	1	1	P_791	33	1641779944	P_1375_1
T3691	2	1	P_102	33	1641780098	P_1299,P_1297_1
T15190	1	0	P_264	34	1641780162	P_34
T3692	1	1	P_1360	33	1641780377	P_1299,P_1297_1
T3694	2	1	P_828	33	1641780529	P_1375_1
T3695	1	1	P_860	33	1641781011	P_1375_1
T3693	1	1	P_1356	33	1641781099	P_1299,P_1297_1
T15191	2	0	P_1478	34	1641781302	P_21
T3696	1	1	P_1354	33	1641781422	P_1299,P_1297_1
T3697	1	1	P_403	33	1641781521	P_1299,P_1297_1
T3698	1	1	P_1207	33	1641781600	P_1375_1
T3702	1	1	P_57	33	1641781612	P_1299,P_1297_1
T3699	1	1	P_117	33	1641781788	P_1299,P_1297_1
T3703	1	1	P_1129	33	1641781830	P_1299,P_1297_1
T3701	1	1	P_300	33	1641781917	P_1299,P_1297_1
T15192	2	0	P_270	34	1641782009	P_21
T3700	1	1	P_862	33	1641782027	P_1375_1
T15193	1	0	P_1189	34	1641782151	P_39
T3705	1	1	P_1132	33	1641782233	P_1299,P_1297_1
T15194	1	0	P_1127	34	1641782352	P_34
T3704	1	1	P_311	33	1641782399	P_1299,P_1297_1
T3707	1	1	P_303	33	1641782848	P_1299,P_1297_1
T3706	1	1	P_1244	33	1641782873	P_1375_1
T3710	1	1	P_520	33	1641783105	P_1299,P_1297_1
T3709	1	1	P_127	33	1641783137	P_1299,P_1297_1
T3708	1	1	P_304	33	1641783293	P_1299,P_1297_1
T3713	1	1	P_276	33	1641783314	P_1299,P_1297_1
T3711	1	1	P_409	33	1641783426	P_1299,P_1297_1
T15195	2	0	P_528	34	1641783534	P_21
T3712	1	1	P_302	33	1641783573	P_1299,P_1297_1
T3716	1	1	P_205	33	1641783611	P_1299,P_1297_1
T3715	1	1	P_107	33	1641783784	P_1299,P_1297_1
T3714	1	1	P_928	33	1641783798	P_1375_1
T3717	1	1	P_1486	33	1641783862	P_1375_1
T3718	1	1	P_207	33	1641783952	P_1299,P_1297_1
T3719	2	1	P_298	33	1641784310	P_1299,P_1297_1
T15196	1	0	P_266	34	1641784579	P_34
T15197	1	0	P_196	34	1641784864	P_34
T3721	1	1	P_664	33	1641784980	P_1375_1
T3720	1	1	P_268	33	1641784992	P_1299,P_1297_1
T3723	1	1	P_858	33	1641785104	P_1375_1
T15198	1	0	P_1126	34	1641785160	P_34
T3725	1	1	P_1452	33	1641785397	P_1375_1
T15199	1	0	P_86	34	1641785418	P_34
T3722	1	1	P_1272	33	1641785423	P_1375_1
T3724	1	1	P_1235	33	1641785435	P_1375_1
T15200	1	0	P_53	34	1641785615	P_39
T15201	2	0	P_297	34	1641785742	P_21
T15202	1	0	P_312	34	1641785891	P_34
T15203	1	0	P_98	34	1641786004	P_34
T3726	1	1	P_264	33	1641786010	P_1299,P_1297_1
T15204	1	0	P_518	34	1641786160	P_34
T3729	1	1	P_1130	33	1641786250	P_1299,P_1297_1
T3727	1	1	P_118	33	1641786261	P_1299,P_1297_1
T3732	2	1	P_1480	33	1641786376	P_1375_1
T3728	1	1	P_848	33	1641786409	P_1375_1
T3733	1	1	P_267	33	1641786442	P_1299,P_1297_1
T3731	1	1	P_56	33	1641786452	P_1299,P_1297_1
T3730	1	1	P_1448	33	1641786666	P_1375_1
T3735	1	1	P_124	33	1641786949	P_1299,P_1297_1
T3736	1	1	P_1529	33	1641786956	P_1375_1
T3737	1	1	P_52	33	1641787034	P_1299,P_1297_1
T15205	1	0	P_278	34	1641787055	P_34
T3734	2	1	P_1478	33	1641787109	P_1375_1
