aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T3929	1	1	P_268	33	1641852016	P_1299,P_1297_1
T3927	1	1	P_1486	33	1641852183	P_1375_1
T3928	1	1	P_310	33	1641852197	P_1299,P_1297_1
T3931	1	1	P_780	34	1641852427	P_1118,P_1110_1
T3932	2	1	P_1342	34	1641852584	P_1118,P_1110_1
T3930	2	1	P_1427	33	1641852614	P_1375_1
T3936	1	1	P_54	33	1641853189	P_1299,P_1297_1
T3935	1	1	P_1478	33	1641853368	P_1375_1
T3933	1	1	P_276	34	1641853406	P_1118,P_1110_1
T3937	1	1	P_534	33	1641853465	P_1299,P_1297_1
T3934	1	1	P_939	33	1641853506	P_1375_1
T3938	1	1	P_311	33	1641853525	P_1299,P_1297_1
T3939	1	1	P_202	33	1641853625	P_1299,P_1297_1
T3941	1	1	P_1129	33	1641853869	P_1299,P_1297_1
T15494	2	0	P_1511	34	1641853918	P_34
T3942	1	1	P_110	33	1641854069	P_1299,P_1297_1
T3943	1	1	P_231	33	1641854102	P_1299,P_1297_1
T3940	1	1	P_309	33	1641854125	P_1299,P_1297_1
T3944	1	1	P_312	33	1641854404	P_1299,P_1297_1
T3948	1	1	P_96	34	1641854623	P_1118,P_1110_1
T3946	1	1	P_300	33	1641854666	P_1299,P_1297_1
T3945	1	1	P_1453	33	1641854796	P_1375_1
T3947	1	1	P_1255	33	1641855322	P_1375_1
T3950	1	1	P_304	34	1641855334	P_1118,P_1110_1
T3949	1	1	P_412	33	1641855354	P_1299,P_1297_1
T15495	1	0	P_1454	34	1641855472	P_34
T15496	2	0	P_1510	34	1641855669	P_34
T3954	1	1	P_86	33	1641855892	P_1299,P_1297_1
T3953	1	1	P_271	34	1641855894	P_1118,P_1110_1
T3951	1	1	P_409	33	1641855895	P_1299,P_1297_1
T3952	1	1	P_1355	33	1641855943	P_1299,P_1297_1
T3955	2	1	P_827	33	1641855978	P_1375_1
T15497	1	0	P_1508	34	1641856116	P_39
T15498	1	0	P_1509	34	1641856262	P_39
T3956	1	1	P_1132	34	1641856494	P_1118,P_1110_1
T3957	2	1	P_831	33	1641856743	P_1375_1
T15499	1	0	P_311	34	1641857056	P_34
T3960	1	1	P_1448	33	1641857492	P_1375_1
T3958	1	1	P_406	33	1641857513	P_1299,P_1297_1
T15500	1	0	P_312	34	1641857682	P_34
T15501	1	0	P_305	34	1641858049	P_39
T3962	1	1	P_277	33	1641858114	P_1299,P_1297_1
T3963	1	1	P_739	33	1641858220	P_1375_1
T3961	1	1	P_796	33	1641858233	P_1375_1
T3966	2	1	P_1357	34	1641858330	P_1118,P_1110_1
T3964	1	1	P_1126	33	1641858531	P_1299,P_1297_1
T3965	1	1	P_107	33	1641858744	P_1299,P_1297_1
T3970	1	1	P_307	34	1641859094	P_1118,P_1110_1
T3967	1	1	P_196	33	1641859197	P_1299,P_1297_1
T3968	1	1	P_230	33	1641859335	P_1299,P_1297_1
T3969	1	1	P_520	33	1641859579	P_1299,P_1297_1
T15502	1	0	P_1402	34	1641859621	P_34
T15503	1	0	P_1455	34	1641859795	P_34
T15504	2	0	P_1342	34	1641859882	P_21
T3976	1	1	P_297	33	1641859986	P_1299,P_1297_1
T3971	1	1	P_118	33	1641860002	P_1299,P_1297_1
T15505	1	0	P_1453	34	1641860081	P_34
T3972	1	1	P_206	33	1641860111	P_1299,P_1297_1
T15506	1	0	P_1129	34	1641860226	P_39
T3973	1	1	P_275	33	1641860282	P_1299,P_1297_1
T15507	1	0	P_309	34	1641860355	P_34
T15508	1	0	P_307	34	1641860461	P_34
T15509	1	0	P_1448	34	1641860579	P_34
T3979	1	1	P_205	33	1641860594	P_1299,P_1297_1
T3974	2	1	P_319	33	1641860627	P_1299,P_1297_1
T15510	2	0	P_831	34	1641860697	P_21
T3975	1	1	P_1207	33	1641860710	P_1375_1
T3978	1	1	P_1244	33	1641860797	P_1375_1
T3981	1	1	P_1003	33	1641861002	P_1299,P_1297_1
T3977	1	1	P_264	34	1641861047	P_1118,P_1110_1
T3980	1	1	P_232	33	1641861095	P_1299,P_1297_1
T3983	1	1	P_308	33	1641861375	P_1299,P_1297_1
T3982	1	1	P_306	33	1641861388	P_1299,P_1297_1
T3984	1	1	P_532	33	1641861398	P_1299,P_1297_1
T3985	1	1	P_101	33	1641861660	P_1299,P_1297_1
T15511	1	0	P_310	34	1641861888	P_39
T15512	1	0	P_1132	34	1641862175	P_34
T3986	1	1	P_862	33	1641862315	P_1375_1
T15513	1	0	P_412	34	1641862394	P_39
T3987	2	1	P_1351	33	1641862447	P_1299,P_1297_1
T3988	1	1	P_97	33	1641862599	P_1299,P_1297_1
T15514	2	0	P_835	34	1641862661	P_34
T3989	1	1	P_263	33	1641862684	P_1299,P_1297_1
