aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T5056	1	1	P_317	15	1642132972	P_565_1,P_563_1
T5057	1	1	P_1344	15	1642133146	P_565_1,P_563_1
T16525	1	0	P_118	16	1642133233	P_1037
T5059	2	1	P_1402	15	1642133417	P_572_1,P_575_1
T16526	2	0	P_1129	16	1642133428	P_1033
T5060	1	1	P_202	15	1642133533	P_565_1,P_563_1
T5058	1	1	P_123	15	1642133579	P_565_1,P_563_1
T5061	1	1	P_98	15	1642133843	P_565_1,P_563_1
T16527	1	0	P_856	16	1642133906	P_1037
T16528	1	0	P_99	16	1642134143	P_505
T16529	1	0	P_54	16	1642134331	P_1037
T5062	2	1	P_94	15	1642134429	P_565_1,P_563_1
T5063	1	1	P_309	15	1642134523	P_565_1,P_563_1
T16530	1	0	P_204	16	1642134634	P_1037
T5064	1	1	P_305	15	1642134870	P_565_1,P_563_1
T5066	2	1	P_1425	15	1642134955	P_572_1,P_575_1
T5065	1	1	P_310	15	1642134985	P_565_1,P_563_1
T16531	1	0	P_269	16	1642135028	P_505
T16532	1	0	P_276	16	1642135196	P_1037
T5067	1	1	P_308	15	1642135334	P_565_1,P_563_1
T5068	1	1	P_53	15	1642135350	P_565_1,P_563_1
T16533	1	0	P_1528	16	1642135386	P_1037
T5069	1	1	P_1190	15	1642135508	P_572_1,P_575_1
T16534	1	0	P_198	16	1642135508	P_1037
T16535	1	0	P_274	16	1642135713	P_505
T5070	1	1	P_306	15	1642135770	P_565_1,P_563_1
T16536	1	0	P_195	16	1642135857	P_1037
T16537	1	0	P_264	16	1642136046	P_1037
T16538	1	0	P_124	16	1642136302	P_1037
T16539	1	0	P_266	16	1642136626	P_505
T5071	1	1	P_134	15	1642136638	P_565_1,P_563_1
T5072	1	1	P_206	15	1642136786	P_565_1,P_563_1
T5073	1	1	P_275	15	1642136857	P_565_1,P_563_1
T16540	1	0	P_112	16	1642136965	P_505
T16541	1	0	P_1278	16	1642137150	P_505
T5074	1	1	P_205	15	1642137164	P_565_1,P_563_1
T5076	1	1	P_279	15	1642137260	P_565_1,P_563_1
T16542	1	0	P_123	16	1642137301	P_1037
T5075	1	1	P_303	15	1642137345	P_565_1,P_563_1
T16543	1	0	P_304	16	1642137539	P_1037
T5077	1	1	P_856	15	1642137573	P_572_1,P_575_1
T5079	1	1	P_127	15	1642137573	P_565_1,P_563_1
T16544	1	0	P_101	16	1642137640	P_505
T5080	2	1	P_1240	15	1642137669	P_572_1,P_575_1
T5081	1	1	P_263	15	1642137689	P_565_1,P_563_1
T5078	1	1	P_518	15	1642137729	P_565_1,P_563_1
T5082	1	1	P_200	15	1642137742	P_565_1,P_563_1
T16545	1	0	P_945	16	1642137761	P_1037
T16546	1	0	P_265	16	1642137914	P_1037
T16547	1	0	P_521	16	1642138195	P_1037
T5084	2	1	P_831	15	1642138334	P_572_1,P_575_1
T16548	1	0	P_305	16	1642138349	P_1037
