aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T22513	1	0	P_305	34	1643526067	P_34
T11053	1	1	P_197	33	1643526147	P_1299,P_1297_1
T22514	1	0	P_308	34	1643526225	P_34
T11054	1	1	P_300	33	1643526252	P_1299,P_1297_1
T22515	1	0	P_118	34	1643526374	P_34
T22516	1	0	P_195	34	1643526542	P_34
T11056	1	1	P_199	33	1643526549	P_1299,P_1297_1
T11055	1	1	P_310	33	1643526595	P_1299,P_1297_1
T22517	1	0	P_55	33	1643526634	P_1163
T11060	1	1	P_57	33	1643526649	P_1299,P_1297_1
T11058	1	1	P_864	33	1643526704	P_1375_1
T22518	1	0	P_1127	34	1643526745	P_39
T22519	1	0	P_301	33	1643526934	P_1151
T11057	1	1	P_309	33	1643526938	P_1299,P_1297_1
T11061	2	1	P_98	33	1643526952	P_1299,P_1297_1
T11059	1	1	P_862	33	1643527125	P_1375_1
T11063	1	1	P_1124	33	1643527172	P_1299,P_1297_1
T22520	1	0	P_268	34	1643527222	P_39
T11064	1	1	P_276	33	1643527264	P_1299,P_1297_1
T22521	1	0	P_304	34	1643527376	P_34
T11062	1	1	P_412	33	1643527426	P_1299,P_1297_1
T22522	1	0	P_1131	34	1643527496	P_34
T22523	1	0	P_204	34	1643527602	P_34
T22524	1	0	P_306	34	1643527770	P_34
T11066	1	1	P_1132	33	1643527811	P_1299,P_1297_1
T11065	1	1	P_303	33	1643527872	P_1299,P_1297_1
T11067	1	1	P_267	33	1643528041	P_1299,P_1297_1
T22525	1	0	P_263	34	1643528087	P_34
T11069	2	1	P_108	33	1643528145	P_1299,P_1297_1
T22526	1	0	P_280	34	1643528195	P_34
T11068	2	1	P_299	33	1643528241	P_1299,P_1297_1
T11070	1	1	P_1128	33	1643528338	P_1299,P_1297_1
T22527	1	0	P_302	34	1643528340	P_39
T22528	1	0	P_310	34	1643528451	P_34
T11072	1	1	P_279	33	1643528478	P_1299,P_1297_1
T22529	2	0	P_52	34	1643528594	P_21
T11073	1	1	P_132	33	1643528671	P_1299,P_1297_1
T11071	1	1	P_307	33	1643528733	P_1299,P_1297_1
T22530	1	0	P_309	34	1643528767	P_39
T11074	1	1	P_265	33	1643528824	P_1299,P_1297_1
T11075	1	1	P_312	33	1643528834	P_1299,P_1297_1
T22531	1	0	P_1124	34	1643528905	P_34
T22532	2	0	P_273	34	1643529050	P_34
T22533	1	0	P_106	33	1643529162	P_1163
T11077	1	1	P_1130	33	1643529191	P_1299,P_1297_1
T11076	1	1	P_311	33	1643529219	P_1299,P_1297_1
T22534	1	0	P_206	34	1643529286	P_34
T22535	1	0	P_57	34	1643529456	P_34
T11078	1	1	P_110	33	1643529557	P_1299,P_1297_1
T22536	1	0	P_277	34	1643529634	P_34
T22537	1	0	P_278	33	1643529689	P_1163
T11080	2	1	P_270	33	1643529731	P_1299,P_1297_1
T11079	1	1	P_1014	33	1643529747	P_1299,P_1297_1
T22538	1	0	P_520	34	1643529850	P_34
T22539	2	0	P_1357	34	1643529975	P_34
T11082	1	1	P_1127	33	1643530030	P_1299,P_1297_1
T11081	1	1	P_308	33	1643530076	P_1299,P_1297_1
T11083	1	1	P_305	33	1643530082	P_1299,P_1297_1
T11084	1	1	P_1129	33	1643530107	P_1299,P_1297_1
T22540	1	0	P_198	34	1643530149	P_34
T22541	1	0	P_202	34	1643530290	P_34
T22542	1	0	P_58	34	1643530481	P_34
T11087	2	1	P_1005	33	1643530523	P_1299,P_1297_1
T11085	1	1	P_103	33	1643530580	P_1299,P_1297_1
T22543	2	0	P_127	34	1643530634	P_21
T22544	1	0	P_276	33	1643530725	P_1163
T11086	1	1	P_205	33	1643530774	P_1299,P_1297_1
T11089	1	1	P_298	33	1643530833	P_1299,P_1297_1
T22545	1	0	P_197	34	1643530866	P_34
T22546	1	0	P_1003	34	1643531010	P_34
T11088	1	1	P_268	33	1643531129	P_1299,P_1297_1
T22547	1	0	P_1132	33	1643531167	P_1163
T11090	1	1	P_534	33	1643531238	P_1299,P_1297_1
T22548	1	0	P_99	34	1643531342	P_34
T22549	1	0	P_96	33	1643531416	P_1151
T11091	1	1	P_266	33	1643531443	P_1299,P_1297_1
T11092	1	1	P_54	33	1643531452	P_1299,P_1297_1
T22550	1	0	P_200	34	1643531554	P_34
T22551	1	0	P_264	33	1643531606	P_1163
T11093	1	1	P_124	33	1643531610	P_1299,P_1297_1
T11097	1	1	P_196	33	1643531681	P_1299,P_1297_1
T11095	1	1	P_313	33	1643531762	P_1299,P_1297_1
T22552	2	0	P_319	34	1643531762	P_21
T22553	2	0	P_1044	33	1643531828	P_994
T11094	1	1	P_53	33	1643531969	P_1299,P_1297_1
T22554	1	0	P_1130	34	1643531970	P_39
T22555	1	0	P_91	34	1643532110	P_34
T22556	1	0	P_299	33	1643532185	P_1163
T11096	1	1	P_134	33	1643532228	P_1299,P_1297_1
T22557	2	0	P_1046	34	1643532348	P_21
T11100	1	1	P_518	33	1643532452	P_1299,P_1297_1
T22558	2	0	P_1128	34	1643532460	P_21
T11101	1	1	P_277	33	1643532483	P_1299,P_1297_1
T11098	1	1	P_304	33	1643532490	P_1299,P_1297_1
T22559	1	0	P_1244	33	1643532552	P_912
T11099	1	1	P_106	33	1643532630	P_1299,P_1297_1
T22560	1	0	P_100	34	1643532682	P_34
T22561	1	0	P_300	34	1643532799	P_34
T11107	1	1	P_1131	33	1643532825	P_1299,P_1297_1
T11106	1	1	P_280	33	1643532919	P_1299,P_1297_1
T22562	1	0	P_528	34	1643532919	P_39
T11102	1	1	P_195	33	1643532962	P_1299,P_1297_1
T11104	1	1	P_521	33	1643532981	P_1299,P_1297_1
T11103	2	1	P_605	33	1643533058	P_1375_1
T22563	1	0	P_298	34	1643533062	P_34
T22564	1	0	P_312	33	1643533106	P_1163
T22565	1	0	P_207	34	1643533251	P_39
T11108	1	1	P_520	33	1643533261	P_1299,P_1297_1
T11105	1	1	P_302	33	1643533288	P_1299,P_1297_1
T22566	1	0	P_196	34	1643533406	P_34
T22567	1	0	P_1235	33	1643533486	P_912
T22568	2	0	P_1272	34	1643533629	P_21
T11110	1	1	P_1124	33	1643533632	P_1299,P_1297_1
T11109	1	1	P_306	33	1643533708	P_1299,P_1297_1
T22569	1	0	P_279	33	1643533731	P_1163
T22570	1	0	P_265	34	1643533908	P_39
T11112	1	1	P_202	33	1643533964	P_1299,P_1297_1
T11113	2	1	P_52	33	1643533995	P_1299,P_1297_1
T22571	1	0	P_928	34	1643534008	P_34
T22572	1	0	P_54	33	1643534118	P_1163
T11117	1	1	P_1132	33	1643534146	P_1299,P_1297_1
T11114	2	1	P_273	33	1643534156	P_1299,P_1297_1
T22573	1	0	P_230	34	1643534258	P_34
T11116	1	1	P_278	33	1643534262	P_1299,P_1297_1
T22574	1	0	P_92	34	1643534446	P_34
T11118	1	1	P_198	33	1643534541	P_1299,P_1297_1
T22575	2	0	P_270	34	1643534579	P_21
T11111	1	1	P_1278	33	1643534603	P_1375_1
T22576	1	0	P_304	34	1643534728	P_34
T22577	2	0	P_1426	34	1643534870	P_21
T11115	2	1	P_827	33	1643534924	P_1375_1
T22578	1	0	P_311	33	1643534961	P_1163
T22579	1	0	P_303	34	1643535064	P_34
T11120	1	1	P_197	33	1643535148	P_1299,P_1297_1
T22580	1	0	P_280	33	1643535157	P_1163
T22581	1	0	P_277	34	1643535286	P_39
T22582	1	0	P_412	33	1643535375	P_1163
T11119	1	1	P_299	33	1643535564	P_1299,P_1297_1
T22583	1	0	P_53	34	1643535565	P_34
T22584	1	0	P_103	33	1643535638	P_1163
T11121	1	1	P_200	33	1643535675	P_1299,P_1297_1
T11122	1	1	P_206	33	1643535733	P_1299,P_1297_1
T22585	1	0	P_1127	34	1643535773	P_34
T11123	1	1	P_300	33	1643535880	P_1299,P_1297_1
T22586	1	0	P_957	34	1643535906	P_34
T22587	1	0	P_93	34	1643536044	P_34
T11126	1	1	P_264	33	1643536112	P_1299,P_1297_1
T11128	1	1	P_1130	33	1643536128	P_1299,P_1297_1
T22588	1	0	P_89	34	1643536142	P_34
T11125	2	1	P_1240	33	1643536237	P_1375_1
T11127	2	1	P_127	33	1643536241	P_1299,P_1297_1
T11124	1	1	P_309	33	1643536250	P_1299,P_1297_1
T22589	1	0	P_124	34	1643536264	P_34
T22590	2	0	P_827	33	1643536340	P_998
T22591	1	0	P_205	34	1643536464	P_34
T11129	1	1	P_312	33	1643536539	P_1299,P_1297_1
T11130	1	1	P_276	33	1643536591	P_1299,P_1297_1
T22592	1	0	P_1529	34	1643536623	P_34
T22593	1	0	P_267	34	1643536755	P_34
