aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T19911	1	0	P_206	33	1643007618	P_1151
T19912	1	0	P_275	34	1643007730	P_34
T8426	1	1	P_265	33	1643007843	P_1299,P_1297_1
T8424	1	1	P_313	33	1643007853	P_1299,P_1297_1
T8425	1	1	P_306	33	1643007855	P_1299,P_1297_1
T8428	1	1	P_1130	33	1643007879	P_1299,P_1297_1
T19913	1	0	P_280	34	1643007882	P_34
T19914	1	0	P_276	34	1643007986	P_34
T19915	1	0	P_303	34	1643008234	P_34
T8427	1	1	P_196	33	1643008246	P_1299,P_1297_1
T19916	1	0	P_263	34	1643008364	P_39
T8429	1	1	P_310	33	1643008492	P_1299,P_1297_1
T8430	2	1	P_1005	33	1643008510	P_1299,P_1297_1
T19917	1	0	P_205	34	1643008513	P_34
T19918	1	0	P_200	34	1643008644	P_34
T19919	1	0	P_308	34	1643008772	P_39
T8432	1	1	P_53	33	1643008813	P_1299,P_1297_1
T19920	1	0	P_312	34	1643008987	P_34
T8431	1	1	P_302	33	1643009019	P_1299,P_1297_1
T8433	1	1	P_95	33	1643009149	P_1299,P_1297_1
T19921	1	0	P_57	34	1643009178	P_34
T8434	1	1	P_1129	33	1643009289	P_1299,P_1297_1
T19922	1	0	P_277	34	1643009487	P_34
T8435	1	1	P_278	33	1643009849	P_1299,P_1297_1
T19923	2	0	P_56	34	1643009935	P_21
T8436	1	1	P_305	33	1643010071	P_1299,P_1297_1
T19924	2	0	P_835	33	1643010150	P_998
T8437	1	1	P_309	33	1643010457	P_1299,P_1297_1
T8438	1	1	P_301	33	1643010582	P_1299,P_1297_1
T8440	1	1	P_298	33	1643010655	P_1299,P_1297_1
T19925	1	0	P_195	34	1643010729	P_34
T8439	1	1	P_957	33	1643010876	P_1375_1
T19926	1	0	P_1124	33	1643010911	P_1151
T8441	1	1	P_304	33	1643011026	P_1299,P_1297_1
T19927	1	0	P_1523	33	1643011086	P_912
T8443	2	1	P_273	33	1643011259	P_1299,P_1297_1
T19928	2	0	P_412	34	1643011307	P_21
T19929	1	0	P_313	34	1643011482	P_34
T8442	2	1	P_605	33	1643011581	P_1375_1
T19930	1	0	P_207	33	1643011647	P_1163
T19931	1	0	P_202	34	1643011762	P_34
T8444	1	1	P_303	33	1643011847	P_1299,P_1297_1
T19932	2	0	P_1483	33	1643011924	P_998
T8446	1	1	P_106	33	1643011955	P_1299,P_1297_1
T8445	2	1	P_1425	33	1643011975	P_1375_1
T19933	1	0	P_305	34	1643012103	P_34
T8447	1	1	P_263	33	1643012191	P_1299,P_1297_1
T19934	2	0	P_1005	34	1643012199	P_21
T19935	1	0	P_278	33	1643012306	P_1163
T8449	1	1	P_279	33	1643012340	P_1299,P_1297_1
T19936	1	0	P_199	34	1643012458	P_34
T8448	1	1	P_205	33	1643012518	P_1299,P_1297_1
T19937	1	0	P_118	34	1643012600	P_39
T19938	1	0	P_311	34	1643012744	P_34
T19939	1	0	P_299	34	1643012922	P_34
T8452	1	1	P_280	33	1643012945	P_1299,P_1297_1
T8453	1	1	P_1131	33	1643013037	P_1299,P_1297_1
T19940	2	0	P_1425	34	1643013091	P_21
T8450	1	1	P_780	33	1643013136	P_1375_1
T8451	1	1	P_266	33	1643013172	P_1299,P_1297_1
T19941	1	0	P_92	34	1643013240	P_34
T19942	1	0	P_1130	33	1643013335	P_1163
T19943	1	0	P_1126	34	1643013477	P_34
T8456	1	1	P_1132	33	1643013485	P_1299,P_1297_1
T8454	1	1	P_1190	33	1643013486	P_1375_1
T19944	1	0	P_945	33	1643013552	P_912
T19945	1	0	P_268	34	1643013693	P_34
T19946	2	0	P_270	34	1643013789	P_21
T8455	1	1	P_1406	33	1643013803	P_1375_1
