aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T19031	1	0	P_1131	16	1642791862	P_1037
T7465	1	1	P_1479	16	1642791876	P_5_1,P_11
T19032	1	0	P_1508	16	1642792050	P_505
T7466	2	1	P_1478	16	1642792214	P_5_1,P_11
T19033	1	0	P_1454	16	1642792551	P_1037
T19034	1	0	P_1499	16	1642792913	P_1037
T7467	1	1	P_1427	16	1642793138	P_5_1,P_11
T19035	1	0	P_311	16	1642793220	P_505
T19036	2	0	P_1480	16	1642793415	P_1033
T19037	1	0	P_1455	16	1642794073	P_1037
T19038	1	0	P_1403	16	1642794391	P_505
T7468	1	1	P_1485	16	1642794676	P_5_1,P_11
T19039	2	0	P_827	16	1642794702	P_1033
T7469	1	1	P_1454	16	1642795150	P_5_1,P_11
T7470	2	1	P_1425	16	1642795231	P_5_1,P_11
T19040	1	0	P_1452	16	1642795533	P_1037
T19041	1	0	P_1478	16	1642795783	P_1037
T7471	1	1	P_796	34	1642796156	P_1118,P_1110_1
T7472	1	1	P_1499	34	1642796873	P_1118,P_1110_1
T7473	2	1	P_1522	34	1642797010	P_1118,P_1110_1
T19042	1	0	P_1486	16	1642797233	P_1037
T19043	1	0	P_1454	34	1642797655	P_34
T7476	2	1	P_835	34	1642797982	P_1118,P_1110_1
T19044	1	0	P_1499	34	1642797997	P_34
T7475	2	1	P_1239	34	1642798085	P_1118,P_1110_1
T7474	1	1	P_1498	34	1642798115	P_1118,P_1110_1
T7477	2	1	P_1426	34	1642798587	P_1118,P_1110_1
T7478	1	1	P_1403	34	1642798707	P_1118,P_1110_1
T7479	1	1	P_1455	34	1642798985	P_1118,P_1110_1
T7480	1	1	P_1510	34	1642799287	P_1118,P_1110_1
T7481	1	1	P_1478	34	1642799668	P_1118,P_1110_1
T7483	2	1	P_1351	34	1642800044	P_1118,P_1110_1
T7482	1	1	P_1452	34	1642800082	P_1118,P_1110_1
T7484	1	1	P_1508	34	1642800190	P_1118,P_1110_1
T19046	1	0	P_1510	34	1642800581	P_39
T7485	1	1	P_1485	33	1642800761	P_1375_1
T19047	1	0	P_1455	34	1642800773	P_39
T7486	2	1	P_1480	33	1642800850	P_1375_1
T19048	1	0	P_1498	34	1642801300	P_34
T7487	1	1	P_1486	33	1642801525	P_1375_1
T7488	1	1	P_1354	33	1642801970	P_1299,P_1297_1
T7489	1	1	P_302	33	1642802039	P_1299,P_1297_1
T19049	2	0	P_1425	33	1642802354	P_998
T7498	2	1	P_1483	34	1642802381	P_1118,P_1110_1
