aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T11600	1	0	P_1452	16	1640977656	P_1037
T18	1	1	P_1510	16	1640977680	P_5_1,P_11
T11601	1	0	P_1485	16	1640978203	P_1037
T19	1	1	P_1453	16	1640978799	P_5_1,P_11
T11602	1	0	P_1486	16	1640979186	P_1037
T11603	1	0	P_1511	16	1640979344	P_1037
T20	2	1	P_1425	16	1640979380	P_5_1,P_11
T21	2	1	P_1403	16	1640979722	P_5_1,P_11
T11604	2	0	P_1483	16	1640979839	P_1033
T22	2	1	P_1426	16	1640980100	P_5_1,P_11
T23	1	1	P_1509	16	1640980903	P_5_1,P_11
T11605	1	0	P_1454	16	1640981458	P_1037
T24	1	1	P_1485	16	1640981559	P_5_1,P_11
T11606	1	0	P_1510	16	1640982256	P_1037
T25	1	1	P_945	16	1640982532	P_5_1,P_11
T26	2	1	P_835	16	1640982782	P_5_1,P_11
T11607	1	0	P_1485	16	1640982926	P_1037
T27	1	1	P_1455	16	1640983345	P_5_1,P_11
T11608	1	0	P_1453	16	1640983594	P_1037
T28	1	1	P_1486	16	1640983649	P_5_1,P_11
T29	1	1	P_1521	16	1640984175	P_5_1,P_11
T11609	1	0	P_1508	16	1640984226	P_1037
T30	1	1	P_1511	16	1640984909	P_5_1,P_11
T31	1	1	P_1499	16	1640985313	P_5_1,P_11
T32	1	1	P_1510	16	1640985868	P_5_1,P_11
T34	2	1	P_1483	16	1640986015	P_5_1,P_11
T33	1	1	P_1452	16	1640986271	P_5_1,P_11
T35	1	1	P_1498	16	1640986312	P_5_1,P_11
T11610	1	0	P_1486	16	1640986869	P_1037
T11611	1	0	P_1278	16	1640987108	P_505
T36	1	1	P_1485	15	1640987205	P_572_1,P_575_1
T37	1	1	P_1128	15	1640987264	P_565_1,P_563_1
T38	1	1	P_1361	15	1640987406	P_565_1,P_563_1
T39	1	1	P_1124	15	1640987636	P_565_1,P_563_1
T42	1	1	P_412	16	1640987760	P_5_1,P_11
T41	1	1	P_276	15	1640987926	P_565_1,P_563_1
T43	1	1	P_1508	15	1640987961	P_572_1,P_575_1
T40	1	1	P_309	15	1640987973	P_565_1,P_563_1
