aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T2217	1	1	P_306	33	1641452459	P_1299,P_1297_1
T2218	1	1	P_1130	33	1641452469	P_1299,P_1297_1
T13688	1	0	P_518	34	1641452474	P_34
T2219	1	1	P_528	33	1641452480	P_1299,P_1297_1
T13689	1	0	P_263	34	1641452639	P_34
T13690	1	0	P_311	34	1641452767	P_34
T13691	1	0	P_301	34	1641452898	P_39
T2222	1	1	P_70	33	1641453019	P_1299,P_1297_1
T13692	1	0	P_1499	33	1641453058	P_912
T13693	1	0	P_408	34	1641453174	P_39
T2220	1	1	P_276	33	1641453187	P_1299,P_1297_1
T13694	2	0	P_320	34	1641453283	P_21
T2221	1	1	P_207	33	1641453311	P_1299,P_1297_1
T13695	2	0	P_1128	33	1641453374	P_994
T2223	1	1	P_196	33	1641453477	P_1299,P_1297_1
T13696	1	0	P_204	34	1641453477	P_34
T2224	1	1	P_277	33	1641453545	P_1299,P_1297_1
T13697	1	0	P_264	33	1641453579	P_1163
T13698	1	0	P_309	34	1641453717	P_34
T13699	1	0	P_298	34	1641453848	P_34
T13700	1	0	P_663	33	1641453943	P_912
T2225	1	1	P_197	33	1641454004	P_1299,P_1297_1
T2227	1	1	P_52	33	1641454045	P_1299,P_1297_1
T13701	1	0	P_306	34	1641454052	P_34
T13702	1	0	P_299	34	1641454149	P_34
T13703	1	0	P_207	34	1641454268	P_39
T2226	1	1	P_310	33	1641454361	P_1299,P_1297_1
T13704	2	0	P_827	33	1641454396	P_998
T2228	1	1	P_202	33	1641454497	P_1299,P_1297_1
T13705	1	0	P_1130	34	1641454520	P_34
T13706	1	0	P_1529	34	1641454628	P_34
T2230	1	1	P_280	33	1641454662	P_1299,P_1297_1
T13707	1	0	P_297	34	1641454754	P_34
T2231	1	1	P_206	33	1641454779	P_1299,P_1297_1
T13708	2	0	P_1425	33	1641454874	P_998
T2232	1	1	P_1132	33	1641454933	P_1299,P_1297_1
T13709	2	0	P_1273	34	1641454975	P_21
T2229	1	1	P_312	33	1641455052	P_1299,P_1297_1
T13710	1	0	P_265	34	1641455108	P_34
T13711	2	0	P_528	34	1641455254	P_34
T13712	1	0	P_310	33	1641455346	P_1163
T2234	1	1	P_263	33	1641455399	P_1299,P_1297_1
T13713	1	0	P_520	34	1641455456	P_39
T13714	1	0	P_307	34	1641455560	P_34
T13715	1	0	P_302	34	1641455688	P_39
T2235	1	1	P_267	33	1641455703	P_1299,P_1297_1
T2236	1	1	P_134	33	1641455808	P_1299,P_1297_1
T13716	2	0	P_56	34	1641455814	P_21
T13717	2	0	P_531	34	1641455919	P_21
T2238	1	1	P_89	33	1641455928	P_1299,P_1297_1
T13718	1	0	P_197	33	1641456058	P_1163
T2237	2	1	P_412	33	1641456109	P_1299,P_1297_1
T13719	1	0	P_206	34	1641456189	P_39
T13720	1	0	P_312	33	1641456313	P_1163
T13721	1	0	P_1015	34	1641456449	P_34
T13722	2	0	P_55	34	1641456574	P_21
T2239	1	1	P_195	33	1641456613	P_1299,P_1297_1
T13723	1	0	P_280	33	1641456670	P_1163
T2242	1	1	P_96	33	1641456768	P_1299,P_1297_1
T13724	1	0	P_1003	34	1641456809	P_34
T2240	1	1	P_304	33	1641456880	P_1299,P_1297_1
T13725	1	0	P_278	34	1641456938	P_34
T13726	1	0	P_263	34	1641457069	P_34
T2241	1	1	P_301	33	1641457155	P_1299,P_1297_1
T13727	1	0	P_300	34	1641457226	P_34
T2243	1	1	P_230	33	1641457418	P_1299,P_1297_1
T13728	1	0	P_317	34	1641457453	P_34
T13729	1	0	P_953	34	1641457627	P_34
T13730	2	0	P_1129	33	1641457770	P_994
T2247	1	1	P_279	33	1641457867	P_1299,P_1297_1
T13731	1	0	P_412	34	1641457905	P_39
T2245	1	1	P_862	33	1641457908	P_1375_1
T13732	1	0	P_268	34	1641458015	P_34
T2244	1	1	P_200	33	1641458022	P_1299,P_1297_1
T13733	1	0	P_133	34	1641458151	P_34
T13734	1	0	P_202	33	1641458265	P_1163
T2246	1	1	P_310	33	1641458269	P_1299,P_1297_1
T2250	1	1	P_297	33	1641458345	P_1299,P_1297_1
T13735	1	0	P_205	34	1641458383	P_39
T2248	1	1	P_305	33	1641458473	P_1299,P_1297_1
T13736	1	0	P_1418	34	1641458517	P_34
T2249	1	1	P_308	33	1641458565	P_1299,P_1297_1
T13737	1	0	P_318	34	1641458626	P_34
T2251	1	1	P_298	33	1641458713	P_1299,P_1297_1
T13738	1	0	P_195	33	1641458734	P_1163
T2252	1	1	P_207	33	1641458805	P_1299,P_1297_1
T13739	1	0	P_322	34	1641458841	P_34
T13740	1	0	P_275	34	1641458988	P_34
T13741	1	0	P_276	34	1641459125	P_34
T2253	1	1	P_198	33	1641459200	P_1299,P_1297_1
T2259	1	1	P_1130	33	1641459258	P_1299,P_1297_1
T2254	1	1	P_309	33	1641459281	P_1299,P_1297_1
T2256	1	1	P_265	33	1641459421	P_1299,P_1297_1
T2257	1	1	P_307	33	1641459458	P_1299,P_1297_1
T2258	1	1	P_269	33	1641459458	P_1299,P_1297_1
T13742	1	0	P_1485	33	1641459590	P_912
T13743	1	0	P_304	33	1641459688	P_1163
T2265	1	1	P_278	33	1641459742	P_1299,P_1297_1
