aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T18690	1	0	P_1510	15	1642705349	P_1532
T18691	1	0	P_1486	15	1642706003	P_1532
T7119	1	1	P_1455	15	1642706730	P_572_1,P_575_1
T18692	1	0	P_1509	15	1642706730	P_1532
T18693	1	0	P_1498	15	1642706930	P_1532
T18694	1	0	P_1508	15	1642707140	P_1532
T7120	1	1	P_1485	15	1642707428	P_572_1,P_575_1
T18695	2	0	P_823	15	1642708325	P_1227
T18696	1	0	P_1499	15	1642708943	P_1532
T7121	1	1	P_1425	15	1642709250	P_572_1,P_575_1
T18697	2	0	P_1480	15	1642709495	P_1227
T7123	1	1	P_1509	15	1642709559	P_572_1,P_575_1
T18698	1	0	P_1485	15	1642709711	P_1532
T7122	2	1	P_1426	15	1642709733	P_572_1,P_575_1
T7124	2	1	P_1427	15	1642710192	P_572_1,P_575_1
T18699	1	0	P_1268	15	1642710201	P_1532
T7125	1	1	P_1510	15	1642710218	P_572_1,P_575_1
T7126	1	1	P_1454	15	1642710751	P_572_1,P_575_1
T18700	1	0	P_1509	15	1642710990	P_1532
T18701	1	0	P_1510	15	1642711175	P_1532
T7128	2	1	P_1272	15	1642711403	P_572_1,P_575_1
T7127	1	1	P_1484	15	1642711495	P_572_1,P_575_1
T7129	2	1	P_1402	15	1642711630	P_572_1,P_575_1
T7131	1	1	P_1508	15	1642711787	P_572_1,P_575_1
T7130	1	1	P_1486	15	1642711812	P_572_1,P_575_1
T18702	1	0	P_1455	15	1642712065	P_1532
T7133	1	1	P_1499	15	1642712556	P_572_1,P_575_1
T7132	1	1	P_928	15	1642712575	P_572_1,P_575_1
T7134	1	1	P_1511	15	1642712935	P_572_1,P_575_1
T7135	1	1	P_1498	15	1642713241	P_572_1,P_575_1
T18703	1	0	P_1453	15	1642713348	P_1532
T7136	1	1	P_1482	15	1642713732	P_572_1,P_575_1
T7138	2	1	P_319	15	1642713755	P_565_1,P_563_1
T7139	2	1	P_831	15	1642714113	P_572_1,P_575_1
T7137	1	1	P_1485	15	1642714257	P_572_1,P_575_1
T18704	1	0	P_1508	15	1642714946	P_1532
T7140	1	1	P_1268	15	1642715000	P_572_1,P_575_1
T7143	2	1	P_827	15	1642715011	P_572_1,P_575_1
T7142	2	1	P_835	15	1642715081	P_572_1,P_575_1
T18705	1	0	P_1454	15	1642715204	P_1532
T7141	1	1	P_1124	15	1642715216	P_565_1,P_563_1
T7145	1	1	P_1510	15	1642715334	P_572_1,P_575_1
T7147	2	1	P_1480	15	1642715705	P_572_1,P_575_1
T7144	1	1	P_91	15	1642715865	P_565_1,P_563_1
T7146	1	1	P_312	15	1642715910	P_565_1,P_563_1
