aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T1981	1	1	P_1352	33	1641420019	P_1299,P_1297_1
T1988	2	1	P_1273	34	1641420430	P_1118,P_1110_1
T1983	1	1	P_276	33	1641420481	P_1299,P_1297_1
T1986	2	1	P_823	34	1641420516	P_1118,P_1110_1
T1985	1	1	P_200	33	1641420798	P_1299,P_1297_1
T1984	1	1	P_311	33	1641420812	P_1299,P_1297_1
T1982	1	1	P_277	34	1641420969	P_1118,P_1110_1
T1987	1	1	P_207	33	1641421186	P_1299,P_1297_1
T1989	1	1	P_309	33	1641421362	P_1299,P_1297_1
T1992	1	1	P_1486	33	1641421503	P_1375_1
T1990	1	1	P_118	33	1641421523	P_1299,P_1297_1
T1991	1	1	P_403	33	1641421581	P_1299,P_1297_1
T1995	1	1	P_1124	33	1641421630	P_1299,P_1297_1
T1998	1	1	P_297	33	1641421790	P_1299,P_1297_1
T1994	1	1	P_1207	33	1641421799	P_1375_1
T1993	1	1	P_310	33	1641421895	P_1299,P_1297_1
T1996	1	1	P_206	33	1641421919	P_1299,P_1297_1
T1997	1	1	P_1453	33	1641421968	P_1375_1
T2001	1	1	P_263	33	1641422216	P_1299,P_1297_1
T1999	1	1	P_308	33	1641422237	P_1299,P_1297_1
T2002	1	1	P_1130	33	1641422355	P_1299,P_1297_1
T13542	2	0	P_1511	34	1641422592	P_21
T2000	1	1	P_199	34	1641422697	P_1118,P_1110_1
T2003	1	1	P_55	33	1641422755	P_1299,P_1297_1
T13543	2	0	P_1509	34	1641422781	P_21
T2005	1	1	P_298	33	1641422946	P_1299,P_1297_1
T2006	1	1	P_196	33	1641423043	P_1299,P_1297_1
T2007	1	1	P_267	33	1641423291	P_1299,P_1297_1
T2004	1	1	P_957	33	1641423372	P_1375_1
T2009	1	1	P_408	33	1641423393	P_1299,P_1297_1
T13544	1	0	P_946	34	1641423422	P_34
T2008	1	1	P_275	34	1641423564	P_1118,P_1110_1
T2011	1	1	P_195	33	1641423886	P_1299,P_1297_1
T2010	1	1	P_305	33	1641423928	P_1299,P_1297_1
T2012	1	1	P_301	33	1641424162	P_1299,P_1297_1
T2015	1	1	P_313	34	1641424792	P_1118,P_1110_1
T2013	1	1	P_405	33	1641424804	P_1299,P_1297_1
T2014	1	1	P_1205	33	1641424806	P_1375_1
T2016	1	1	P_409	33	1641424952	P_1299,P_1297_1
T2019	1	1	P_57	33	1641425431	P_1299,P_1297_1
T2017	1	1	P_304	33	1641425556	P_1299,P_1297_1
T13545	1	0	P_1498	34	1641425568	P_39
T13546	1	0	P_298	34	1641425814	P_34
T2021	1	1	P_53	33	1641425970	P_1299,P_1297_1
T2018	1	1	P_1399	33	1641425996	P_1375_1
T2022	1	1	P_205	33	1641426000	P_1299,P_1297_1
T2023	1	1	P_300	33	1641426057	P_1299,P_1297_1
T2020	1	1	P_1255	33	1641426096	P_1375_1
T2024	1	1	P_56	33	1641426231	P_1299,P_1297_1
T13547	1	0	P_1130	34	1641426266	P_34
T13548	1	0	P_297	34	1641426532	P_34
T2025	1	1	P_299	33	1641426663	P_1299,P_1297_1
T2026	1	1	P_1138	34	1641426762	P_1118,P_1110_1
T2028	2	1	P_102	33	1641426775	P_1299,P_1297_1
T13549	1	0	P_945	34	1641427007	P_34
T2027	1	1	P_1362	33	1641427036	P_1299,P_1297_1
T2029	1	1	P_198	33	1641427273	P_1299,P_1297_1
T13550	2	0	P_823	34	1641427295	P_34
T2030	2	1	P_101	33	1641427354	P_1299,P_1297_1
T2031	2	1	P_320	33	1641427447	P_1299,P_1297_1
T2032	1	1	P_741	33	1641427481	P_1375_1
T13551	1	0	P_1454	34	1641427663	P_34
T2033	1	1	P_787	33	1641427825	P_1375_1
T2034	1	1	P_302	33	1641427838	P_1299,P_1297_1
T2037	1	1	P_528	33	1641427913	P_1299,P_1297_1
T2035	2	1	P_133	33	1641427958	P_1299,P_1297_1
T2043	1	1	P_849	33	1641428087	P_1375_1
T2036	1	1	P_1203	33	1641428099	P_1375_1
T13552	1	0	P_313	34	1641428100	P_39
T13553	1	0	P_1482	34	1641428200	P_34
T2039	1	1	P_740	33	1641428235	P_1375_1
T2041	1	1	P_1344	33	1641428251	P_1299,P_1297_1
T2038	1	1	P_312	33	1641428290	P_1299,P_1297_1
T13554	1	0	P_1278	34	1641428334	P_34
T2042	1	1	P_1005	33	1641428362	P_1299,P_1297_1
T2040	1	1	P_96	34	1641428464	P_1118,P_1110_1
T13555	1	0	P_88	34	1641428506	P_34
T2044	1	1	P_1015	33	1641428557	P_1299,P_1297_1
T2047	1	1	P_1406	33	1641428591	P_1375_1
T13556	1	0	P_302	34	1641428600	P_34
T2046	1	1	P_521	33	1641428760	P_1299,P_1297_1
T2049	1	1	P_1208	33	1641428787	P_1375_1
T2045	1	1	P_100	33	1641428831	P_1299,P_1297_1
T13557	1	0	P_195	34	1641428840	P_39
T2048	1	1	P_117	33	1641428936	P_1299,P_1297_1
T2052	1	1	P_278	33	1641429016	P_1299,P_1297_1
T2050	1	1	P_202	33	1641429149	P_1299,P_1297_1
T2054	1	1	P_1003	33	1641429387	P_1299,P_1297_1
T2051	1	1	P_1190	33	1641429463	P_1375_1
T2053	1	1	P_410	33	1641429497	P_1299,P_1297_1
T2058	1	1	P_663	33	1641429578	P_1375_1
T2055	1	1	P_263	33	1641429593	P_1299,P_1297_1
T13558	1	0	P_56	34	1641429708	P_34
T2057	1	1	P_280	33	1641429979	P_1299,P_1297_1
T2056	1	1	P_204	33	1641429987	P_1299,P_1297_1
T13559	1	0	P_1452	34	1641430164	P_34
T2059	2	1	P_1128	33	1641430219	P_1299,P_1297_1
T2062	1	1	P_1235	33	1641430293	P_1375_1
T2063	1	1	P_297	33	1641430457	P_1299,P_1297_1
T2060	1	1	P_1244	33	1641430463	P_1375_1
T13560	1	0	P_199	34	1641430574	P_34
T2061	1	1	P_1418	33	1641430680	P_1375_1
T2064	1	1	P_207	33	1641430723	P_1299,P_1297_1
T13561	1	0	P_528	34	1641430737	P_34
