aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T17098	1	0	P_279	16	1642262565	P_1037
T17099	1	0	P_269	16	1642262784	P_1037
T5545	1	1	P_1124	15	1642262831	P_565_1,P_563_1
T17100	1	0	P_1131	16	1642262903	P_1037
T17101	1	0	P_202	16	1642263048	P_1037
T17102	1	0	P_1128	16	1642263146	P_1037
T17103	1	0	P_1129	16	1642263305	P_1037
T17104	1	0	P_265	16	1642263464	P_1037
T5547	2	1	P_1044	15	1642263831	P_565_1,P_563_1
T5546	1	1	P_1508	15	1642263887	P_572_1,P_575_1
T17105	2	0	P_1273	15	1642264179	P_1227
T17106	1	0	P_200	16	1642264343	P_1037
T17107	1	0	P_1130	16	1642264654	P_505
T17108	1	0	P_939	15	1642264863	P_1532
T17109	1	0	P_205	16	1642265096	P_1037
T17110	1	0	P_1399	15	1642265278	P_1532
T17111	1	0	P_309	16	1642265373	P_1037
T17112	1	0	P_264	16	1642265498	P_1037
T17113	1	0	P_1124	16	1642265599	P_505
T5548	1	1	P_928	16	1642265759	P_5_1,P_11
T17114	1	0	P_408	16	1642265775	P_1037
T17115	1	0	P_301	16	1642265897	P_505
T5549	2	1	P_1486	16	1642265969	P_5_1,P_11
T17116	1	0	P_206	16	1642266017	P_1037
T17117	1	0	P_1355	16	1642266169	P_505
T17118	1	0	P_308	16	1642266346	P_505
T17119	2	0	P_1044	16	1642267157	P_1037
T17120	1	0	P_412	16	1642267412	P_1037
T5550	2	1	P_1485	16	1642267768	P_5_1,P_11
T5551	1	1	P_1511	16	1642268174	P_5_1,P_11
T17121	1	0	P_311	16	1642268410	P_505
T5552	1	1	P_1448	16	1642268652	P_5_1,P_11
T17122	1	0	P_1127	16	1642269401	P_1037
T17123	1	0	P_928	16	1642270457	P_1037
T5553	1	1	P_957	16	1642270462	P_5_1,P_11
T17124	1	0	P_1454	16	1642270651	P_1037
T17125	2	0	P_1478	16	1642270810	P_1033
T5554	1	1	P_1498	16	1642271194	P_5_1,P_11
T5555	1	1	P_945	16	1642271470	P_5_1,P_11
T5556	1	1	P_935	16	1642271550	P_5_1,P_11
T17126	1	0	P_1455	16	1642271817	P_505
T5557	2	1	P_1426	16	1642271941	P_5_1,P_11
T17127	2	0	P_1522	16	1642272158	P_1037
T5558	1	1	P_1452	16	1642272400	P_5_1,P_11
T17128	2	0	P_835	16	1642272859	P_1033
T17129	2	0	P_320	16	1642273076	P_1033
