aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T2816	1	1	P_1511	33	1641571201	P_1375_1
T14363	1	0	P_267	34	1641571308	P_34
T14364	1	0	P_264	34	1641571454	P_34
T14365	1	0	P_408	33	1641571529	P_1163
T2820	1	1	P_306	33	1641571578	P_1299,P_1297_1
T14366	1	0	P_740	33	1641571640	P_912
T2819	2	1	P_1510	33	1641571677	P_1375_1
T14367	1	0	P_797	33	1641571765	P_912
T14368	1	0	P_303	34	1641571848	P_34
T14369	2	0	P_1342	34	1641571955	P_21
T14370	1	0	P_1521	33	1641572133	P_912
T14371	1	0	P_204	34	1641572247	P_34
T14372	1	0	P_299	33	1641572298	P_1163
T14373	1	0	P_1126	34	1641572442	P_34
T14374	1	0	P_276	34	1641572769	P_34
T14375	1	0	P_864	33	1641573040	P_912
T14376	1	0	P_1132	34	1641573356	P_34
T14377	1	0	P_406	33	1641573512	P_1163
T14378	1	0	P_409	34	1641573673	P_34
T2821	1	1	P_740	33	1641573779	P_1375_1
T14379	2	0	P_1425	33	1641573817	P_998
T14380	1	0	P_306	34	1641573923	P_34
T14381	1	0	P_308	33	1641574084	P_1163
T14382	1	0	P_312	34	1641574230	P_34
T14383	1	0	P_278	33	1641574312	P_1151
T14384	1	0	P_410	34	1641574483	P_34
T14385	1	0	P_297	34	1641574611	P_34
T14386	1	0	P_311	34	1641574744	P_39
T14387	1	0	P_802	33	1641574785	P_912
T14388	1	0	P_404	34	1641574923	P_34
T2822	2	1	P_1509	33	1641574926	P_1375_1
T14389	1	0	P_309	34	1641575078	P_34
T14390	1	0	P_263	33	1641575161	P_1163
T14391	1	0	P_1129	34	1641575304	P_34
T14392	1	0	P_742	34	1641575442	P_34
T14393	1	0	P_204	34	1641575646	P_39
T2823	1	1	P_1485	34	1641575715	P_1118,P_1110_1
T14394	1	0	P_1528	34	1641575768	P_34
T14395	2	0	P_1349	34	1641575894	P_21
T2824	1	1	P_1452	34	1641576129	P_1118,P_1110_1
T14396	1	0	P_1399	34	1641576370	P_34
T14397	1	0	P_1453	34	1641576780	P_34
T2825	1	1	P_1454	34	1641577083	P_1118,P_1110_1
T14398	1	0	P_405	34	1641577206	P_34
T14399	1	0	P_1510	34	1641577464	P_34
T2826	1	1	P_1486	34	1641577647	P_1118,P_1110_1
T14400	2	0	P_1522	34	1641578047	P_34
T14401	2	0	P_835	34	1641578323	P_21
T14402	2	0	P_1273	34	1641578627	P_21
T2827	2	1	P_1427	34	1641578832	P_1118,P_1110_1
T14403	1	0	P_1498	34	1641578940	P_34
T14404	1	0	P_1508	34	1641579143	P_39
T14405	1	0	P_946	34	1641579386	P_34
T14406	1	0	P_953	34	1641579557	P_34
T14407	2	0	P_1351	34	1641579913	P_21
T2828	1	1	P_935	34	1641580127	P_1118,P_1110_1
T14408	1	0	P_1511	34	1641580491	P_34
T2829	2	1	P_1362	34	1641580637	P_1118,P_1110_1
T2830	1	1	P_1453	34	1641581146	P_1118,P_1110_1
T14409	1	0	P_1509	34	1641581162	P_39
