aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T11506	2	1	P_831	33	1643623492	P_1375_1
T23002	1	0	P_276	34	1643623549	P_34
T23003	1	0	P_1124	34	1643623799	P_34
T23004	1	0	P_205	34	1643623983	P_39
T23005	1	0	P_263	34	1643624102	P_34
T23006	1	0	P_112	34	1643624233	P_39
T23007	1	0	P_299	33	1643624330	P_1163
T23008	1	0	P_300	34	1643624440	P_39
T23009	1	0	P_310	34	1643624532	P_39
T23010	1	0	P_198	34	1643624693	P_39
T23011	1	0	P_207	34	1643624810	P_39
T23012	1	0	P_109	34	1643624952	P_34
T23013	1	0	P_1344	34	1643625099	P_39
T11507	1	1	P_302	33	1643625380	P_1299,P_1297_1
T23014	1	0	P_309	34	1643625738	P_39
T11508	1	1	P_322	33	1643626048	P_1299,P_1297_1
T23015	1	0	P_1523	33	1643626097	P_912
T11511	2	1	P_273	33	1643626436	P_1299,P_1297_1
T11509	1	1	P_318	33	1643626443	P_1299,P_1297_1
T11510	1	1	P_313	33	1643626924	P_1299,P_1297_1
T23016	1	0	P_264	34	1643627042	P_34
T23017	1	0	P_297	33	1643627199	P_1163
T11514	1	1	P_134	33	1643627344	P_1299,P_1297_1
T11513	1	1	P_267	33	1643627457	P_1299,P_1297_1
T11512	1	1	P_196	33	1643627477	P_1299,P_1297_1
T23018	1	0	P_521	34	1643627479	P_34
T23019	1	0	P_1360	33	1643627716	P_1163
T11515	1	1	P_195	33	1643627833	P_1299,P_1297_1
T23020	1	0	P_856	33	1643627863	P_912
T23021	1	0	P_278	34	1643628074	P_34
T23022	1	0	P_132	34	1643628193	P_34
T23023	1	0	P_1127	34	1643628437	P_34
T23024	1	0	P_1511	33	1643628612	P_912
T11516	1	1	P_310	33	1643629082	P_1299,P_1297_1
T23025	1	0	P_302	34	1643629205	P_34
T11518	1	1	P_1131	33	1643629432	P_1299,P_1297_1
T11517	1	1	P_311	33	1643629475	P_1299,P_1297_1
T23026	1	0	P_1128	34	1643629802	P_34
T11520	1	1	P_100	33	1643629862	P_1299,P_1297_1
T11519	1	1	P_303	33	1643630230	P_1299,P_1297_1
T11521	1	1	P_312	33	1643630239	P_1299,P_1297_1
T23027	1	0	P_313	34	1643630302	P_34
T23028	1	0	P_1190	33	1643630431	P_912
T11522	1	1	P_412	33	1643630488	P_1299,P_1297_1
T23029	1	0	P_311	34	1643630607	P_34
T11524	1	1	P_1129	33	1643630724	P_1299,P_1297_1
T23030	1	0	P_1132	34	1643630765	P_34
T11523	1	1	P_301	33	1643630872	P_1299,P_1297_1
T23031	1	0	P_265	34	1643630874	P_34
T11525	2	1	P_1342	33	1643631091	P_1299,P_1297_1
T23032	1	0	P_864	33	1643631382	P_912
T23033	1	0	P_118	33	1643631523	P_1163
T23034	1	0	P_1355	33	1643631668	P_1151
T23035	1	0	P_280	33	1643631842	P_1163
T23036	1	0	P_277	33	1643631993	P_1163
T23037	2	0	P_306	33	1643632128	P_994
T23038	1	0	P_318	33	1643632317	P_1163
T11526	1	1	P_207	33	1643632444	P_1299,P_1297_1
T23039	1	0	P_310	33	1643632481	P_1163
T23040	1	0	P_266	33	1643632702	P_1151
T23041	1	0	P_1138	33	1643632951	P_1163
T23042	1	0	P_303	33	1643633125	P_1151
T11527	1	1	P_263	33	1643633413	P_1299,P_1297_1
T23043	1	0	P_197	33	1643633518	P_1163
T11528	1	1	P_1128	33	1643633938	P_1299,P_1297_1
