aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T4064	1	1	P_411	33	1641873723	P_1299,P_1297_1
T4063	1	1	P_195	33	1641873762	P_1299,P_1297_1
T4065	1	1	P_1402	33	1641874043	P_1375_1
T4066	1	1	P_1190	33	1641874160	P_1375_1
T15547	1	0	P_1127	34	1641874209	P_34
T4067	1	1	P_318	33	1641874250	P_1299,P_1297_1
T4070	1	1	P_275	33	1641874387	P_1299,P_1297_1
T4068	1	1	P_308	33	1641874564	P_1299,P_1297_1
T4069	1	1	P_307	33	1641874592	P_1299,P_1297_1
T15548	1	0	P_1244	34	1641874633	P_34
T4071	1	1	P_309	33	1641874789	P_1299,P_1297_1
T15549	1	0	P_1014	34	1641875001	P_39
T4074	1	1	P_264	33	1641875073	P_1299,P_1297_1
T4073	1	1	P_666	33	1641875155	P_1375_1
T15550	1	0	P_278	34	1641875167	P_34
T4075	1	1	P_310	33	1641875208	P_1299,P_1297_1
T4072	2	1	P_1273	33	1641875325	P_1375_1
T15551	1	0	P_271	34	1641875483	P_34
T15552	1	0	P_197	34	1641875626	P_34
T4076	2	1	P_1362	33	1641875732	P_1299,P_1297_1
T15553	1	0	P_133	34	1641875734	P_39
T15554	1	0	P_739	34	1641875902	P_34
T4079	1	1	P_1130	33	1641875995	P_1299,P_1297_1
T4077	1	1	P_196	33	1641876052	P_1299,P_1297_1
T15555	1	0	P_267	34	1641876132	P_34
T4078	1	1	P_1522	33	1641876397	P_1375_1
T4080	1	1	P_301	33	1641876971	P_1299,P_1297_1
T15556	1	0	P_741	33	1641877185	P_912
T15557	1	0	P_277	34	1641877684	P_34
T4081	1	1	P_303	33	1641877796	P_1299,P_1297_1
T15558	1	0	P_107	34	1641877838	P_34
T4082	1	1	P_53	33	1641877903	P_1299,P_1297_1
T15559	1	0	P_101	34	1641878051	P_34
T4084	1	1	P_205	33	1641878175	P_1299,P_1297_1
T15560	1	0	P_534	34	1641878190	P_34
T4085	1	1	P_199	33	1641878350	P_1299,P_1297_1
T15561	2	0	P_1427	34	1641878396	P_21
T15562	1	0	P_117	34	1641878487	P_34
T4086	1	1	P_263	33	1641878583	P_1299,P_1297_1
T4083	1	1	P_1418	33	1641878608	P_1375_1
T4088	1	1	P_55	33	1641878611	P_1299,P_1297_1
T15563	1	0	P_103	34	1641878658	P_34
T4087	1	1	P_265	33	1641878799	P_1299,P_1297_1
T15564	1	0	P_118	34	1641878803	P_34
T15565	1	0	P_279	34	1641878953	P_39
T4089	1	1	P_99	33	1641878968	P_1299,P_1297_1
T4091	1	1	P_91	33	1641879445	P_1299,P_1297_1
T4092	1	1	P_100	33	1641879653	P_1299,P_1297_1
T4093	1	1	P_1131	33	1641879910	P_1299,P_1297_1
T4090	1	1	P_797	33	1641879994	P_1375_1
T15566	1	0	P_1190	34	1641880025	P_34
T15567	1	0	P_1189	34	1641880186	P_34
T4094	2	1	P_1426	33	1641880263	P_1375_1
T15568	1	0	P_1207	34	1641880305	P_34
T4095	1	1	P_1014	33	1641880356	P_1299,P_1297_1
T4097	1	1	P_271	33	1641880432	P_1299,P_1297_1
T15569	1	0	P_300	34	1641880448	P_39
T15570	1	0	P_266	34	1641880577	P_34
T4096	2	1	P_531	33	1641880651	P_1299,P_1297_1
T15571	1	0	P_53	34	1641880728	P_34
T4098	1	1	P_133	33	1641880747	P_1299,P_1297_1
T4099	2	1	P_1128	33	1641880768	P_1299,P_1297_1
T15572	2	0	P_111	34	1641880838	P_21
T15573	1	0	P_304	34	1641881019	P_34
T15574	1	0	P_740	34	1641881635	P_34
T4100	1	1	P_1127	33	1641881713	P_1299,P_1297_1
T15575	1	0	P_200	34	1641881846	P_34
T4101	1	1	P_267	33	1641881994	P_1299,P_1297_1
T15576	1	0	P_198	34	1641882119	P_34
T15577	1	0	P_264	34	1641882332	P_34
T15578	1	0	P_1498	34	1641882477	P_34
T4102	1	1	P_1124	33	1641882509	P_1299,P_1297_1
T4103	2	1	P_835	33	1641882760	P_1375_1
T15579	1	0	P_532	34	1641882989	P_34
T4104	1	1	P_101	33	1641883043	P_1299,P_1297_1
T15580	1	0	P_100	34	1641883109	P_34
T15581	1	0	P_124	34	1641883265	P_34
T15582	1	0	P_54	34	1641883376	P_34
T4106	1	1	P_1268	33	1641883476	P_1375_1
T4105	1	1	P_103	33	1641883490	P_1299,P_1297_1
T15583	1	0	P_312	34	1641883548	P_34
T4107	1	1	P_802	33	1641883573	P_1375_1
T15584	1	0	P_965	34	1641883660	P_34
T4108	1	1	P_278	33	1641883811	P_1299,P_1297_1
T15585	1	0	P_97	34	1641883838	P_34
T15586	1	0	P_276	34	1641884031	P_34
T15587	1	0	P_302	34	1641884109	P_34
T15588	2	0	P_1044	33	1641884194	P_1163
T4109	1	1	P_1132	33	1641884196	P_1299,P_1297_1
T4110	1	1	P_118	33	1641884280	P_1299,P_1297_1
T4111	1	1	P_1192	33	1641884357	P_1375_1
