aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T7698	1	1	P_1499	15	1642834885	P_572_1,P_575_1
T19170	1	0	P_1127	16	1642834951	P_1037
T7697	1	1	P_521	15	1642835210	P_565_1,P_563_1
T19171	1	0	P_264	16	1642835262	P_1037
T7699	1	1	P_302	15	1642835330	P_565_1,P_563_1
T7701	2	1	P_1129	15	1642835603	P_565_1,P_563_1
T19172	1	0	P_787	16	1642835657	P_1037
T7702	1	1	P_304	15	1642835792	P_565_1,P_563_1
T7704	2	1	P_823	15	1642835800	P_572_1,P_575_1
T19173	1	0	P_1499	15	1642835845	P_1532
T7700	1	1	P_106	15	1642835860	P_565_1,P_563_1
T19174	1	0	P_1126	16	1642835934	P_505
T7703	1	1	P_280	15	1642836015	P_565_1,P_563_1
T19175	1	0	P_266	16	1642836087	P_1037
T19176	1	0	P_265	16	1642836253	P_1037
T19177	1	0	P_205	16	1642836375	P_1037
T19178	1	0	P_197	16	1642836484	P_505
T19179	2	0	P_55	16	1642836592	P_1033
T19180	1	0	P_1128	15	1642836720	P_1541
T7705	1	1	P_308	15	1642836780	P_565_1,P_563_1
T19181	1	0	P_206	16	1642836895	P_1037
T19182	1	0	P_300	16	1642837032	P_1037
T19183	1	0	P_196	16	1642837163	P_1037
T7706	1	1	P_263	15	1642837171	P_565_1,P_563_1
T7707	1	1	P_403	15	1642837276	P_565_1,P_563_1
T19184	1	0	P_118	16	1642837299	P_1037
T19185	1	0	P_1486	15	1642837387	P_1532
T19186	1	0	P_52	16	1642837496	P_1037
T7708	1	1	P_309	15	1642837538	P_565_1,P_563_1
T7710	2	1	P_828	15	1642837568	P_572_1,P_575_1
T19187	2	0	P_270	16	1642837635	P_1033
T7709	1	1	P_56	15	1642837667	P_565_1,P_563_1
T19188	1	0	P_1508	15	1642837813	P_1532
T7711	1	1	P_412	15	1642837896	P_565_1,P_563_1
T7712	1	1	P_268	15	1642837974	P_565_1,P_563_1
T19189	1	0	P_965	16	1642837976	P_505
T7713	2	1	P_273	15	1642838031	P_565_1,P_563_1
T19190	1	0	P_109	16	1642838132	P_1037
T19191	1	0	P_298	16	1642838241	P_1037
T19192	1	0	P_127	15	1642838320	P_433
T7714	1	1	P_305	15	1642838422	P_565_1,P_563_1
T19193	1	0	P_313	16	1642838441	P_1037
T19194	1	0	P_521	16	1642838565	P_1037
T19195	1	0	P_199	16	1642838735	P_1037
T7715	1	1	P_1127	15	1642838856	P_565_1,P_563_1
T7716	1	1	P_1132	15	1642838940	P_565_1,P_563_1
T19196	1	0	P_317	15	1642839126	P_1541
T7717	1	1	P_409	15	1642839144	P_565_1,P_563_1
T7720	1	1	P_278	15	1642839311	P_565_1,P_563_1
T19197	2	0	P_1131	16	1642839368	P_1033
T7719	1	1	P_1005	15	1642839464	P_565_1,P_563_1
T19198	1	0	P_195	16	1642839554	P_1037
T7718	1	1	P_124	15	1642839614	P_565_1,P_563_1
T7721	1	1	P_275	15	1642839863	P_565_1,P_563_1
T19199	1	0	P_268	15	1642839876	P_1541
T19200	1	0	P_1003	16	1642840026	P_1037
T19201	1	0	P_207	15	1642840191	P_433
T7723	1	1	P_1128	15	1642840302	P_565_1,P_563_1
T19202	1	0	P_304	16	1642840303	P_1037
T7722	1	1	P_300	15	1642840323	P_565_1,P_563_1
T19203	1	0	P_280	16	1642840418	P_1037
T19204	1	0	P_828	15	1642840564	P_1532
T7724	1	1	P_310	15	1642840600	P_565_1,P_563_1
T7726	1	1	P_299	15	1642840651	P_565_1,P_563_1
T19205	1	0	P_301	16	1642840730	P_1037
T7725	1	1	P_264	15	1642840753	P_565_1,P_563_1
T19206	1	0	P_408	15	1642840861	P_1541
T7728	1	1	P_318	15	1642840953	P_565_1,P_563_1
T19207	1	0	P_305	16	1642840963	P_1037
T7729	1	1	P_279	15	1642841031	P_565_1,P_563_1
T19208	1	0	P_1529	15	1642841136	P_1532
T7730	1	1	P_407	15	1642841190	P_565_1,P_563_1
T7727	1	1	P_200	15	1642841191	P_565_1,P_563_1
T19209	1	0	P_319	16	1642841252	P_1037
T19210	1	0	P_278	15	1642841340	P_1541
T19211	1	0	P_263	16	1642841425	P_505
T7731	1	1	P_197	15	1642841473	P_565_1,P_563_1
T19212	1	0	P_1138	15	1642841539	P_1541
T7732	1	1	P_53	15	1642841604	P_565_1,P_563_1
T7733	2	1	P_270	15	1642841641	P_565_1,P_563_1
T19213	1	0	P_309	16	1642841660	P_1037
T19214	1	0	P_106	16	1642841876	P_1037
T19215	2	0	P_56	16	1642842015	P_1033
T7734	1	1	P_206	15	1642842075	P_565_1,P_563_1
T19216	1	0	P_275	15	1642842118	P_433
T7735	1	1	P_196	15	1642842228	P_565_1,P_563_1
T7736	1	1	P_298	15	1642842288	P_565_1,P_563_1
T19217	1	0	P_935	15	1642842295	P_1532
T19218	1	0	P_310	15	1642842430	P_1541
T7737	1	1	P_232	15	1642842497	P_565_1,P_563_1
T19219	1	0	P_298	16	1642842501	P_1037
T19220	1	0	P_277	16	1642842699	P_1037
T7738	1	1	P_265	15	1642842744	P_565_1,P_563_1
T7739	1	1	P_127	15	1642842882	P_565_1,P_563_1
T19221	1	0	P_311	16	1642842961	P_1037
T19222	1	0	P_303	15	1642843058	P_1541
T19223	1	0	P_196	16	1642843190	P_1037
T7740	1	1	P_410	15	1642843219	P_565_1,P_563_1
T19224	1	0	P_206	15	1642843404	P_1541
T7741	1	1	P_195	15	1642843515	P_565_1,P_563_1
T19225	1	0	P_312	16	1642843604	P_1037
T7742	1	1	P_1508	15	1642843658	P_572_1,P_575_1
T19226	1	0	P_198	16	1642843764	P_1037
T19227	1	0	P_1127	16	1642843867	P_1037
T7744	1	1	P_207	15	1642844023	P_565_1,P_563_1
T7743	1	1	P_205	15	1642844136	P_565_1,P_563_1
T19228	1	0	P_279	15	1642844219	P_433
T19229	1	0	P_302	15	1642844357	P_1541
T19230	1	0	P_202	16	1642844459	P_1037
T19231	2	0	P_273	16	1642844572	P_1033
T7745	1	1	P_309	15	1642844581	P_565_1,P_563_1
T7746	1	1	P_263	15	1642844713	P_565_1,P_563_1
T19232	1	0	P_95	15	1642844714	P_1541
T19233	1	0	P_1128	16	1642844860	P_1037
T7747	1	1	P_305	15	1642844964	P_565_1,P_563_1
T7749	2	1	P_1131	15	1642844965	P_565_1,P_563_1
T19234	1	0	P_299	16	1642844995	P_1037
T7748	1	1	P_268	15	1642845034	P_565_1,P_563_1
T19235	1	0	P_945	15	1642845122	P_1532
T19236	2	0	P_823	15	1642845266	P_1227
T7750	2	1	P_1511	15	1642845287	P_572_1,P_575_1
T7751	1	1	P_306	15	1642845338	P_565_1,P_563_1
T7752	1	1	P_1138	15	1642845368	P_565_1,P_563_1
T7753	1	1	P_297	15	1642845393	P_565_1,P_563_1
T19237	1	0	P_200	16	1642845400	P_505
T19238	1	0	P_1132	16	1642845553	P_1037
