aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T5814	1	1	P_264	15	1642327249	P_565_1,P_563_1
T17298	1	0	P_97	16	1642327312	P_1037
T5818	1	1	P_277	15	1642327502	P_565_1,P_563_1
T5816	1	1	P_301	15	1642327642	P_565_1,P_563_1
T5819	2	1	P_270	15	1642327857	P_565_1,P_563_1
T5817	1	1	P_322	15	1642327941	P_565_1,P_563_1
T17299	1	0	P_280	16	1642327996	P_505
T17300	1	0	P_957	16	1642328132	P_505
T5820	1	1	P_112	15	1642328298	P_565_1,P_563_1
T5821	1	1	P_298	15	1642328429	P_565_1,P_563_1
T17301	2	0	P_319	16	1642328459	P_1033
T17302	1	0	P_1129	16	1642328618	P_1037
T17303	1	0	P_1127	16	1642328765	P_505
T5822	1	1	P_274	15	1642328862	P_565_1,P_563_1
T5823	1	1	P_279	15	1642328913	P_565_1,P_563_1
T17304	1	0	P_309	16	1642328942	P_1037
T17305	1	0	P_132	16	1642329082	P_1037
T17306	1	0	P_52	16	1642329226	P_1037
T17307	1	0	P_318	16	1642329374	P_1037
T17308	1	0	P_1360	16	1642329490	P_1037
T5824	1	1	P_205	15	1642329501	P_565_1,P_563_1
T17309	1	0	P_1005	16	1642329613	P_1037
T17310	1	0	P_1126	16	1642329745	P_1037
T17311	2	0	P_270	16	1642329855	P_1033
T17312	1	0	P_1131	16	1642330005	P_1037
T17313	1	0	P_1354	16	1642330107	P_1037
T17314	1	0	P_531	16	1642330250	P_1037
T17315	2	0	P_835	15	1642330344	P_1227
T17316	1	0	P_301	16	1642330441	P_1037
T17317	1	0	P_264	16	1642330577	P_1037
T17318	1	0	P_118	16	1642330676	P_1037
T17319	1	0	P_412	16	1642330813	P_1037
T17320	1	0	P_520	16	1642330921	P_1037
T17321	1	0	P_1208	16	1642331082	P_1037
T17322	1	0	P_268	16	1642331197	P_1037
T5825	1	1	P_306	15	1642331237	P_565_1,P_563_1
T5826	1	1	P_198	15	1642331299	P_565_1,P_563_1
T17323	1	0	P_53	16	1642331323	P_1037
T17324	1	0	P_1130	16	1642331470	P_505
T5827	1	1	P_862	15	1642331566	P_572_1,P_575_1
T17325	1	0	P_1485	16	1642331662	P_1037
T5828	1	1	P_202	15	1642331695	P_565_1,P_563_1
T5830	2	1	P_1273	15	1642331801	P_572_1,P_575_1
T5829	2	1	P_823	15	1642331833	P_572_1,P_575_1
T17327	1	0	P_124	16	1642331948	P_1037
T5831	1	1	P_1003	15	1642332180	P_565_1,P_563_1
T17328	1	0	P_1138	16	1642332431	P_1037
T5832	1	1	P_791	15	1642332514	P_572_1,P_575_1
T17329	1	0	P_112	16	1642332676	P_505
T17330	1	0	P_275	16	1642332857	P_1037
T17331	2	0	P_1511	16	1642333000	P_1033
T5833	1	1	P_1129	15	1642333220	P_565_1,P_563_1
T17332	1	0	P_278	16	1642333315	P_1037
T17333	1	0	P_306	16	1642333571	P_1037
T5834	1	1	P_1128	15	1642333621	P_565_1,P_563_1
T17334	1	0	P_232	16	1642333753	P_505
T5835	1	1	P_280	15	1642333778	P_565_1,P_563_1
T17335	1	0	P_279	16	1642333876	P_1037
T5836	1	1	P_412	15	1642333902	P_565_1,P_563_1
T17336	2	0	P_824	16	1642334075	P_1033
T5837	1	1	P_199	15	1642334144	P_565_1,P_563_1
T5838	1	1	P_1127	15	1642334211	P_565_1,P_563_1
T17337	1	0	P_302	16	1642334305	P_1037
T17338	1	0	P_277	16	1642334477	P_1037
T5839	1	1	P_309	15	1642334482	P_565_1,P_563_1
T17339	1	0	P_96	16	1642334690	P_505
T5840	1	1	P_300	15	1642334737	P_565_1,P_563_1
T5841	1	1	P_1132	15	1642334851	P_565_1,P_563_1
T17340	1	0	P_322	16	1642334937	P_1037
T17341	1	0	P_107	16	1642335224	P_1037
T5843	1	1	P_1126	15	1642335281	P_565_1,P_563_1
T17342	1	0	P_103	16	1642335385	P_1037
T5842	2	1	P_270	15	1642335403	P_565_1,P_563_1
T17343	1	0	P_202	16	1642335567	P_1037
T5844	2	1	P_319	15	1642335570	P_565_1,P_563_1
T17344	1	0	P_100	16	1642335758	P_1037
T17345	2	0	P_320	16	1642335982	P_1033
T17346	1	0	P_95	16	1642336189	P_1037
T17347	1	0	P_307	16	1642336386	P_1037
T5847	1	1	P_313	15	1642336401	P_565_1,P_563_1
T5845	1	1	P_268	15	1642336462	P_565_1,P_563_1
T5846	1	1	P_301	15	1642336603	P_565_1,P_563_1
T17348	1	0	P_1203	16	1642336661	P_1037
T17349	1	0	P_276	16	1642336858	P_505
T5848	1	1	P_278	15	1642337080	P_565_1,P_563_1
T17350	1	0	P_280	16	1642337084	P_1037
T17351	1	0	P_92	16	1642337205	P_505
T17352	1	0	P_267	16	1642337390	P_1037
T5850	1	1	P_204	15	1642337525	P_565_1,P_563_1
T5851	1	1	P_1130	15	1642337550	P_565_1,P_563_1
T17353	1	0	P_229	16	1642337563	P_505
T5849	1	1	P_312	15	1642337621	P_565_1,P_563_1
T17354	1	0	P_1003	16	1642337662	P_1037
