aid	aircrafttype	tasktype	standpointid	runwayid	startime	P
T2587	1	1	P_52	33	1641528137	P_1299,P_1297_1
T14071	1	0	P_1127	34	1641528248	P_34
T2589	1	1	P_1452	33	1641528338	P_1375_1
T14072	1	0	P_740	34	1641528382	P_34
T2590	2	1	P_835	33	1641528426	P_1375_1
T2588	1	1	P_310	33	1641528498	P_1299,P_1297_1
T2586	1	1	P_1261	33	1641528503	P_1375_1
T14073	1	0	P_276	34	1641528614	P_34
T14074	1	0	P_532	34	1641528771	P_39
T2591	1	1	P_946	33	1641528777	P_1375_1
T2594	1	1	P_306	33	1641528780	P_1299,P_1297_1
T2592	1	1	P_304	33	1641529053	P_1299,P_1297_1
T2593	1	1	P_780	33	1641529253	P_1375_1
T14075	1	0	P_1130	34	1641529312	P_34
T2595	1	1	P_308	33	1641529481	P_1299,P_1297_1
T2597	1	1	P_742	33	1641529549	P_1375_1
T14076	1	0	P_100	34	1641529579	P_34
T2596	1	1	P_1529	33	1641529630	P_1375_1
T2598	2	1	P_270	33	1641529659	P_1299,P_1297_1
T14077	2	0	P_820	34	1641529695	P_21
T14078	1	0	P_106	34	1641529883	P_34
T2599	1	1	P_302	33	1641529986	P_1299,P_1297_1
T14079	2	0	P_1128	34	1641529991	P_21
T14080	1	0	P_278	34	1641530156	P_34
T2600	2	1	P_123	33	1641530206	P_1299,P_1297_1
T14081	1	0	P_310	34	1641530262	P_34
T2601	1	1	P_521	33	1641530396	P_1299,P_1297_1
T2604	1	1	P_207	33	1641530405	P_1299,P_1297_1
T14082	1	0	P_313	34	1641530439	P_34
T2603	1	1	P_98	33	1641530490	P_1299,P_1297_1
T14083	1	0	P_55	34	1641530531	P_39
T2602	1	1	P_403	33	1641530585	P_1299,P_1297_1
T14084	1	0	P_264	34	1641530650	P_34
T14085	1	0	P_117	34	1641530770	P_34
T2605	1	1	P_311	33	1641530889	P_1299,P_1297_1
T14086	1	0	P_277	34	1641530933	P_34
T14087	1	0	P_306	34	1641531011	P_39
T14088	2	0	P_298	34	1641531116	P_21
T2606	1	1	P_127	33	1641531150	P_1299,P_1297_1
T2607	1	1	P_196	33	1641531162	P_1299,P_1297_1
T2608	2	1	P_1046	33	1641531219	P_1299,P_1297_1
T14089	1	0	P_303	34	1641531254	P_34
T2609	1	1	P_92	33	1641531345	P_1299,P_1297_1
T14090	1	0	P_297	34	1641531397	P_34
T14091	1	0	P_91	34	1641531485	P_34
T14092	1	0	P_271	34	1641531596	P_34
T14093	1	0	P_98	34	1641531789	P_34
T2610	2	1	P_1351	33	1641531831	P_1299,P_1297_1
T2611	1	1	P_56	33	1641531838	P_1299,P_1297_1
T14094	1	0	P_196	34	1641531892	P_34
T14095	1	0	P_232	34	1641532026	P_34
T2613	1	1	P_1132	33	1641532071	P_1299,P_1297_1
T2616	1	1	P_279	33	1641532171	P_1299,P_1297_1
T14096	1	0	P_302	34	1641532182	P_39
T2614	1	1	P_518	33	1641532238	P_1299,P_1297_1
T14097	2	0	P_69	34	1641532284	P_21
T2612	2	1	P_1273	33	1641532377	P_1375_1
T14098	1	0	P_267	34	1641532430	P_34
T14099	1	0	P_1354	34	1641532525	P_34
T2617	1	1	P_280	33	1641532644	P_1299,P_1297_1
T14100	1	0	P_275	34	1641532692	P_34
T14101	1	0	P_96	34	1641532824	P_34
T2615	1	1	P_737	33	1641532835	P_1375_1
T2618	2	1	P_1483	33	1641532904	P_1375_1
T14102	1	0	P_205	34	1641532948	P_39
T2619	1	1	P_276	33	1641533060	P_1299,P_1297_1
T14103	1	0	P_791	34	1641533074	P_34
T2620	2	1	P_827	33	1641533083	P_1375_1
T2622	1	1	P_54	33	1641533156	P_1299,P_1297_1
T14104	1	0	P_304	33	1641533172	P_1163
T2621	1	1	P_309	33	1641533190	P_1299,P_1297_1
T14105	1	0	P_206	34	1641533291	P_39
T14106	1	0	P_311	34	1641533411	P_34
T14107	1	0	P_198	34	1641533547	P_39
T2624	1	1	P_278	33	1641533606	P_1299,P_1297_1
T2623	1	1	P_1127	33	1641533615	P_1299,P_1297_1
T14108	1	0	P_92	34	1641533739	P_34
T14109	1	0	P_268	34	1641533864	P_34
T14110	1	0	P_309	34	1641533998	P_34
T2625	1	1	P_532	33	1641534097	P_1299,P_1297_1
T2626	1	1	P_57	33	1641534125	P_1299,P_1297_1
T14111	1	0	P_265	34	1641534131	P_34
T2627	1	1	P_1130	33	1641534153	P_1299,P_1297_1
T2628	1	1	P_266	33	1641534217	P_1299,P_1297_1
T14112	1	0	P_279	34	1641534301	P_39
T2629	1	1	P_317	33	1641534360	P_1299,P_1297_1
T14113	1	0	P_847	34	1641534421	P_34
T14114	1	0	P_1129	34	1641534594	P_34
T2630	1	1	P_103	33	1641534608	P_1299,P_1297_1
T2632	1	1	P_534	33	1641534659	P_1299,P_1297_1
T14115	2	0	P_1125	34	1641534724	P_21
T2631	1	1	P_310	33	1641534819	P_1299,P_1297_1
T14116	1	0	P_858	33	1641534871	P_912
T14117	1	0	P_263	34	1641535003	P_34
T14118	1	0	P_518	34	1641535119	P_34
T2636	1	1	P_1131	33	1641535217	P_1299,P_1297_1
T14119	1	0	P_207	33	1641535242	P_1151
T2635	1	1	P_664	33	1641535259	P_1375_1
T2633	1	1	P_1015	33	1641535284	P_1299,P_1297_1
T2637	1	1	P_100	33	1641535299	P_1299,P_1297_1
T14120	1	0	P_521	34	1641535374	P_39
T2634	1	1	P_264	33	1641535502	P_1299,P_1297_1
T14121	1	0	P_305	34	1641535547	P_34
T2638	1	1	P_313	33	1641535551	P_1299,P_1297_1
T2640	2	1	P_1426	33	1641535620	P_1375_1
T2639	1	1	P_303	33	1641535727	P_1299,P_1297_1
T2643	1	1	P_277	33	1641536028	P_1299,P_1297_1
T2642	1	1	P_117	33	1641536038	P_1299,P_1297_1
T14122	1	0	P_1189	34	1641536057	P_39
T2641	1	1	P_1235	33	1641536209	P_1375_1
T14123	1	0	P_1127	34	1641536294	P_34
T2645	2	1	P_828	33	1641536470	P_1375_1
T2644	1	1	P_204	33	1641536550	P_1299,P_1297_1
T14124	1	0	P_860	34	1641536700	P_34
T2646	2	1	P_69	33	1641536766	P_1299,P_1297_1
T14125	1	0	P_56	34	1641536888	P_34
T14126	1	0	P_1132	34	1641537023	P_39
T2647	2	1	P_298	33	1641537089	P_1299,P_1297_1
T14127	1	0	P_303	34	1641537129	P_34
T14128	1	0	P_276	33	1641537310	P_1151
T14129	1	0	P_230	34	1641537410	P_34
T2648	1	1	P_96	33	1641537494	P_1299,P_1297_1
T14130	1	0	P_117	34	1641537531	P_34
T2649	1	1	P_206	33	1641537641	P_1299,P_1297_1
T2650	1	1	P_98	33	1641537763	P_1299,P_1297_1
T2651	1	1	P_297	33	1641537776	P_1299,P_1297_1
T14131	1	0	P_266	34	1641537929	P_39
T14132	1	0	P_310	34	1641538070	P_39
T2652	1	1	P_306	33	1641538094	P_1299,P_1297_1
T14133	1	0	P_1138	33	1641538194	P_1163
T2653	1	1	P_198	33	1641538218	P_1299,P_1297_1
T14134	1	0	P_1131	33	1641538284	P_1163
T2654	1	1	P_92	33	1641538316	P_1299,P_1297_1
T14135	1	0	P_850	34	1641538486	P_34
T2655	1	1	P_205	33	1641538510	P_1299,P_1297_1
T14136	1	0	P_945	33	1641538567	P_912
T2657	1	1	P_520	33	1641538631	P_1299,P_1297_1
T14137	1	0	P_313	34	1641538686	P_34
